cohort,arxiv_id,compound_formula,sample_form,sample_identifier,Tc_K_anchor,Hc2_T_used,Hc2_T_default,Hc2_source,n_pts,n_distinct,H_axis_range_normalized,fixed_axis,fixed_axis_value,beta,SE_beta,log_Jc_partial,SE_log_Jc_partial,rms,ok,physicality,paper_key,Tc_repaired,Hc2_repaired,withdrawn,repair,reproduced,range_repaired,beta_repaired,n_pts_repaired,lever_H,clears_field_clause_x,passing_repaired,beta_protocol,beta_nofloor,has_lever,admitted,clears_field_clause_y,beta_as_deposited,beta_anchor_repaired,physicality_as_deposited
B,elsevier_10.1016_j.physc.2013.04.060,MgB2_SiC_doped,wire,SiC_Doped_MgB2_10K,39.0,11.9,15.5,Tier_1_direct_match_at_10.0K_term_Birr,10,10,0.757140065328457,T,10.0,3.916343697044255,0.0960880617978764,5.288565496827169,0.0514158119020786,0.0854143668160137,True,ok,elsevier_10.1016_j.physc.2013.04.060,39.0,16.9,,,True,0.533134128840748,3.916343697044255,10,0.4027725010682073,True,True,3.916343697044255,3.916343697044255,True,True,True,1.5623445821380608,3.916343697044255,ok
B,elsevier_10.1016_j.physc.2013.04.060,MgB2_TiC_doped,wire,TiC_Doped_MgB2_10K,39.0,11.9,15.5,Tier_1_direct_match_at_10.0K_term_Birr,8,8,0.5449621709148778,T,10.0,3.938175879795814,0.2767956253725114,5.689373527422514,0.1234274424591194,0.1426991608731628,True,ok,elsevier_10.1016_j.physc.2013.04.060,39.0,11.9,,,True,0.5449621709148778,3.938175879795814,8,0.6435799281596613,True,True,3.938175879795814,3.938175879795814,True,True,True,3.938175873961849,3.938175879795814,ok
B,elsevier_10.1016_j.physc.2013.04.060,MgB2_ZrB2_doped,wire,ZrB2_Doped_MgB2_10K,39.0,11.9,15.5,Tier_1_direct_match_at_10.0K_term_Birr,11,11,0.8397777715737459,T,10.0,3.583043457128703,0.1700782272269349,5.309614205834884,0.0869280289592389,0.1635275098127915,True,ok,elsevier_10.1016_j.physc.2013.04.060,39.0,13.1,,,True,0.7628515634906547,3.583043457128703,11,0.7608958096932623,True,True,3.583043457128703,3.583043457128703,True,True,True,2.558076334123752,3.583043457128703,ok
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=0%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.4891304347826087,T,5.0,1.3956392115961718,0.182596950529313,5.973137026665985,0.0350566642508447,0.0404915401858398,True,ok,springer_10.1007_s10854-026-16566-9,14.0,9.2,,,True,0.4891304347826087,1.3956392115961718,6,0.3162699622207181,True,True,1.3956392115961718,1.3956392115961718,True,True,True,1.3956391988452888,1.3956392115961718,ok
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=0%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.4891304347826087,T,7.0,1.7131577185815725,0.1957979148312312,5.93108574852633,0.0375911058786365,0.0434189011833262,True,ok,springer_10.1007_s10854-026-16566-9,14.0,9.2,,,True,0.4891304347826087,1.7131577185815725,6,0.3162699622207181,True,True,1.7131577185815725,1.7131577185815725,True,True,True,1.7131576903110215,1.7131577185815725,ok
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=1%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.4891304347826087,T,5.0,1.1941178140320323,0.1512916208174663,6.150763417182104,0.029046373374335,0.0335494661228187,True,ok,springer_10.1007_s10854-026-16566-9,14.0,9.2,,,True,0.4891304347826087,1.1941178140320323,6,0.3162699622207181,True,True,1.1941178140320323,1.1941178140320323,True,True,True,1.194117794824607,1.1941178140320323,ok
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=1%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.4891304347826087,T,7.0,1.3458894438224338,0.159343695738208,6.121613313756543,0.0305922889530122,0.0353350443093818,True,ok,springer_10.1007_s10854-026-16566-9,14.0,9.2,,,True,0.4891304347826087,1.3458894438224338,6,0.3162699622207181,True,True,1.3458894438224338,1.3458894438224338,True,True,True,1.3458894354729332,1.3458894438224338,ok
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=2%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.4891304347826087,T,5.0,1.4439377038008343,0.2342004421898009,6.238258338978655,0.0449639827365496,0.0519347992923847,True,ok,springer_10.1007_s10854-026-16566-9,14.0,9.2,,,True,0.4891304347826087,1.4439377038008343,6,0.3162699622207181,True,True,1.4439377038008343,1.4439377038008343,True,True,True,1.443937725865531,1.4439377038008343,ok
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=2%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.4891304347826087,T,7.0,1.6051756475997745,0.2523646854922586,6.215186020846853,0.0484513226766681,0.0559627873801111,True,ok,springer_10.1007_s10854-026-16566-9,14.0,9.2,,,True,0.4891304347826087,1.6051756475997745,6,0.3162699622207181,True,True,1.6051756475997745,1.6051756475997745,True,True,True,1.605175620502339,1.6051756475997745,ok
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=3%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.4891304347826087,T,5.0,1.7890892060766823,0.2640454374563464,6.316710732317151,0.0506939046469259,0.0585530378886254,True,ok,springer_10.1007_s10854-026-16566-9,14.0,9.2,,,True,0.4891304347826087,1.7890892060766823,6,0.3162699622207181,True,True,1.7890892060766823,1.7890892060766823,True,True,True,1.7890891969235347,1.7890892060766823,ok
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=3%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.4891304347826087,T,7.0,1.6005673708290795,0.1357614670264525,6.299517038049047,0.0260647502169517,0.0301055973935308,True,ok,springer_10.1007_s10854-026-16566-9,14.0,9.2,,,True,0.4891304347826087,1.6005673708290795,6,0.3162699622207181,True,True,1.6005673708290795,1.6005673708290795,True,True,True,1.6005673710692063,1.6005673708290795,ok
