cohort,arxiv_id,compound_formula,sample_form,sample_identifier,Tc_K_anchor,Hc2_T_used,Hc2_T_default,Hc2_source,n_pts,n_distinct,H_axis_range_normalized,fixed_axis,fixed_axis_value,beta,SE_beta,log_Jc_partial,SE_log_Jc_partial,rms,ok,physicality,paper_key,Tc_repaired,Hc2_repaired,withdrawn,repair,reproduced,range_repaired,beta_repaired,n_pts_repaired,lever_H,clears_field_clause_x,passing_repaired,beta_protocol,beta_nofloor,has_lever,admitted,clears_field_clause_y,beta_as_deposited,beta_anchor_repaired,physicality_as_deposited
B,MAGLAB_11_6K,FeSe_Te_doped,thin_film,unspecified,14.0,26.86,47.0,Tier_2_per_substructure_Hirr_ratio_0.7,36,36,0.595677148175726,T,6.0,2.219476930292429,0.127518455150479,6.269466010567023,0.024887156485815,0.0882461938805511,True,ok,MAGLAB_11_6K,14.0,26.86,,,True,0.595677148175726,2.219476930292429,36,0.3932719932777939,True,True,2.219476930292429,2.219476930292429,True,True,True,2.2194769301197104,2.219476930292429,ok
B,MAGLAB_Ni122_4_2K,BaFe2_NiAs2,thin_film,unspecified,20.0,24.09,60.0,Tier_2_per_substructure_Hirr_ratio_0.6,24,12,0.933997509339975,T,4.2,2.173233653060218,0.3671701049107111,5.343066567343083,0.1734188265827653,0.6001644239158043,True,ok,MAGLAB_Ni122_4_2K,20.0,24.09,,,True,0.933997509339975,2.173233653060218,24,1.1804396756778917,True,True,2.173233653060218,2.173233653060218,True,True,True,2.173233649253015,2.173233653060218,ok
B,MAGLAB_P122_4_2K,BaFe2_PAs2,thin_film,unspecified,30.0,20.59,35.0,Tier_2_per_substructure_Hirr_ratio_0.6,30,16,0.4371053909664886,T,4.2,3.0080533156722784,0.3248616004739282,6.567441677034202,0.0369232196643171,0.1410027010320707,True,ok,MAGLAB_P122_4_2K,30.0,20.59,,,True,0.4371053909664886,3.0080533156722784,30,0.2495729106544353,True,True,3.0080533156722784,3.0080533156722784,False,True,True,3.008053302362028,3.0080533156722784,ok
B,MAGLAB_Sm1111_4_2K,SmFeAsO_F_doped,thin_film,unspecified,55.0,51.3,150.0,Tier_2_per_substructure_Hirr_ratio_0.6,44,28,0.8771929824561404,T,4.2,0.6839222564322321,0.1624377612796877,5.907679974059799,0.0615533337446014,0.2712094714927741,True,ok,MAGLAB_Sm1111_4_2K,55.0,51.3,,,True,0.8771929824561404,0.6839222564322321,44,0.9107768156582348,True,True,0.6839222564322321,0.6839222564322321,True,True,True,0.6839222465432688,0.6839222564322321,ok
B,elsevier_10.1016_j.jallcom.2023.170146,MgB2,bulk,MgB2_10K,39.0,5.0,15.5,Tier_1_direct_match_at_10.0K_term_H_irr_Birr,58,57,0.9375000000000002,T,10.0,1.791360101596538,0.0842458389216258,5.48501191031671,0.0368156996939851,0.1952565445271811,True,ok,elsevier_10.1016_j.jallcom.2023.170146,39.0,5.0,,,True,0.9375000000000002,1.791360101596538,58,1.2430380486862955,True,True,1.791360101596538,1.791360101596538,True,True,True,1.7913601054743344,1.791360101596538,ok
B,elsevier_10.1016_j.jallcom.2023.170146,MgB2,bulk,MgB2_15K,39.0,4.0,15.5,Tier_1_direct_match_at_15.0K_term_H_irr_Birr,51,51,0.9209280303030304,T,15.0,1.7765614999269157,0.0729695232078468,5.503791135239047,0.0290536201991617,0.1481867431373292,True,ok,elsevier_10.1016_j.jallcom.2023.170146,39.0,4.0,,,True,0.9209280303030304,1.7765614999269157,51,1.1532443454470604,True,True,1.7765614999269157,1.7765614999269157,True,True,True,1.7765614999947452,1.7765614999269157,ok
B,elsevier_10.1016_j.jallcom.2023.170146,MgB2,bulk,MgB2_20K,39.0,3.0,15.5,Tier_1_direct_match_at_20.0K_term_H_irr_Birr,21,21,0.9217171717171716,T,20.0,1.473469829368698,0.1016588122548142,5.443860417495315,0.0429735868097675,0.1377262406335595,True,ok,elsevier_10.1016_j.jallcom.2023.170146,39.0,3.0,,,True,0.9217171717171716,1.473469829368698,21,1.177203409425049,True,True,1.473469829368698,1.473469829368698,True,True,True,1.4734698228805705,1.473469829368698,ok
B,elsevier_10.1016_j.jallcom.2023.170146,MgB2,bulk,MgB2_25K,39.0,2.5,15.5,Tier_1_linear_interp_20.0K_to_30.0K,17,17,0.8863636363636364,T,25.0,1.9289744681601912,0.1108747441111336,5.338596491448894,0.0414309506443505,0.1175907995898172,True,ok,elsevier_10.1016_j.jallcom.2023.170146,39.0,2.5,,,True,0.8863636363636364,1.9289744681601912,17,0.9711432599775262,True,True,1.9289744681601912,1.9289744681601912,True,True,True,1.9289744645699527,1.9289744681601912,ok
B,elsevier_10.1016_j.jallcom.2023.170384,LaFeAsO,single_crystal,LaFeAsO_2K,26.0,9.2,86.0,Tier_1_direct_match_at_2.0K_term_both_Hc2_and_H_irr,13,13,0.6512817462677691,T,2.0,3.1626650935592844,0.1892680333245923,6.324598106936781,0.0451692379688394,0.088242835242476,True,ok,elsevier_10.1016_j.jallcom.2023.170384,13.3,9.2,,,True,0.6512817462677691,3.1626650935592844,13,0.4582502129742951,True,True,3.1626650935592844,3.1626650935592844,True,True,True,3.1626650680656425,3.1626650935592844,ok
B,elsevier_10.1016_j.jallcom.2023.170384,LaFeAsO,single_crystal,LaFeAsO_5K,26.0,8.0,86.0,Tier_1_direct_match_at_5.0K_term_both_Hc2_and_H_irr,7,7,0.3744870041039671,T,5.0,10.692565358594251,1.3416066726189408,6.222245789063345,0.156849789968264,0.2034388773623215,True,ok,elsevier_10.1016_j.jallcom.2023.170384,13.3,8.0,,,True,0.3744870041039671,10.692565358594251,7,0.2037636628094059,True,True,10.692565358594251,10.692565358594251,False,True,True,10.692565346999295,10.692565358594251,ok
B,elsevier_10.1016_j.matchemphys.2023.128348,MgB2,bulk,X01,39.0,3.0,15.5,Tier_1_direct_match_at_20.0K_term_H_irr_Birr,5,5,0.6666666666666666,T,20.0,2.776516435284793,0.3674610005062925,4.819420388647993,0.0979876697420954,0.1072389269307782,True,ok,elsevier_10.1016_j.matchemphys.2023.128348,37.7,3.0,,,True,0.6666666666666666,2.776516435284793,5,0.4771212547196624,True,True,2.776516435284793,2.776516435284793,True,True,True,2.776516435926349,2.776516435284793,ok
B,elsevier_10.1016_j.matchemphys.2023.128348,MgB2,bulk,X02,39.0,3.0,15.5,Tier_1_direct_match_at_20.0K_term_H_irr_Birr,5,5,0.6666666666666666,T,20.0,2.6097710937950103,0.159197652837177,5.0351081384580825,0.0424518716037194,0.0464598570718574,True,ok,elsevier_10.1016_j.matchemphys.2023.128348,37.7,3.0,,,True,0.6666666666666666,2.6097710937950103,5,0.4771212547196624,True,True,2.6097710937950103,2.6097710937950103,True,True,True,2.609771096116281,2.6097710937950103,ok
B,elsevier_10.1016_j.matchemphys.2023.128348,MgB2,bulk,X03,39.0,3.0,15.5,Tier_1_direct_match_at_20.0K_term_H_irr_Birr,5,5,0.6666666666666666,T,20.0,2.5185927645526656,0.1740100347841891,5.144504844737414,0.0464017628514274,0.0507826672693302,True,ok,elsevier_10.1016_j.matchemphys.2023.128348,37.7,3.0,,,True,0.6666666666666666,2.5185927645526656,5,0.4771212547196624,True,True,2.5185927645526656,2.5185927645526656,True,True,True,2.518592769878972,2.5185927645526656,ok
B,elsevier_10.1016_j.matchemphys.2023.128348,MgB2,bulk,X04,39.0,3.0,15.5,Tier_1_direct_match_at_20.0K_term_H_irr_Birr,5,5,0.6666666666666666,T,20.0,2.3365834670464625,0.1187855541494855,5.155627541325739,0.0316755244427878,0.034666088902995,True,ok,elsevier_10.1016_j.matchemphys.2023.128348,37.7,3.0,,,True,0.6666666666666666,2.3365834670464625,5,0.4771212547196624,True,True,2.3365834670464625,2.3365834670464625,True,True,True,2.336583465626456,2.3365834670464625,ok
B,elsevier_10.1016_j.matpr.2019.05.078,MgB2,wire,mono-5K,39.0,2.5,15.5,Tier_1_direct_match_at_5.0K_term_Hc2,3,3,0.6799999999999999,T,5.0,1.5876771653783155,0.7429272006271876,5.883492349182975,0.315447656675639,0.202604503942605,True,ok,elsevier_10.1016_j.matpr.2019.05.078,39.0,2.5,,term Hc2 -> H_irr,True,0.6799999999999999,1.5876771653783155,3,0.6434526764861875,True,True,1.5876771653783155,1.5876771653783155,True,True,True,1.5876771649881465,1.5876771653783155,ok
B,elsevier_10.1016_j.matpr.2019.05.078,MgB2,wire,multi-5K,39.0,2.5,15.5,Tier_1_direct_match_at_5.0K_term_Hc2,3,3,0.6799999999999999,T,5.0,1.6643944110315234,0.74211407452907,5.791065446039283,0.3151024047677053,0.2023827684456566,True,ok,elsevier_10.1016_j.matpr.2019.05.078,39.0,2.5,,term Hc2 -> H_irr,True,0.6799999999999999,1.6643944110315234,3,0.6434526764861875,True,True,1.6643944110315234,1.6643944110315234,True,True,True,1.6643944033887998,1.6643944110315234,ok
B,elsevier_10.1016_j.mtphys.2022.100783,"Ba(Fe,Co)2As2",polycrystal,Polycrystal,22.0,4.5,50.0,Tier_1_extrapolated_to_low_T_anchor_18.0K,4,4,0.7777777777777778,T,4.2,0.306508460644906,0.044608650772612,5.887064559451677,0.0221955714110408,0.0227717377227254,True,ok,elsevier_10.1016_j.mtphys.2022.100783,25.7,4.5,,,True,0.7777777777777778,0.306508460644906,4,0.9030899869919432,True,True,0.306508460644906,0.306508460644906,True,True,True,0.3065084603671735,0.306508460644906,ok
B,elsevier_10.1016_j.mtphys.2022.100783,"Ba(Fe,Co)2As2",polycrystal,Polycrystal,22.0,4.5,50.0,Tier_1_extrapolated_to_low_T_anchor_18.0K,4,4,0.7777777777777778,T,6.0,0.3381881762260805,0.0469880332045984,5.858914894613055,0.0233794619484157,0.023986359622168,True,ok,elsevier_10.1016_j.mtphys.2022.100783,25.7,4.5,,,True,0.7777777777777778,0.3381881762260805,4,0.9030899869919432,True,True,0.3381881762260805,0.3381881762260805,True,True,True,0.3381881764791785,0.3381881762260805,ok
B,elsevier_10.1016_j.mtphys.2022.100783,"Ba(Fe,Co)2As2",polycrystal,Polycrystal,22.0,4.5,50.0,Tier_1_extrapolated_to_low_T_anchor_18.0K,4,4,0.7777777777777778,T,8.0,0.3775417225663746,0.0494584555997802,5.829125433590956,0.0246086502086876,0.0252474567058803,True,ok,elsevier_10.1016_j.mtphys.2022.100783,25.7,4.5,,,True,0.7777777777777778,0.3775417225663746,4,0.9030899869919432,True,True,0.3775417225663746,0.3775417225663746,True,True,True,0.3775417228705511,0.3775417225663746,ok
B,elsevier_10.1016_j.mtphys.2022.100783,"Ba(Fe,Co)2As2",polycrystal,Polycrystal,22.0,4.5,50.0,Tier_1_extrapolated_to_low_T_anchor_18.0K,4,4,0.7777777777777778,T,10.0,0.4279302736604867,0.0518834002608832,5.797653148949851,0.0258152090791993,0.0264853359525123,True,ok,elsevier_10.1016_j.mtphys.2022.100783,25.7,4.5,,,True,0.7777777777777778,0.4279302736604867,4,0.9030899869919432,True,True,0.4279302736604867,0.4279302736604867,True,True,True,0.427930273986556,0.4279302736604867,ok
