compound_formula,substructure,Tc_anchor_K,Hc2_T_anchor,T_K,H_T,withheld_reduced_field,refusal_flag,withheld_log_Jc,withheld_log_Jc_lower_95,withheld_log_Jc_upper_95
B2Mg0.7,conventional_AlB2,37.2,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
B2Mg0.7,conventional_AlB2,37.2,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.271544406272218,5.109608531380167,5.511145922278733
B2Mg0.7,conventional_AlB2,37.2,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.016801206611074,4.755502787021273,5.3296292370930765
B2Mg0.7,conventional_AlB2,37.2,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.960010530178479,4.68199410847509,5.283353592576913
B2Mg0.7,conventional_AlB2,37.2,15.5,28.644,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.656017674373537,4.20566710419924,5.167974774553075
B2Mg0.7,conventional_AlB2,37.2,15.5,28.644,1.0,0.06451612903225806,H_below_validated_reduced_field,4.60023970626015,4.141943788511899,5.124486314083304
B2Mg0.8,conventional_AlB2,38.0,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.185994449096989,5.549941092791016
B2Mg0.8,conventional_AlB2,38.0,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.1026131398903125,5.5039358646518375
B2Mg0.8,conventional_AlB2,38.0,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.026466908536555,4.777272748204009,5.331722977966993
B2Mg0.8,conventional_AlB2,38.0,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.96657784829255,4.698840026758496,5.284216051109026
B2Mg0.8,conventional_AlB2,38.0,15.5,29.26,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.654693331195798,4.25719848750253,5.167387102255598
B2Mg0.8,conventional_AlB2,38.0,15.5,29.26,1.0,0.06451612903225806,H_below_validated_reduced_field,4.5952070126581335,4.19309655578998,5.114281730457791
B2Mg0.85Na0.15,conventional_AlB2,38.0,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Mg0.85Na0.15,conventional_AlB2,38.0,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.268127796045864,5.104644875708542,5.506780183126137
B2Mg0.85Na0.15,conventional_AlB2,38.0,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.026466908536555,4.777272748204009,5.335488810664362
B2Mg0.85Na0.15,conventional_AlB2,38.0,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.967853674837259,4.703022666316128,5.288787676558464
B2Mg0.85Na0.15,conventional_AlB2,38.0,15.5,29.26,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.654693331195798,4.25719848750253,5.167387102255598
B2Mg0.85Na0.15,conventional_AlB2,38.0,15.5,29.26,1.0,0.06451612903225806,H_below_validated_reduced_field,4.601607844193557,4.195701028455733,5.122810030466062
B2Mg0.88Sc0.12,conventional_AlB2,30.0,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
B2Mg0.88Sc0.12,conventional_AlB2,30.0,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.268359843526737,5.103264623835246,5.511386766736761
B2Mg0.88Sc0.12,conventional_AlB2,30.0,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.867415301257425,4.533508060793635,5.256281327461039
B2Mg0.88Sc0.12,conventional_AlB2,30.0,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.8079809163238965,4.463592231355593,5.212183911940459
B2Mg0.88Sc0.12,conventional_AlB2,30.0,15.5,23.1,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.671371105024039,4.233174739179399,5.174787801581251
B2Mg0.88Sc0.12,conventional_AlB2,30.0,15.5,23.1,1.0,0.06451612903225806,H_below_validated_reduced_field,4.612358678475609,4.164538449546315,5.126913443005204
B2Mg0.8Na0.2,conventional_AlB2,38.0,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Mg0.8Na0.2,conventional_AlB2,38.0,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.1026131398903125,5.506751427124972
B2Mg0.8Na0.2,conventional_AlB2,38.0,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.026466908536555,4.761897098699579,5.333589740527749
B2Mg0.8Na0.2,conventional_AlB2,38.0,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.968369976109798,4.688286649632193,5.288637031244206
B2Mg0.8Na0.2,conventional_AlB2,38.0,15.5,29.26,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.654693331195798,4.187974849692285,5.177793057126063
B2Mg0.8Na0.2,conventional_AlB2,38.0,15.5,29.26,1.0,0.06451612903225806,H_below_validated_reduced_field,4.596535344023927,4.1052578582989145,5.134418430892667
B2Mg0.8Ti0.2,conventional_AlB2,37.8,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.549941092791016
B2Mg0.8Ti0.2,conventional_AlB2,37.8,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.271536162912187,5.106267801025989,5.503925174940459
B2Mg0.8Ti0.2,conventional_AlB2,37.8,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.023035316548285,4.760311858021787,5.331057998991564
B2Mg0.8Ti0.2,conventional_AlB2,37.8,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.9630073955848495,4.688700006852902,5.284615147709259
B2Mg0.8Ti0.2,conventional_AlB2,37.8,15.5,29.106,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.646033113400623,4.188440825760861,5.176921154973103
B2Mg0.8Ti0.2,conventional_AlB2,37.8,15.5,29.106,1.0,0.06451612903225806,H_below_validated_reduced_field,4.588851057320223,4.119698482718028,5.12582662026482
B2Mg0.8Zn0.2,conventional_AlB2,38.4,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.549941092791016
B2Mg0.8Zn0.2,conventional_AlB2,38.4,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.101096491764281,5.5019971542755925
B2Mg0.8Zn0.2,conventional_AlB2,38.4,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.031056870802062,4.76035586453245,5.336312940232499
B2Mg0.8Zn0.2,conventional_AlB2,38.4,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.969766277187105,4.687330893142925,5.289501496965213
B2Mg0.8Zn0.2,conventional_AlB2,38.4,15.5,29.568,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.6481241297339295,4.142346408674841,5.167103012811404
B2Mg0.8Zn0.2,conventional_AlB2,38.4,15.5,29.568,1.0,0.06451612903225806,H_below_validated_reduced_field,4.59271304463854,4.071627558343541,5.121566148538598
B2Mg0.8Zr0.2,conventional_AlB2,37.3,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Mg0.8Zr0.2,conventional_AlB2,37.3,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.101961655945378,5.508729142414447
B2Mg0.8Zr0.2,conventional_AlB2,37.3,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.017475462598519,4.738871615227802,5.327672683357865
B2Mg0.8Zr0.2,conventional_AlB2,37.3,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.957204459418332,4.669372945737377,5.283972279294511
B2Mg0.8Zr0.2,conventional_AlB2,37.3,15.5,28.721,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.65584882773663,4.119098675699927,5.177289461955014
B2Mg0.8Zr0.2,conventional_AlB2,37.3,15.5,28.721,1.0,0.06451612903225806,H_below_validated_reduced_field,4.595361732523843,4.045726216625016,5.125870357809508
B2Mg0.9,conventional_AlB2,38.2,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
B2Mg0.9,conventional_AlB2,38.2,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.266214364520186,5.104644875708542,5.508722502399244
B2Mg0.9,conventional_AlB2,38.2,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.02269303955394,4.764836394056017,5.3337289414030185
B2Mg0.9,conventional_AlB2,38.2,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.966158598557558,4.692387779988293,5.283469396385786
B2Mg0.9,conventional_AlB2,38.2,15.5,29.414,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.646229203372878,4.18934020918037,5.158388812239446
B2Mg0.9,conventional_AlB2,38.2,15.5,29.414,1.0,0.06451612903225806,H_below_validated_reduced_field,4.589155651330895,4.114285873756201,5.112266691041772
B2Mg0.93Na0.07,conventional_AlB2,38.0,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Mg0.93Na0.07,conventional_AlB2,38.0,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.101961655945378,5.506323838669852
B2Mg0.93Na0.07,conventional_AlB2,38.0,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.026466908536555,4.763613030506756,5.332434463128552
B2Mg0.93Na0.07,conventional_AlB2,38.0,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.964785629104238,4.689716561630652,5.290555904071107
B2Mg0.93Na0.07,conventional_AlB2,38.0,15.5,29.26,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.6465510863200805,4.182540694299255,5.187962848666296
B2Mg0.93Na0.07,conventional_AlB2,38.0,15.5,29.26,1.0,0.06451612903225806,H_below_validated_reduced_field,4.591200145205463,4.111166402412154,5.137361470491618
B2Mg0.94Pb0.06,conventional_AlB2,35.0,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Mg0.94Pb0.06,conventional_AlB2,35.0,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.270343882357867,5.102884623932617,5.504780351850702
B2Mg0.94Pb0.06,conventional_AlB2,35.0,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.978161426875234,4.688491494449147,5.309426302020235
B2Mg0.94Pb0.06,conventional_AlB2,35.0,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.919919322496025,4.613699437063096,5.259852037919769
B2Mg0.94Pb0.06,conventional_AlB2,35.0,15.5,26.95,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.648147027150256,4.135868776664697,5.169738811361065
B2Mg0.94Pb0.06,conventional_AlB2,35.0,15.5,26.95,1.0,0.06451612903225806,H_below_validated_reduced_field,4.5929409171508535,4.062795541185404,5.121579275398742
B2Mg0.95Mn0.05,conventional_AlB2,30.0,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Mg0.95Mn0.05,conventional_AlB2,30.0,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.271544406272218,5.103264623835246,5.506751427124972
B2Mg0.95Mn0.05,conventional_AlB2,30.0,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.867415301257425,4.482336656149851,5.260181402162738
B2Mg0.95Mn0.05,conventional_AlB2,30.0,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.806525145249607,4.411288611665447,5.21349409247897
B2Mg0.95Mn0.05,conventional_AlB2,30.0,15.5,23.1,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.6632288601483225,4.122124489273836,5.189002290544084
B2Mg0.95Mn0.05,conventional_AlB2,30.0,15.5,23.1,1.0,0.06451612903225806,H_below_validated_reduced_field,4.608182088559566,4.051508956613454,5.140089152623761
B2Mg0.95Ti0.05,conventional_AlB2,38.5,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
B2Mg0.95Ti0.05,conventional_AlB2,38.5,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.271544406272218,5.106267801025989,5.506411368300817
B2Mg0.95Ti0.05,conventional_AlB2,38.5,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.032180472992165,4.770152356824497,5.335673734573872
B2Mg0.95Ti0.05,conventional_AlB2,38.5,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.9714772857467775,4.697098445540231,5.290530746153812
B2Mg0.95Ti0.05,conventional_AlB2,38.5,15.5,29.645,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.653895278344464,4.197534451710816,5.1764225817695575
B2Mg0.95Ti0.05,conventional_AlB2,38.5,15.5,29.645,1.0,0.06451612903225806,H_below_validated_reduced_field,4.5960042942227615,4.120644534872398,5.125014064569656
B2Mg0.95Zn0.05,conventional_AlB2,38.3,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
B2Mg0.95Zn0.05,conventional_AlB2,38.3,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.103255297865912,5.5131459977201285
B2Mg0.95Zn0.05,conventional_AlB2,38.3,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.030556573943203,4.768520632334422,5.334382648612077
B2Mg0.95Zn0.05,conventional_AlB2,38.3,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.973881029641117,4.6924009047797375,5.288802035597079
B2Mg0.95Zn0.05,conventional_AlB2,38.3,15.5,29.491,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.654211845064537,4.253784747263361,5.16717344459819
B2Mg0.95Zn0.05,conventional_AlB2,38.3,15.5,29.491,1.0,0.06451612903225806,H_below_validated_reduced_field,4.596320860942834,4.168065493820218,5.1235583787178
B2Mg0.95Zr0.05,conventional_AlB2,37.7,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
B2Mg0.95Zr0.05,conventional_AlB2,37.7,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.1026131398903125,5.504363453106959
B2Mg0.95Zr0.05,conventional_AlB2,37.7,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.014778293474511,4.749776606362393,5.333711538887206
B2Mg0.95Zr0.05,conventional_AlB2,37.7,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.959432509426325,4.681040610751097,5.287903999262658
B2Mg0.95Zr0.05,conventional_AlB2,37.7,15.5,29.029000000000003,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.647040715485775,4.126097184362472,5.188180119764567
B2Mg0.95Zr0.05,conventional_AlB2,37.7,15.5,29.029000000000003,1.0,0.06451612903225806,H_below_validated_reduced_field,4.591694931437589,4.051709428753625,5.135600841637355
B2Mg0.96Mn0.04,conventional_AlB2,32.3,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
B2Mg0.96Mn0.04,conventional_AlB2,32.3,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.271544406272218,5.1026131398903125,5.504780351850702
B2Mg0.96Mn0.04,conventional_AlB2,32.3,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.929703595774387,4.628694852296313,5.282991481393401
B2Mg0.96Mn0.04,conventional_AlB2,32.3,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.872401928194538,4.54710628004279,5.240226355618384
B2Mg0.96Mn0.04,conventional_AlB2,32.3,15.5,24.871,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.665666969958143,4.257732880307679,5.1798196555284886
B2Mg0.96Mn0.04,conventional_AlB2,32.3,15.5,24.871,1.0,0.06451612903225806,H_below_validated_reduced_field,4.608839125373674,4.177682008674483,5.13214160471001
B2Mg0.97Na0.03,conventional_AlB2,38.0,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
B2Mg0.97Na0.03,conventional_AlB2,38.0,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.271037799738924,5.106267801025989,5.506326026910626
B2Mg0.97Na0.03,conventional_AlB2,38.0,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.026466908536555,4.753842727547954,5.340312654016243
B2Mg0.97Na0.03,conventional_AlB2,38.0,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.965763721291168,4.680794201972422,5.292275626645776
B2Mg0.97Na0.03,conventional_AlB2,38.0,15.5,29.26,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.651177254762502,4.113916369572271,5.187962848666296
B2Mg0.97Na0.03,conventional_AlB2,38.0,15.5,29.26,1.0,0.06451612903225806,H_below_validated_reduced_field,4.591548599765483,4.038195353906721,5.140053114917717
B2Mg0.98,conventional_AlB2,38.4,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.549941092791016
B2Mg0.98,conventional_AlB2,38.4,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.268327380528502,5.101096491764281,5.504360479776018
B2Mg0.98,conventional_AlB2,38.4,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.031056870802062,4.767980934117012,5.33503088956498
B2Mg0.98,conventional_AlB2,38.4,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.969756363130608,4.687869894808402,5.288008876019775
B2Mg0.98,conventional_AlB2,38.4,15.5,29.568,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.640494072416694,4.18740761551077,5.167103012811404
B2Mg0.98,conventional_AlB2,38.4,15.5,29.568,1.0,0.06451612903225806,H_below_validated_reduced_field,4.587668774943022,4.121017985468082,5.121860005168257
B2Mg0.988Sc0.012,conventional_AlB2,41.4,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Mg0.988Sc0.012,conventional_AlB2,41.4,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.270343882357867,5.101961655945378,5.508722502399244
B2Mg0.988Sc0.012,conventional_AlB2,41.4,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.0627300012125644,4.81200304882394,5.352245654131821
B2Mg0.988Sc0.012,conventional_AlB2,41.4,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,5.006506787320488,4.742088824534631,5.302741264557914
B2Mg0.988Sc0.012,conventional_AlB2,41.4,15.5,31.878,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.649668233237865,4.0980865898758445,5.165157233961928
B2Mg0.988Sc0.012,conventional_AlB2,41.4,15.5,31.878,1.0,0.06451612903225806,H_below_validated_reduced_field,4.589476724405139,4.022903477754912,5.119958565997982
B2Mg0.98Pb0.02,conventional_AlB2,35.5,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
B2Mg0.98Pb0.02,conventional_AlB2,35.5,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.271544406272218,5.103255297865912,5.508175347598792
B2Mg0.98Pb0.02,conventional_AlB2,35.5,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.990773582923455,4.722846506641194,5.319480670654585
B2Mg0.98Pb0.02,conventional_AlB2,35.5,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.931533017392095,4.644781054385614,5.268563579543121
B2Mg0.98Pb0.02,conventional_AlB2,35.5,15.5,27.335,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.659043352526611,4.245643140612595,5.178836410183742
B2Mg0.98Pb0.02,conventional_AlB2,35.5,15.5,27.335,1.0,0.06451612903225806,H_below_validated_reduced_field,4.6001396600857,4.161713212526356,5.130739908901134
B2Mg0.98Sc0.02,conventional_AlB2,39.0,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
B2Mg0.98Sc0.02,conventional_AlB2,39.0,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.270655905196691,5.10734653176746,5.514051031074279
B2Mg0.98Sc0.02,conventional_AlB2,39.0,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.037661166864107,4.785102982134019,5.348199009044136
B2Mg0.98Sc0.02,conventional_AlB2,39.0,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.9775935779538845,4.712944441842992,5.299775550140987
B2Mg0.98Sc0.02,conventional_AlB2,39.0,15.5,30.03,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.644976679318344,4.201411916698211,5.166988763812883
B2Mg0.98Sc0.02,conventional_AlB2,39.0,15.5,30.03,1.0,0.06451612903225806,H_below_validated_reduced_field,4.588070067618604,4.129260047286604,5.127540489450809
B2Mg0.99Mn0.01,conventional_AlB2,33.4,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
B2Mg0.99Mn0.01,conventional_AlB2,33.4,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.271019861639648,5.104680266782216,5.504780351850702
B2Mg0.99Mn0.01,conventional_AlB2,33.4,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.951446204319461,4.647732551049877,5.294141757692456
B2Mg0.99Mn0.01,conventional_AlB2,33.4,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.892030887391261,4.5700567175632925,5.249448122399935
B2Mg0.99Mn0.01,conventional_AlB2,33.4,15.5,25.718,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.655094410805765,4.142283627862901,5.190611108325515
B2Mg0.99Mn0.01,conventional_AlB2,33.4,15.5,25.718,1.0,0.06451612903225806,H_below_validated_reduced_field,4.598297586513122,4.069123616050176,5.13678666458634
B2Mg0.99Pb0.01,conventional_AlB2,35.9,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.549941092791016
B2Mg0.99Pb0.01,conventional_AlB2,35.9,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.270126875332979,5.109270978216732,5.504791778125286
B2Mg0.99Pb0.01,conventional_AlB2,35.9,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.995856738423834,4.715641243810425,5.322287542412134
B2Mg0.99Pb0.01,conventional_AlB2,35.9,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.937387537962006,4.647045806671812,5.276712807394241
B2Mg0.99Pb0.01,conventional_AlB2,35.9,15.5,27.643,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.658303941334854,4.206428529670983,5.178451599542701
B2Mg0.99Pb0.01,conventional_AlB2,35.9,15.5,27.643,1.0,0.06451612903225806,H_below_validated_reduced_field,4.600412957213151,4.1318402623481845,5.134587101460879
B2Mg0.99Sn0.01,conventional_AlB2,33.5,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
B2Mg0.99Sn0.01,conventional_AlB2,33.5,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.270343882357867,5.107342745986254,5.506751427124972
B2Mg0.99Sn0.01,conventional_AlB2,33.5,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.9497363199131215,4.661503443743546,5.305856699907911
B2Mg0.99Sn0.01,conventional_AlB2,33.5,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.892108807629677,4.584796140034189,5.2628048402427945
B2Mg0.99Sn0.01,conventional_AlB2,33.5,15.5,25.795,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.654881955102798,4.15141626214278,5.191659640313509
B2Mg0.99Sn0.01,conventional_AlB2,33.5,15.5,25.795,1.0,0.06451612903225806,H_below_validated_reduced_field,4.599536171054612,4.0876907692745545,5.146079027298511
B2Mg0.99Ti0.01,conventional_AlB2,38.6,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.549941092791016
B2Mg0.99Ti0.01,conventional_AlB2,38.6,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.102014001796972,5.503796239442917
B2Mg0.99Ti0.01,conventional_AlB2,38.6,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.033294764575276,4.76971133154939,5.345700865178884
B2Mg0.99Ti0.01,conventional_AlB2,38.6,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.972414971916307,4.691725632917601,5.29523547344306
B2Mg0.99Ti0.01,conventional_AlB2,38.6,15.5,29.722,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.653738300280222,4.1231623597956295,5.187539057294278
B2Mg0.99Ti0.01,conventional_AlB2,38.6,15.5,29.722,1.0,0.06451612903225806,H_below_validated_reduced_field,4.593025632928102,4.051825292516798,5.136946426737398
B2Mg0.9Pb0.1,conventional_AlB2,34.0,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
B2Mg0.9Pb0.1,conventional_AlB2,34.0,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.1050929950753625,5.511302177676431
B2Mg0.9Pb0.1,conventional_AlB2,34.0,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.962136814092754,4.668342589629016,5.309563720993998
B2Mg0.9Pb0.1,conventional_AlB2,34.0,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.9051992243019535,4.593108532015773,5.261261904168445
B2Mg0.9Pb0.1,conventional_AlB2,34.0,15.5,26.18,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.661981989610196,4.158688625963652,5.187233970496481
B2Mg0.9Pb0.1,conventional_AlB2,34.0,15.5,26.18,1.0,0.06451612903225806,H_below_validated_reduced_field,4.604091005488494,4.097245855352418,5.135293356152912
B2Mg0.9Ti0.1,conventional_AlB2,38.3,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
B2Mg0.9Ti0.1,conventional_AlB2,38.3,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.106267801025989,5.50466141861311
B2Mg0.9Ti0.1,conventional_AlB2,38.3,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.02178159238899,4.765445871299325,5.334382648612077
B2Mg0.9Ti0.1,conventional_AlB2,38.3,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.9664415404781295,4.6924201701289405,5.285974567958309
B2Mg0.9Ti0.1,conventional_AlB2,38.3,15.5,29.491,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.64606960018882,4.086850947886555,5.155798559726647
B2Mg0.9Ti0.1,conventional_AlB2,38.3,15.5,29.491,1.0,0.06451612903225806,H_below_validated_reduced_field,4.590250642440751,4.02283652363906,5.11024830396986
