compound_formula,substructure,Tc_anchor_K,Hc2_T_anchor,T_K,H_T,withheld_reduced_field,refusal_flag,withheld_log_Jc,withheld_log_Jc_lower_95,withheld_log_Jc_upper_95
As2Ba0.3Fe2K0.7,iron_pnictide_122,19.7,60.0,15.169,5.0,0.08333333333333333,H_below_validated_reduced_field,4.972111864525944,4.83893320674119,5.084170244733061
Al0.01B2Mg0.99,conventional_AlB2,37.95,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
Al0.01B2Mg0.99,conventional_AlB2,37.95,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.10734653176746,5.508161317988524
Al0.01B2Mg0.99,conventional_AlB2,37.95,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.026105223389626,4.75640296000854,5.341459898085136
Al0.01B2Mg0.99,conventional_AlB2,37.95,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.968041392846604,4.683895671678248,5.293522205802226
Al0.01B2Mg0.99,conventional_AlB2,37.95,15.5,29.2215,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.654774365022116,4.188081961573795,5.1879988071215415
Al0.01B2Mg0.99,conventional_AlB2,37.95,15.5,29.2215,1.0,0.06451612903225806,H_below_validated_reduced_field,4.600391695026145,4.10376742675534,5.14186464348482
Al0.022B2Mg0.978,conventional_AlB2,34.7,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
Al0.022B2Mg0.978,conventional_AlB2,34.7,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.104680266782216,5.507922188052283
Al0.022B2Mg0.978,conventional_AlB2,34.7,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.973481303562738,4.690210189790752,5.310059050358187
Al0.022B2Mg0.978,conventional_AlB2,34.7,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.915755500456068,4.614915624619084,5.263142104958129
Al0.022B2Mg0.978,conventional_AlB2,34.7,15.5,26.719,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.660300939958743,4.155834051414945,5.187512659912651
Al0.022B2Mg0.978,conventional_AlB2,34.7,15.5,26.719,1.0,0.06451612903225806,H_below_validated_reduced_field,4.599873645155032,4.081463547994479,5.136031846159431
Al0.02B2Mg0.98,conventional_AlB2,36.7,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
Al0.02B2Mg0.98,conventional_AlB2,36.7,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.271544406272218,5.105592915823584,5.506751427124972
Al0.02B2Mg0.98,conventional_AlB2,36.7,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.009059454988169,4.723314565722279,5.323057922571009
Al0.02B2Mg0.98,conventional_AlB2,36.7,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.950439432026436,4.650266040146747,5.272012223741379
Al0.02B2Mg0.98,conventional_AlB2,36.7,15.5,28.259000000000004,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.656876601001858,4.118218026739378,5.168355920009565
Al0.02B2Mg0.98,conventional_AlB2,36.7,15.5,28.259000000000004,1.0,0.06451612903225806,H_below_validated_reduced_field,4.602550385158409,4.053675634553142,5.115825918764208
Al0.03B2Mg0.97,conventional_AlB2,37.3,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
Al0.03B2Mg0.97,conventional_AlB2,37.3,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.266214364520186,5.103264623835246,5.5094156914624905
Al0.03B2Mg0.97,conventional_AlB2,37.3,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.017475462598519,4.738871615227802,5.3275873451749005
Al0.03B2Mg0.97,conventional_AlB2,37.3,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.956938597711241,4.665830741274884,5.27973591929788
Al0.03B2Mg0.97,conventional_AlB2,37.3,15.5,28.721,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.65584882773663,4.171163973619355,5.167899849493845
Al0.03B2Mg0.97,conventional_AlB2,37.3,15.5,28.721,1.0,0.06451612903225806,H_below_validated_reduced_field,4.592709253372747,4.090627346874213,5.11774532952097
Al0.044B2Mg0.956,conventional_AlB2,34.0,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
Al0.044B2Mg0.956,conventional_AlB2,34.0,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.268327380528502,5.102014001796972,5.508161317988524
Al0.044B2Mg0.956,conventional_AlB2,34.0,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.961989900734549,4.668342589629016,5.300174108532829
Al0.044B2Mg0.956,conventional_AlB2,34.0,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.901028804227336,4.594734632841817,5.256210919367534
Al0.044B2Mg0.956,conventional_AlB2,34.0,15.5,26.18,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.649100245221423,4.149299013502484,5.171153036866937
Al0.044B2Mg0.956,conventional_AlB2,34.0,15.5,26.18,1.0,0.06451612903225806,H_below_validated_reduced_field,4.594402797242099,4.080274997680359,5.130496398037151
Al0.05B2Mg0.95,conventional_AlB2,36.46666667,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.549941092791016
Al0.05B2Mg0.95,conventional_AlB2,36.46666667,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.271544406272218,5.102598161437979,5.50374824969933
Al0.05B2Mg0.95,conventional_AlB2,36.46666667,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.005661691244728,4.734232757667157,5.321450392513073
Al0.05B2Mg0.95,conventional_AlB2,36.46666667,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.944569661137445,4.665186810970564,5.276176653483256
Al0.05B2Mg0.95,conventional_AlB2,36.46666667,15.5,28.079333335900003,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.6491437734721055,4.232251118997718,5.168537597414918
Al0.05B2Mg0.95,conventional_AlB2,36.46666667,15.5,28.079333335900003,1.0,0.06451612903225806,H_below_validated_reduced_field,4.592346949179463,4.161742304565974,5.129908095662392
Al0.06B2Mg0.94,conventional_AlB2,37.0,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.549941092791016
Al0.06B2Mg0.94,conventional_AlB2,37.0,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.26921092295497,5.104761269785125,5.50466141861311
Al0.06B2Mg0.94,conventional_AlB2,37.0,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.0133238328376,4.74415382352567,5.33482029194912
Al0.06B2Mg0.94,conventional_AlB2,37.0,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.953051079322383,4.6667776759956325,5.284052518980359
Al0.06B2Mg0.94,conventional_AlB2,37.0,15.5,28.49,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.6563582809529525,4.206167093770524,5.170100187862556
Al0.06B2Mg0.94,conventional_AlB2,37.0,15.5,28.49,1.0,0.06451612903225806,H_below_validated_reduced_field,4.595250271087534,4.131364282217897,5.129487002325337
Al0.07B2Mg0.93,conventional_AlB2,35.8,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.549941092791016
Al0.07B2Mg0.93,conventional_AlB2,35.8,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.1026131398903125,5.5039358646518375
Al0.07B2Mg0.93,conventional_AlB2,35.8,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.989987810441459,4.708071504738192,5.316192514934161
Al0.07B2Mg0.93,conventional_AlB2,35.8,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.932052130194654,4.632078572594114,5.268964055041206
Al0.07B2Mg0.93,conventional_AlB2,35.8,15.5,27.566,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.646206872879994,4.111821570197525,5.167928716665624
Al0.07B2Mg0.93,conventional_AlB2,35.8,15.5,27.566,1.0,0.06451612903225806,H_below_validated_reduced_field,4.591483985728242,4.032122838445882,5.11938055230761
Al0.085B2Mg0.915,conventional_AlB2,32.4,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
Al0.085B2Mg0.915,conventional_AlB2,32.4,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269307678896171,5.109270978216732,5.506786674396561
Al0.085B2Mg0.915,conventional_AlB2,32.4,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.926990475384274,4.627491276771631,5.292550189259555
Al0.085B2Mg0.915,conventional_AlB2,32.4,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.8691673557626745,4.551664221183088,5.242635175469861
Al0.085B2Mg0.915,conventional_AlB2,32.4,15.5,24.948,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.655163285903798,4.219496600552518,5.17215532175352
Al0.085B2Mg0.915,conventional_AlB2,32.4,15.5,24.948,1.0,0.06451612903225806,H_below_validated_reduced_field,4.600758396289692,4.148134282958605,5.126583893333505
Al0.08B2Mg0.92,conventional_AlB2,33.55,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.185994449096989,5.559330705252185
Al0.08B2Mg0.92,conventional_AlB2,33.55,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.271544406272218,5.104036057933822,5.50942559614607
Al0.08B2Mg0.92,conventional_AlB2,33.55,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.951006438331306,4.648231483274939,5.305076035340955
Al0.08B2Mg0.92,conventional_AlB2,33.55,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.892454796750105,4.576720817412639,5.2597963611630485
Al0.08B2Mg0.92,conventional_AlB2,33.55,15.5,25.8335,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.651916221696753,4.130625747907775,5.1916127279380495
Al0.08B2Mg0.92,conventional_AlB2,33.55,15.5,25.8335,1.0,0.06451612903225806,H_below_validated_reduced_field,4.595862274195376,4.058046181413017,5.140869075747453
Al0.09B2Mg0.91,conventional_AlB2,34.7,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
Al0.09B2Mg0.91,conventional_AlB2,34.7,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.268327380528502,5.105592915823584,5.506751427124972
Al0.09B2Mg0.91,conventional_AlB2,34.7,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.973481303562738,4.696973037039252,5.313528685521546
Al0.09B2Mg0.91,conventional_AlB2,34.7,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.915994615962407,4.6199971937729485,5.263218944877717
Al0.09B2Mg0.91,conventional_AlB2,34.7,15.5,26.719,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.652434587524703,4.196932746023043,5.169997883757132
Al0.09B2Mg0.91,conventional_AlB2,34.7,15.5,26.719,1.0,0.06451612903225806,H_below_validated_reduced_field,4.594626193910516,4.121860764349097,5.119396320919394
Al0.14B2Mg0.86,conventional_AlB2,35.1,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
Al0.14B2Mg0.86,conventional_AlB2,35.1,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.268976803339168,5.103248336736622,5.504780351850702
Al0.14B2Mg0.86,conventional_AlB2,35.1,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.979690677505768,4.698553341425925,5.310301230125434
Al0.14B2Mg0.86,conventional_AlB2,35.1,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.922879612699596,4.618906194229048,5.264313028763689
Al0.14B2Mg0.86,conventional_AlB2,35.1,15.5,27.027,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.651658515977499,4.183860703642732,5.169653504930845
Al0.14B2Mg0.86,conventional_AlB2,35.1,15.5,27.027,1.0,0.06451612903225806,H_below_validated_reduced_field,4.594991071529925,4.115583150739832,5.121863670508242
Al0.15B2Mg0.85,conventional_AlB2,31.5,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.549941092791016
Al0.15B2Mg0.85,conventional_AlB2,31.5,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.271019861639648,5.1026131398903125,5.504780351850702
Al0.15B2Mg0.85,conventional_AlB2,31.5,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.9048257860937445,4.558114957755689,5.274564750330425
Al0.15B2Mg0.85,conventional_AlB2,31.5,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.847162786094373,4.4851945387733965,5.228599472100351
Al0.15B2Mg0.85,conventional_AlB2,31.5,15.5,24.255,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.659407021316167,4.130643567802703,5.173091874993016
Al0.15B2Mg0.85,conventional_AlB2,31.5,15.5,24.255,1.0,0.06451612903225806,H_below_validated_reduced_field,4.602610197023525,4.0574350824437,5.129562150502817
Al0.185B2Mg0.815,conventional_AlB2,25.3,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.549941092791016
Al0.185B2Mg0.815,conventional_AlB2,25.3,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.270343882357867,5.102014001796972,5.502017363292661
Al0.185B2Mg0.815,conventional_AlB2,25.3,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.632190517551913,4.058320323782376,5.161014653948463
Al0.185B2Mg0.815,conventional_AlB2,25.3,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.576844733503727,3.9920640563590544,5.115734979770557
Al0.185B2Mg0.815,conventional_AlB2,25.3,15.5,19.481,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.678717016248374,4.153367192610604,5.181532037826489
Al0.185B2Mg0.815,conventional_AlB2,25.3,15.5,19.481,1.0,0.06451612903225806,H_below_validated_reduced_field,4.624350229798847,4.0871109251872815,5.135534526067748
Al0.19B2Mg0.81,conventional_AlB2,30.8,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
Al0.19B2Mg0.81,conventional_AlB2,30.8,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.102014001796972,5.50466439194405
Al0.19B2Mg0.81,conventional_AlB2,30.8,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.888277304935218,4.53151860173425,5.266477101100772
Al0.19B2Mg0.81,conventional_AlB2,30.8,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.82884292000169,4.458377247954478,5.220476756774985
Al0.19B2Mg0.81,conventional_AlB2,30.8,15.5,23.716,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.661140563086377,4.134165255043057,5.173861127624806
Al0.19B2Mg0.81,conventional_AlB2,30.8,15.5,23.716,1.0,0.06451612903225806,H_below_validated_reduced_field,4.605278477765651,4.054025311201428,5.1285814534469
Al0.1B2Mg0.9,conventional_AlB2,34.3,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
Al0.1B2Mg0.9,conventional_AlB2,34.3,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.270126875332979,5.107188996046361,5.508722502399244
Al0.1B2Mg0.9,conventional_AlB2,34.3,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.967016371410289,4.67238853273506,5.3030498964359705
Al0.1B2Mg0.9,conventional_AlB2,34.3,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.909290568303619,4.598024095657174,5.259763394505914
Al0.1B2Mg0.9,conventional_AlB2,34.3,15.5,26.411,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.661372266581253,4.138670749715988,5.170350854679169
Al0.1B2Mg0.9,conventional_AlB2,34.3,15.5,26.411,1.0,0.06451612903225806,H_below_validated_reduced_field,4.601372399256617,4.059207229741771,5.1291554921488975
Al0.21B2Mg0.79,conventional_AlB2,27.1,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
Al0.21B2Mg0.79,conventional_AlB2,27.1,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269401297056348,5.102014001796972,5.506411368300817
Al0.21B2Mg0.79,conventional_AlB2,27.1,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.744526540283598,4.316929820788912,5.207250250464953
Al0.21B2Mg0.79,conventional_AlB2,27.1,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.686635556161895,4.240159537278387,5.154690217507174
Al0.21B2Mg0.79,conventional_AlB2,27.1,15.5,20.867,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.6740128578023805,4.195432140098158,5.178647412194633
Al0.21B2Mg0.79,conventional_AlB2,27.1,15.5,20.867,1.0,0.06451612903225806,H_below_validated_reduced_field,4.617187760033323,4.1211801378661646,5.127471346011634
Al0.29B2Mg0.71,conventional_AlB2,24.0,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.185994449096989,5.559330705252185
Al0.29B2Mg0.71,conventional_AlB2,24.0,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269393565600504,5.104680266782216,5.504780351850702
Al0.29B2Mg0.71,conventional_AlB2,24.0,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.532527381675038,3.9313693112549584,5.122566034709524
Al0.29B2Mg0.71,conventional_AlB2,24.0,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.471824194429651,3.862177155394644,5.0714470700637495
Al0.29B2Mg0.71,conventional_AlB2,24.0,15.5,18.48,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.691934773103534,4.227500869844838,5.183912851846123
Al0.29B2Mg0.71,conventional_AlB2,24.0,15.5,18.48,1.0,0.06451612903225806,H_below_validated_reduced_field,4.634043788981831,4.15322640344753,5.138633177668217
Al0.2B2Mg0.8,conventional_AlB2,28.71,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
Al0.2B2Mg0.8,conventional_AlB2,28.71,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.270343882357867,5.106267801025989,5.506323838669852
Al0.2B2Mg0.8,conventional_AlB2,28.71,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.822647244745413,4.434713863843735,5.2377917615988165
Al0.2B2Mg0.8,conventional_AlB2,28.71,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.759117657801511,4.370576702533519,5.196034795119442
Al0.2B2Mg0.8,conventional_AlB2,28.71,15.5,22.1067,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.666862310852027,4.218163032174624,5.19221421241922
Al0.2B2Mg0.8,conventional_AlB2,28.71,15.5,22.1067,1.0,0.06451612903225806,H_below_validated_reduced_field,4.609674466796333,4.145103249856758,5.140731890143623
Al0.5B2Mg0.5,conventional_AlB2,12.9,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.549941092791016
Al0.5B2Mg0.5,conventional_AlB2,12.9,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269466290521237,5.1026131398903125,5.500999741249408
Al0.5B2Mg0.5,conventional_AlB2,12.9,15.5,9.933,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.799031524569726,4.451446915005191,5.228173678526495
Al0.5B2Mg0.5,conventional_AlB2,12.9,15.5,9.933,1.0,0.06451612903225806,H_below_validated_reduced_field,4.7412304012827065,4.372787735717349,5.179272851863656
Al0.69B2Mg0.31,conventional_AlB2,11.1,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.559330705252185
Al0.69B2Mg0.31,conventional_AlB2,11.1,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.271536162912187,5.106251513927366,5.50481893902118
Al0.69B2Mg0.31,conventional_AlB2,11.1,15.5,8.547,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.8441538612760615,4.515127478065879,5.2460770858494215
Al0.69B2Mg0.31,conventional_AlB2,11.1,15.5,8.547,1.0,0.06451612903225806,H_below_validated_reduced_field,4.785407509647748,4.439075775299604,5.196051420312061
Al0.6B2Mg0.4,conventional_AlB2,8.925,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.549941092791016
Al0.6B2Mg0.4,conventional_AlB2,8.925,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269466290521237,5.1026131398903125,5.50466439194405
Al0.6B2Mg0.4,conventional_AlB2,8.925,15.5,6.872250000000001,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.91869016244675,4.595413898795525,5.2801042161308605
Al0.6B2Mg0.4,conventional_AlB2,8.925,15.5,6.872250000000001,1.0,0.06451612903225806,H_below_validated_reduced_field,4.861889758892954,4.521870316850773,5.232935740103528
Au0.146B2Mg0.854,conventional_AlB2,25.6,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
Au0.146B2Mg0.854,conventional_AlB2,25.6,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.104680266782216,5.506411368300817
Au0.146B2Mg0.854,conventional_AlB2,25.6,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.660595957532337,4.155638163777288,5.179395982923561
Au0.146B2Mg0.854,conventional_AlB2,25.6,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.60232565786713,4.089266793256412,5.13153116221219
Au0.146B2Mg0.854,conventional_AlB2,25.6,15.5,19.712000000000003,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.6854163727930604,4.206060796347268,5.190409948718648
Au0.146B2Mg0.854,conventional_AlB2,25.6,15.5,19.712000000000003,1.0,0.06451612903225806,H_below_validated_reduced_field,4.627461090091847,4.128744242891197,5.142545128007277
B2Co0.01Mg0.99,conventional_AlB2,37.1,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Co0.01Mg0.99,conventional_AlB2,37.1,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.270993894837581,5.102014001796972,5.503792933404519
B2Co0.01Mg0.99,conventional_AlB2,37.1,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.014720006802907,4.738344219650115,5.326155956224411
B2Co0.01Mg0.99,conventional_AlB2,37.1,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.953116269250138,4.668939505609911,5.278129543375165
B2Co0.01Mg0.99,conventional_AlB2,37.1,15.5,28.567,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.648045244448671,4.116717009028887,5.16805012929797
B2Co0.01Mg0.99,conventional_AlB2,37.1,15.5,28.567,1.0,0.06451612903225806,H_below_validated_reduced_field,4.589803140069463,4.041995369672069,5.123493165288592
B2Co0.02Mg0.98,conventional_AlB2,37.4,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.1863788403346,5.549941092791016
B2Co0.02Mg0.98,conventional_AlB2,37.4,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.27055914925549,5.104680266782216,5.5037471039633
B2Co0.02Mg0.98,conventional_AlB2,37.4,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.018835078436869,4.766890307491431,5.33193285360548
B2Co0.02Mg0.98,conventional_AlB2,37.4,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.960517639215496,4.689328977551742,5.287078364082615
B2Co0.02Mg0.98,conventional_AlB2,37.4,15.5,28.798,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.645156586641373,4.256266128716139,5.188401096861892
B2Co0.02Mg0.98,conventional_AlB2,37.4,15.5,28.798,1.0,0.06451612903225806,H_below_validated_reduced_field,4.588780290617765,4.181480823485709,5.138423798948739
B2Co0.03Mg0.97,conventional_AlB2,36.2,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Co0.03Mg0.97,conventional_AlB2,36.2,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269331709916639,5.102884623932617,5.503925174940459
B2Co0.03Mg0.97,conventional_AlB2,36.2,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.995570200729643,4.715934185695081,5.319420712307737
B2Co0.03Mg0.97,conventional_AlB2,36.2,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.938096041911602,4.647673943391784,5.27577129449663
B2Co0.03Mg0.97,conventional_AlB2,36.2,15.5,27.874,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.645271065420176,4.192711238084668,5.1687482846924855
B2Co0.03Mg0.97,conventional_AlB2,36.2,15.5,27.874,1.0,0.06451612903225806,H_below_validated_reduced_field,4.590035491253964,4.112675278205826,5.126756614363912
B2Co0.1Mg0.9,conventional_AlB2,34.5,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Co0.1Mg0.9,conventional_AlB2,34.5,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.269431390263902,5.101108685649522,5.504780351850702
B2Co0.1Mg0.9,conventional_AlB2,34.5,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.97383673680358,4.685670106168464,5.3049181410396695
B2Co0.1Mg0.9,conventional_AlB2,34.5,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.915607840467109,4.608221808514638,5.260796101312364
B2Co0.1Mg0.9,conventional_AlB2,34.5,15.5,26.565,0.1,0.0064516129032258064,H_below_validated_reduced_field,4.660972084089752,4.156402264256879,5.184884542480722
B2Co0.1Mg0.9,conventional_AlB2,34.5,15.5,26.565,1.0,0.06451612903225806,H_below_validated_reduced_field,4.604181407657157,4.078730324548579,5.133641664368415
B2Cr0.01Mg0.99,conventional_AlB2,36.7,15.5,4.2,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.324105348641889,5.171003190830169,5.559330705252185
B2Cr0.01Mg0.99,conventional_AlB2,36.7,15.5,4.2,1.0,0.06451612903225806,H_below_validated_reduced_field,5.270967928035513,5.104644875708542,5.508722502399244
B2Cr0.01Mg0.99,conventional_AlB2,36.7,15.5,20.0,0.1,0.0064516129032258064,H_below_validated_reduced_field,5.009059454988169,4.731051149681318,5.318205345055199
B2Cr0.01Mg0.99,conventional_AlB2,36.7,15.5,20.0,1.0,0.06451612903225806,H_below_validated_reduced_field,4.948860208474031,4.655433752526956,5.272935039861793
