cohort,arxiv_id,compound_formula,sample_form,sample_identifier,Tc_K_anchor,Hc2_T_used,Hc2_T_default,Hc2_source,n_pts,n_distinct,H_axis_range_normalized,fixed_axis,fixed_axis_value,beta,SE_beta,log_Jc_partial,SE_log_Jc_partial,rms,ok,physicality
B,elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,SmFeAsO0.8F0.2_10K,55.0,86.0,86.0,Tier_3_literature_default,29,29,0.5291231064646897,T,10.0,0.8191005304313276,0.20609729909643476,4.658014049652712,0.03330302563296997,0.10845989817031028,True,ok
B,elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,SmFeAsO0.8F0.2_15K,55.0,86.0,86.0,Tier_3_literature_default,29,29,0.5312566673778535,T,15.0,0.999460911643853,0.17016751376242267,4.450568421116514,0.027504732325606202,0.08963781021396518,True,ok
B,elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,SmFeAsO0.8F0.2_20K,55.0,86.0,86.0,Tier_3_literature_default,29,29,0.5312566673778538,T,20.0,1.7462413910278183,0.1695791806808605,4.332029182685061,0.02738671924964899,0.08919412609915285,True,ok
B,elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,SmFeAsO0.8F0.2_25K,55.0,86.0,86.0,Tier_3_literature_default,29,29,0.5301898869212717,T,25.0,3.1425585895130292,0.1725549037951167,4.222227291620287,0.027876978162332634,0.0908233616363736,True,ok
B,elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,SmFeAsO0.8F0.2_2K,55.0,86.0,86.0,Tier_3_literature_default,29,29,0.5323234478344357,T,2.0,1.2521889516000941,0.1293747409022235,5.413374506738484,0.020899082666921694,0.0680400899073568,True,ok
B,elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,SmFeAsO0.8F0.2_30K,55.0,86.0,86.0,Tier_3_literature_default,28,28,0.5067207168764668,T,30.0,5.696707967132056,0.23406253400268298,4.051732902565627,0.03554691825003263,0.11341486559929641,True,ok
B,elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,SmFeAsO0.8F0.2_35K,55.0,86.0,86.0,Tier_3_literature_default,22,22,0.3499039897589075,T,35.0,12.144929377779079,0.6946298873143557,3.8299046403537242,0.06254225420026313,0.1786636438317262,True,ok
B,elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,SmFeAsO0.8F0.2_40K,55.0,86.0,86.0,Tier_3_literature_default,10,10,0.1120119479411137,T,40.0,29.999999999998796,5.281986668618241,2.827679518860647,0.15764634473759187,0.2489574460983064,True,H_axis_applicability_bound
B,elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,SmFeAsO0.8F0.2_5K,55.0,86.0,86.0,Tier_3_literature_default,29,29,0.5301898869212717,T,5.0,1.2260348664879732,0.18619449895551562,5.087102319792649,0.030140993013489426,0.09812112705944807,True,ok
B,elsevier_10.1016_j.physc.2009.11.051,Ba(Fe0.93Co0.07)2As2,single_crystal,irradiated,22.0,2.5,50.0,Tier_1_direct_match_at_2.0K_term_Hc2,3,3,0.72,T,2.0,0.06510949624649427,0.015483275662906918,5.998092638750618,0.006563443748062643,0.004322252014432849,True,ok
B,elsevier_10.1016_j.physc.2009.11.051,Ba(Fe0.93Co0.07)2As2,single_crystal,irradiated,22.0,4.5,50.0,Tier_1_direct_match_at_10.0K_term_Hc2,3,3,0.4,T,10.0,0.09288182207646527,0.012215644807566619,5.9038932528844725,0.0019629644336117587,0.0011858861647556001,True,ok
B,elsevier_10.1016_j.physc.2009.11.051,Ba(Fe0.93Co0.07)2As2,single_crystal,irradiated,22.0,5.0,50.0,Tier_1_direct_match_at_15.0K_term_Hc2,3,3,0.36,T,15.0,0.14455988733446082,0.01724806156206109,5.7794699567730055,0.002417247581291063,0.0014492975247043336,True,ok
B,elsevier_10.1016_j.physc.2009.11.051,Ba(Fe0.93Co0.07)2As2,single_crystal,irradiated,22.0,5.5,50.0,Tier_1_direct_match_at_20.0K_term_Hc2,4,4,0.8727272727272727,T,20.0,0.043698835977242036,0.01737510195301554,5.68625464551385,0.009238605963962346,0.010141499945573897,True,ok
B,elsevier_10.1016_j.physc.2009.11.051,Ba(Fe0.93Co0.07)2As2,single_crystal,unirradiated,22.0,2.5,50.0,Tier_1_direct_match_at_2.0K_term_Hc2,3,3,0.72,T,2.0,0.11298475525979099,0.025549636277320664,5.7752046164108775,0.010830627835300848,0.007132338918943572,True,ok
B,elsevier_10.1016_j.physc.2009.11.051,Ba(Fe0.93Co0.07)2As2,single_crystal,unirradiated,22.0,4.5,50.0,Tier_1_direct_match_at_10.0K_term_Hc2,3,3,0.4,T,10.0,0.12497650649775612,0.01611215711181194,5.478229462587759,0.002589105352806331,0.0015641568254694958,True,ok
B,elsevier_10.1016_j.physc.2009.11.051,Ba(Fe0.93Co0.07)2As2,single_crystal,unirradiated,22.0,5.0,50.0,Tier_1_direct_match_at_15.0K_term_Hc2,3,3,0.36,T,15.0,0.2209102241089527,0.02518369057828426,5.303129879089673,0.0035293938596897127,0.0021161009497840727,True,ok
B,elsevier_10.1016_j.physc.2009.11.051,Ba(Fe0.93Co0.07)2As2,single_crystal,unirradiated,22.0,5.5,50.0,Tier_1_direct_match_at_20.0K_term_Hc2,4,4,0.8727272727272727,T,20.0,0.07685489936221974,0.029611031534986815,5.154600124302224,0.0157446358172723,0.01728336763217306,True,ok
B,elsevier_10.1016_j.physc.2010.03.003,FeTe0.61Se0.39,single_crystal,FeTe0.61Se0.39,14.0,53.3,47.0,Tier_1_extrapolated_to_low_T_anchor_10.0K,5,5,0.928705440900563,T,2.0,1.3232949582810973,0.501580977786515,5.94292167222609,0.2799719763118083,0.38806835531198874,True,ok
B,elsevier_10.1016_j.physc.2010.03.003,FeTe0.61Se0.39,single_crystal,FeTe0.61Se0.39,14.0,53.3,47.0,Tier_1_extrapolated_to_low_T_anchor_10.0K,5,5,0.928705440900563,T,5.0,1.3232950861481432,0.501581073192062,5.69292159839486,0.2799720305329245,0.3880684357100242,True,ok
B,elsevier_10.1016_j.physc.2010.03.003,FeTe0.61Se0.39,single_crystal,FeTe0.61Se0.39,14.0,53.3,47.0,Tier_1_extrapolated_to_low_T_anchor_10.0K,5,5,0.928705440900563,T,7.5,1.2936506892553439,0.4782742191551667,5.612999064359406,0.2669626287198137,0.37003613800908425,True,ok
B,elsevier_10.1016_j.physc.2010.03.003,FeTe0.61Se0.39,single_crystal,FeTe0.61Se0.39,14.0,53.3,47.0,Tier_1_direct_match_at_10.0K_term_Hc2,5,5,0.928705440900563,T,10.0,1.306724183385342,0.48308036178453484,5.5273754312763135,0.26964531948640436,0.3737546028685816,True,ok
B,elsevier_10.1016_j.physc.2010.03.003,FeTe0.61Se0.39,single_crystal,FeTe0.61Se0.39,14.0,54.0,47.0,Tier_1_direct_match_at_12.3K_term_Hc2,5,5,0.9166666666666666,T,12.5,1.428727867198564,0.5287673841229227,4.453735028219738,0.27701789837028423,0.3816015807871805,True,ok
B,elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,FeTe0.59Se0.41,14.0,3.5,47.0,Tier_1_direct_match_at_2.0K_term_ambiguous_label,3,3,0.5714285714285714,T,2.0,0.10656004234491294,0.018040140681657605,5.997689338390197,0.004123797623864289,0.0027291551756060965,True,ok
B,elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,FeTe0.59Se0.41,14.0,3.8,47.0,Tier_1_direct_match_at_3.0K_term_ambiguous_label,3,3,0.5263157894736842,T,3.0,0.22161931958448802,0.034661952270835274,5.996159972950191,0.007015571303216382,0.004617505507837212,True,ok
B,elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,FeTe0.59Se0.41,14.0,4.0,47.0,Tier_1_direct_match_at_4.0K_term_ambiguous_label,3,3,0.5,T,4.0,0.2783270081945176,0.018973176798196018,5.998071067941103,0.0035702648137670126,0.002342902369488771,True,ok
B,elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,FeTe0.59Se0.41,14.0,4.5,47.0,Tier_1_direct_match_at_5.0K_term_ambiguous_label,3,3,0.4444444444444444,T,5.0,0.4165441794889079,0.04372755978900758,5.996310833735499,0.0070089956075364565,0.004572962831396307,True,ok
B,elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,FeTe0.59Se0.41,14.0,5.0,47.0,Tier_1_direct_match_at_6.0K_term_ambiguous_label,3,3,0.4,T,6.0,0.5817353273354465,0.03192418841403563,5.957696909341225,0.004462098887309971,0.00289903527410646,True,ok
B,elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,FeTe0.59Se0.41,14.0,6.5,47.0,Tier_1_direct_match_at_7.0K_term_ambiguous_label,4,4,0.7692307692307693,T,7.0,0.4501930907545112,0.08603346083197662,5.8771469822698865,0.02841418210507991,0.03026422586242155,True,ok
B,elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,FeTe0.59Se0.41,14.0,8.5,47.0,Tier_1_direct_match_at_8.0K_term_ambiguous_label,4,4,0.5882352941176471,T,8.0,0.9074067681632634,0.11904388636438029,5.83534850039085,0.02417965735125468,0.02492542238134603,True,ok
B,elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,FeTe0.59Se0.41,14.0,12.5,47.0,Tier_1_direct_match_at_9.0K_term_ambiguous_label,5,5,0.8,T,9.0,1.4014396357806882,0.1734885568417608,5.72100966531548,0.0572680894016296,0.07737344647587222,True,ok
B,elsevier_10.1016_j.physc.2011.02.004,PrFeAsO0.6F0.12,unknown,PrFeAsO0.6F0.12_10K,51.0,120.0,120.0,Tier_3_literature_default,62,62,0.11858468734399114,T,10.0,3.4941166221885536,1.5170545306318861,5.559747407660164,0.02870928945185924,0.16330221997919225,True,H_axis_applicability_bound
B,elsevier_10.1016_j.physc.2011.02.004,PrFeAsO0.6F0.12,unknown,PrFeAsO0.6F0.12_15K,51.0,120.0,120.0,Tier_3_literature_default,55,55,0.1168584249204233,T,15.0,2.987362068397874,1.2495233021974022,5.257696644494322,0.02765086955944977,0.14945187540999383,True,H_axis_applicability_bound
B,elsevier_10.1016_j.physc.2011.02.004,PrFeAsO0.6F0.12,unknown,PrFeAsO0.6F0.12_20K,51.0,120.0,120.0,Tier_3_literature_default,56,56,0.11649694066050723,T,20.0,5.214983746286421,1.0208927572629685,4.9855973769933355,0.023683585339087012,0.12450695489481718,True,H_axis_applicability_bound
B,elsevier_10.1016_j.physc.2011.02.004,PrFeAsO0.6F0.12,unknown,PrFeAsO0.6F0.12_25K,51.0,120.0,120.0,Tier_3_literature_default,65,65,0.11617038832423221,T,25.0,10.82274535129908,1.170932623478392,4.764172236324962,0.02828286167342185,0.15728342826397718,True,H_axis_applicability_bound
B,elsevier_10.1016_j.physc.2011.02.004,PrFeAsO0.6F0.12,unknown,PrFeAsO0.6F0.12_30K,51.0,120.0,120.0,Tier_3_literature_default,69,68,0.06621925802153229,T,30.0,29.73582153082763,2.1874339198382255,4.541397042531338,0.029867827272339467,0.16655845614276849,True,H_axis_applicability_bound
B,elsevier_10.1016_j.physc.2011.02.004,PrFeAsO0.6F0.12,unknown,PrFeAsO0.6F0.12_7K,51.0,120.0,120.0,Tier_3_literature_default,49,49,0.12167685578058868,T,7.0,7.239248124482278,1.705309791308358,5.859971504180952,0.03430703242436841,0.1783478844096092,True,H_axis_applicability_bound
B,elsevier_10.1016_j.physc.2013.04.060,MgB(2-x)Cx_x_0_0386,wire,MgB(2-x)Cx_x_0_0386_4_2K,39.0,10.5,15.5,Tier_1_direct_match_at_4.2K_term_H_irr_Birr,7,7,0.5720645520311632,T,4.2,2.3539997068128033,0.16807077481655422,5.563546710518575,0.060368194859698236,0.06582464409838311,True,ok
B,elsevier_10.1016_j.physc.2013.04.060,MgB(2-x)Cx_x_0_1202,wire,MgB(2-x)Cx_x_0_1202_4_2K,39.0,10.5,15.5,Tier_1_direct_match_at_4.2K_term_H_irr_Birr,7,7,0.5709515859766279,T,4.2,1.4750829895482016,0.12114198285900639,5.408100546423671,0.043555853079695867,0.04748650503142332,True,ok
B,elsevier_10.1016_j.physc.2013.04.060,MgB2,wire,MgB2_4_2K,39.0,10.5,15.5,Tier_1_direct_match_at_4.2K_term_H_irr_Birr,5,5,0.3817473567056206,T,4.2,3.7999293071337386,0.2469651348649325,5.6148702752653215,0.10310821923616736,0.06281408321333998,True,ok
B,elsevier_10.1016_j.physc.2013.04.060,MgB2,wire,Undoped_MgB2_10K,39.0,11.9,15.5,Tier_1_direct_match_at_10.0K_term_Birr,7,7,0.5047600435523046,T,10.0,4.779311736113043,0.1428091414130274,5.783351519028241,0.05244095117955881,0.05127688818854016,True,ok
B,elsevier_10.1016_j.physc.2013.04.060,MgB2_Ag_doped,wire,Ag_Doped_MgB2_10K,39.0,11.9,15.5,Tier_1_direct_match_at_10.0K_term_Birr,9,9,0.6745023590831682,T,10.0,2.0905650082158456,0.1510446510524187,5.29332971608345,0.08499477122279354,0.12259237185649294,True,ok
B,elsevier_10.1016_j.physc.2013.04.060,MgB2_SiC_doped,wire,SiC_Doped_MgB2_10K,39.0,11.9,15.5,Tier_1_direct_match_at_10.0K_term_Birr,10,10,0.757140065328457,T,10.0,1.5623445821380608,0.09608806179787648,5.288565496827169,0.051415811902078674,0.08541436681601378,True,ok
B,elsevier_10.1016_j.physc.2013.04.060,MgB2_TiC_doped,wire,TiC_Doped_MgB2_10K,39.0,11.9,15.5,Tier_1_direct_match_at_10.0K_term_Birr,8,8,0.5449621709148778,T,10.0,3.938175873961849,0.2767956253725114,5.689373527422514,0.12342744245911941,0.14269916087316287,True,ok
B,elsevier_10.1016_j.physc.2013.04.060,MgB2_ZrB2_doped,wire,ZrB2_Doped_MgB2_10K,39.0,11.9,15.5,Tier_1_direct_match_at_10.0K_term_Birr,11,11,0.8397777715737459,T,10.0,2.558076334123752,0.1700782272269349,5.309614205834884,0.08692802895923893,0.16352750981279157,True,ok
B,elsevier_10.1016_j.physc.2014.03.020,BaFe2As2,wire,wire,20.0,60.0,60.0,Tier_3_literature_default,11,11,0.165,T,4.2,29.706433921789138,2.681341126299635,4.422609482796779,0.12314708938051265,0.20051174897943463,True,H_axis_applicability_bound
B,elsevier_10.1016_j.physc.2016.05.023,FeSe1-xSx,single_crystal,FeSe,9.0,30.0,30.0,Tier_3_literature_default,6,6,0.043333333333333335,T,2.0,14.677107918232325,0.39223682681203964,4.813642426883829,0.004987751798248906,0.004948748387179671,True,H_axis_applicability_bound
B,elsevier_10.1016_j.physc.2016.05.023,FeSe1-xSx,single_crystal,FeSe,9.0,30.0,30.0,Tier_3_literature_default,6,6,0.043333333333333335,T,3.0,16.61759515470278,0.6488113482711244,4.723456102615906,0.008250397565721235,0.00818588033778976,True,H_axis_applicability_bound
B,elsevier_10.1016_j.physc.2016.05.023,FeSe1-xSx,single_crystal,FeSe,9.0,30.0,30.0,Tier_3_literature_default,6,6,0.043333333333333335,T,5.0,16.030890200883423,1.7393596473952906,4.503897199591346,0.02211800092550696,0.021945040627859992,True,H_axis_applicability_bound
B,elsevier_10.1016_j.physc.2016.05.023,FeSe1-xSx,single_crystal,FeSe,9.0,30.0,30.0,Tier_3_literature_default,6,6,0.043333333333333335,T,6.0,15.224770729626465,0.830537383156467,4.370637526903923,0.010561258687407862,0.010478673586924203,True,H_axis_applicability_bound
B,elsevier_10.1016_j.physc.2016.05.023,FeSe1-xSx,single_crystal,FeSe,9.0,30.0,30.0,Tier_3_literature_default,6,6,0.043333333333333335,T,7.0,16.462838907362123,1.9922266558225914,4.28825832624078,0.02533350117854226,0.025135398464642522,True,H_axis_applicability_bound
B,elsevier_10.1016_j.physc.2016.05.023,FeSe1-xSx,single_crystal,FeSe0.86S0.14,9.0,30.0,30.0,Tier_3_literature_default,6,6,0.043333333333333335,T,2.0,9.814859145491932,0.6134534528839096,4.898663813001498,0.007800780638341729,0.0077397801672712445,True,H_axis_applicability_bound
B,elsevier_10.1016_j.physc.2016.05.023,FeSe1-xSx,single_crystal,FeSe0.86S0.14,9.0,30.0,30.0,Tier_3_literature_default,6,6,0.043333333333333335,T,3.0,14.086712565635926,0.9943682934487653,4.774831681825336,0.012644559639193191,0.01254568305500156,True,H_axis_applicability_bound
B,elsevier_10.1016_j.physc.2016.05.023,FeSe1-xSx,single_crystal,FeSe0.86S0.14,9.0,30.0,30.0,Tier_3_literature_default,6,6,0.043333333333333335,T,5.0,13.950018058866451,1.1004545540706665,4.570974019741077,0.013993571750630653,0.013884144163807278,True,H_axis_applicability_bound
B,elsevier_10.1016_j.physc.2016.05.023,FeSe1-xSx,single_crystal,FeSe0.86S0.14,9.0,30.0,30.0,Tier_3_literature_default,6,6,0.043333333333333335,T,6.0,15.218838511494045,1.4366621191071094,4.4618318182502295,0.01826884509330123,0.018125986119287448,True,H_axis_applicability_bound
B,elsevier_10.1016_j.physc.2016.05.023,FeSe1-xSx,single_crystal,FeSe0.86S0.14,9.0,30.0,30.0,Tier_3_literature_default,6,6,0.043333333333333335,T,7.0,14.893754266756217,2.011613387638887,4.339162173533898,0.025580026783001242,0.025380000146737344,True,H_axis_applicability_bound
B,iop_10.1088_0953-2048_29_3_035013,FeSe0.5Te0.5,thin_film,FTS_10K,14.0,47.0,47.0,Tier_3_literature_default,14,14,0.19143468202029149,T,10.0,2.764982749288409,0.12106676507106709,6.070744124420224,0.005491077336646864,0.013025766840219066,True,H_axis_applicability_bound
B,iop_10.1088_0953-2048_29_3_035013,FeSe0.5Te0.5,thin_film,FTS_12K,14.0,47.0,47.0,Tier_3_literature_default,14,14,0.1920651722292187,T,12.0,3.5304982953421797,0.09104848483246361,5.9569540897188515,0.004136387540066035,0.009816492382985357,True,H_axis_applicability_bound
B,iop_10.1088_0953-2048_29_3_035013,FeSe0.5Te0.5,thin_film,FTS_15K,14.0,47.0,47.0,Tier_3_literature_default,13,13,0.19010674688998452,T,15.0,9.621300601290677,0.390064057506757,5.672196428561456,0.018357733646826618,0.039976274054277124,True,H_axis_applicability_bound
B,iop_10.1088_0953-2048_29_3_035013,FeSe0.5Te0.5,thin_film,FTS_17K,14.0,47.0,47.0,Tier_3_literature_default,12,12,0.1485849059528071,T,17.0,29.999999999996277,4.665905381892923,5.144538536825544,0.15758183670124853,0.3491321869773663,True,H_axis_applicability_bound
B,iop_10.1088_0953-2048_29_3_035013,FeSe0.5Te0.5,thin_film,FTS_4.2K,14.0,47.0,47.0,Tier_3_literature_default,14,14,0.1914396416286213,T,4.2,2.2989479187160367,0.14368965684121013,6.1887832297712135,0.006527472127623842,0.015432485699900123,True,H_axis_applicability_bound
B,iop_10.1088_0953-2048_29_3_035013,FeSe0.5Te0.5,thin_film,FTS_6K,14.0,47.0,47.0,Tier_3_literature_default,13,13,0.18857732767127922,T,6.0,2.2014097843316915,0.12947386585651102,6.153118414015574,0.006107104650194056,0.013204285968624066,True,H_axis_applicability_bound
B,iop_10.1088_0953-2048_29_3_035013,FeSe0.5Te0.5,thin_film,FTS_8K,14.0,47.0,47.0,Tier_3_literature_default,14,14,0.19143654187341516,T,8.0,2.6601224292817958,0.12651263139978614,6.152001424133521,0.005742368808950083,0.013621292544858683,True,H_axis_applicability_bound
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=0%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.48913043478260876,T,5.0,1.3956391988452888,0.18259695052931307,5.973137026665985,0.03505666425084477,0.04049154018583985,True,ok
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=0%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.48913043478260876,T,7.0,1.7131576903110215,0.19579791483123124,5.93108574852633,0.03759110587863651,0.043418901183326274,True,ok
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=0%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.48913043478260876,T,10.0,2.1483043416192205,0.1702152695469424,5.8653380768875785,0.03267951437742456,0.03774585616946423,True,ok
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=1%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.48913043478260876,T,5.0,1.1941177948246067,0.15129162081746636,6.150763417182104,0.029046373374335053,0.033549466122818734,True,ok
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=1%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.48913043478260876,T,7.0,1.3458894354729332,0.15934369573820806,6.1216133137565425,0.03059228895301227,0.03533504430938184,True,ok
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=1%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.48913043478260876,T,10.0,1.5458359149464524,0.16636831607996205,6.091657503238059,0.031940937367579934,0.03689277808681259,True,ok
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=2%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.48913043478260876,T,5.0,1.443937725865531,0.23420044218980093,6.238258338978655,0.04496398273654967,0.051934799292384703,True,ok
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=2%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.48913043478260876,T,7.0,1.605175620502339,0.25236468549225866,6.215186020846853,0.04845132267666814,0.05596278738011118,True,ok
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=2%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.48913043478260876,T,10.0,1.4819079853330066,0.11274609006291811,6.201664234751606,0.0216460454061274,0.02500185507612436,True,ok
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=3%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.48913043478260876,T,5.0,1.7890891969235347,0.26404543745634645,6.316710732317151,0.05069390464692598,0.058553037888625425,True,ok
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=3%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.48913043478260876,T,7.0,1.6005673710692065,0.13576146702645253,6.299517038049047,0.02606475021695176,0.03010559739353081,True,ok
B,springer_10.1007_s10854-026-16566-9,FeTe0.5Se0.5,single_crystal,"Fe(1-x)(MWCNT)xTe0.5Se0.5, x=3%",14.0,9.2,47.0,Tier_1_extrapolated_to_low_T_anchor_11.0K,6,6,0.48913043478260876,T,10.0,1.85731319641739,0.16704576232423546,6.283713168317346,0.032071004083003264,0.03704300735646232,True,ok
B,springer_10.1038_s41467-025-55880-4,Bi2.1Sr1.9CaCu2O8,thin_film,s1,85.0,100.0,100.0,Tier_3_literature_default,6,6,0.0024,T,53.0,29.999830987909267,37.59982632164886,5.446226066419719,0.024754146171548776,0.027141737651004597,True,H_axis_applicability_bound
B,springer_10.1038_s41467-025-55880-4,Bi2.1Sr1.9CaCu2O8,thin_film,s1,85.0,100.0,100.0,Tier_3_literature_default,6,6,0.0024,T,30.0,29.99989419886276,40.140563531009164,5.49899533744036,0.026426888553761903,0.028975829701204322,True,H_axis_applicability_bound
B,springer_10.1038_s41467-025-55880-4,Bi2.1Sr1.9CaCu2O8,thin_film,s1,85.0,100.0,100.0,Tier_3_literature_default,6,6,0.0024,T,75.5,29.999983214964438,56.38398066022652,5.384520573226798,0.03712085429467408,0.04070117863215569,True,H_axis_applicability_bound
B,springer_10.1038_s41467-025-55880-4,Bi2.1Sr1.9CaCu2O8,thin_film,s2,85.0,100.0,100.0,Tier_3_literature_default,6,6,0.0024,T,53.0,29.99999999749165,34.19752703886894,5.425874830197777,0.02251421251825646,0.024685728744216644,True,H_axis_applicability_bound
B,springer_10.1038_s41467-025-55880-4,Bi2.1Sr1.9CaCu2O8,thin_film,s2,85.0,100.0,100.0,Tier_3_literature_default,6,6,0.0024,T,30.0,29.999876579770117,39.82982425137583,5.485771052430404,0.026222283394405535,0.02875146143132942,True,H_axis_applicability_bound
B,springer_10.1038_s41467-025-55880-4,Bi2.1Sr1.9CaCu2O8,thin_film,s2,85.0,100.0,100.0,Tier_3_literature_default,6,6,0.0024,T,75.5,29.99998556086075,57.92479054835205,5.375046087290285,0.03813523735066702,0.04181340948024603,True,H_axis_applicability_bound
B,springer_10.1038_s41598-022-24044-5,FeSe0.5Te0.5,wire,FST_10K,14.0,18.0,47.0,Tier_1_extrapolated_to_low_T_anchor_14.0K,34,34,0.9445885260935495,T,10.0,,,,,,False,beta_extreme
B,springer_10.1038_s41598-022-24044-5,FeSe0.5Te0.5,wire,FST_12K,14.0,18.0,47.0,Tier_1_extrapolated_to_low_T_anchor_14.0K,29,29,0.6098506783354024,T,12.0,,,,,,False,beta_extreme
B,springer_10.1038_s41598-022-24044-5,FeSe0.5Te0.5,wire,FST_4K,14.0,18.0,47.0,Tier_1_extrapolated_to_low_T_anchor_14.0K,32,32,0.9412852884249232,T,4.0,,,,,,False,beta_extreme
B,springer_10.1038_s41598-022-24044-5,FeSe0.5Te0.5,wire,FST_6K,14.0,18.0,47.0,Tier_1_extrapolated_to_low_T_anchor_14.0K,33,33,0.9437458174386611,T,6.0,,,,,,False,beta_extreme
B,springer_10.1038_s41598-022-24044-5,FeSe0.5Te0.5,wire,FST_8K,14.0,18.0,47.0,Tier_1_extrapolated_to_low_T_anchor_14.0K,33,33,0.9448972188361157,T,8.0,,,,,,False,beta_extreme
B,springer_10.1038_s41598-025-95932-9,Bi2Sr2CaCu2O8,thin_film,Sample A,85.0,100.0,100.0,Tier_3_literature_default,10,10,0.009000000000000001,T,45.0,29.99999999986339,24.931905746862512,6.376672548798872,0.06745012286936658,0.08845240599132109,True,H_axis_applicability_bound
B,springer_10.1038_s41598-025-95932-9,Bi2Sr2CaCu2O8,thin_film,Sample A,85.0,100.0,100.0,Tier_3_literature_default,10,10,0.009000000000000001,T,50.0,29.999999999992404,31.83305685829111,6.302723039814964,0.08612031986562678,0.11293598698776806,True,H_axis_applicability_bound
B,springer_10.1038_s41598-025-95932-9,Bi2Sr2CaCu2O8,thin_film,Sample A,85.0,100.0,100.0,Tier_3_literature_default,10,10,0.009000000000000001,T,55.0,29.999994840934697,42.54640769440974,6.210871396761171,0.1151039238668407,0.15094435786838256,True,H_axis_applicability_bound
B,springer_10.1038_s41598-025-95932-9,Bi2Sr2CaCu2O8,thin_film,Sample A,85.0,100.0,100.0,Tier_3_literature_default,10,10,0.009000000000000001,T,60.0,29.999999384637853,62.705987773995766,6.085738807367086,0.16964312002523274,0.2224656048087871,True,H_axis_applicability_bound
