arxiv_id,compound_formula,sample_form,synthesis_method,doping_or_composition,tc_K,hc2_T,temperature_K,field_T,Jc_A_per_cm2,figure_id,notes,primary_scan_direction,fixed_axis_value,repair,printed_axis
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_35K,55.0,86.0,35.0,0.4036697247706423,3292.083801634932,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_35K; scan_direction=H,H,35.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_40K,55.0,86.0,40.0,0.5045871559633026,58.93627665741028,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_40K; scan_direction=H,H,40.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_2K,55.0,86.0,2.0,0.5963302752293578,234090.80731534897,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_2K; scan_direction=H,H,2.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_5K,55.0,86.0,5.0,0.6055045871559633,110474.29309747684,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_5K; scan_direction=H,H,5.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_10K,55.0,86.0,10.0,0.9999999999999999,33945.485927260204,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_10K; scan_direction=H,H,10.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_15K,55.0,86.0,15.0,0.5963302752293578,22702.47527243756,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_15K; scan_direction=H,H,15.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_20K,55.0,86.0,20.0,0.5963302752293578,16902.595990160848,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_20K; scan_direction=H,H,20.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_25K,55.0,86.0,25.0,0.5963302752293578,11927.216471490134,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_25K; scan_direction=H,H,25.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_30K,55.0,86.0,30.0,0.5963302752293578,6791.203672171308,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_30K; scan_direction=H,H,30.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_35K,55.0,86.0,35.0,0.49541284403669705,2586.1016458780737,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_35K; scan_direction=H,H,35.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_40K,55.0,86.0,40.0,0.5963302752293578,31.80503224875339,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_40K; scan_direction=H,H,40.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_2K,55.0,86.0,2.0,0.6972477064220185,221865.5385153497,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_2K; scan_direction=H,H,2.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_5K,55.0,86.0,5.0,0.7064220183486237,104704.83147659757,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_5K; scan_direction=H,H,5.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_10K,55.0,86.0,10.0,1.2018348623853212,31321.33511808029,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_10K; scan_direction=H,H,10.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_15K,55.0,86.0,15.0,0.7064220183486237,22702.47527243756,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_15K; scan_direction=H,H,15.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_20K,55.0,86.0,20.0,0.6972477064220185,16019.866840018964,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_20K; scan_direction=H,H,20.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_25K,55.0,86.0,25.0,0.6972477064220185,10713.961543593856,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_25K; scan_direction=H,H,25.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_30K,55.0,86.0,30.0,0.6972477064220185,5938.961125399364,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_30K; scan_direction=H,H,30.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_35K,55.0,86.0,35.0,0.5963302752293578,2031.516244966759,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_35K; scan_direction=H,H,35.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_40K,55.0,86.0,40.0,0.6880733944954129,37.35763441294288,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_40K; scan_direction=H,H,40.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_2K,55.0,86.0,2.0,0.7889908256880732,221865.5385153497,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_2K; scan_direction=H,H,2.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_5K,55.0,86.0,5.0,0.8073394495412844,99236.67694229475,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_5K; scan_direction=H,H,5.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_10K,55.0,86.0,10.0,1.3853211009174318,32172.700849680023,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_10K; scan_direction=H,H,10.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_15K,55.0,86.0,15.0,0.7981651376146788,20947.46375237228,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_15K; scan_direction=H,H,15.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_20K,55.0,86.0,20.0,0.7981651376146788,15183.237753616624,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_20K; scan_direction=H,H,20.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_25K,55.0,86.0,25.0,0.7889908256880732,10713.961543593856,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_25K; scan_direction=H,H,25.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_30K,55.0,86.0,30.0,0.7889908256880732,5781.802172313879,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_30K; scan_direction=H,H,30.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_35K,55.0,86.0,35.0,0.6972477064220185,1824.8672668754496,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_35K; scan_direction=H,H,35.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_40K,55.0,86.0,40.0,0.8899082568807339,30.9633958976267,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_40K; scan_direction=H,H,40.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_2K,55.0,86.0,2.0,0.8990825688073392,204714.25561217364,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_2K; scan_direction=H,H,2.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_5K,55.0,86.0,5.0,0.8899082568807339,91565.20019111564,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_5K; scan_direction=H,H,5.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_10K,55.0,86.0,10.0,2.0,29685.594930822277,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_10K; scan_direction=H,H,10.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_15K,55.0,86.0,15.0,0.8899082568807339,21516.85048941479,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_15K; scan_direction=H,H,15.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_20K,55.0,86.0,20.0,0.8899082568807339,15183.237753616624,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_20K; scan_direction=H,H,20.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_25K,55.0,86.0,25.0,0.8899082568807339,10154.430559505094,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_25K; scan_direction=H,H,25.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_30K,55.0,86.0,30.0,0.8899082568807339,5056.231559779313,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_30K; scan_direction=H,H,30.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_35K,55.0,86.0,35.0,0.7889908256880732,1553.6305546306137,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_35K; scan_direction=H,H,35.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_40K,55.0,86.0,40.0,0.9999999999999999,23.05307086828487,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_40K; scan_direction=H,H,40.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_2K,55.0,86.0,2.0,1.0183486238532111,199297.0323951217,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_2K; scan_direction=H,H,2.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_5K,55.0,86.0,5.0,0.9999999999999999,86783.2559622927,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_5K; scan_direction=H,H,5.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_10K,55.0,86.0,10.0,2.201834862385321,29685.594930822277,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_10K; scan_direction=H,H,10.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_15K,55.0,86.0,15.0,0.9999999999999999,19853.49351924813,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_15K; scan_direction=H,H,15.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_20K,55.0,86.0,20.0,1.0091743119266054,14781.453384360286,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_20K; scan_direction=H,H,20.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_25K,55.0,86.0,25.0,1.0091743119266054,9624.1207855991,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_25K; scan_direction=H,H,25.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_30K,55.0,86.0,30.0,1.0091743119266054,5193.66830265126,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_30K; scan_direction=H,H,30.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_35K,55.0,86.0,35.0,0.8899082568807339,1220.4569435387173,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_35K; scan_direction=H,H,35.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_2K,55.0,86.0,2.0,1.2110091743119265,179024.22966311252,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_2K; scan_direction=H,H,2.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_5K,55.0,86.0,5.0,1.2110091743119265,84486.7658246397,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_5K; scan_direction=H,H,5.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_10K,55.0,86.0,10.0,2.7981651376146783,30492.49853665432,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_10K; scan_direction=H,H,10.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_15K,55.0,86.0,15.0,1.1926605504587153,19853.49351924813,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_15K; scan_direction=H,H,15.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_20K,55.0,86.0,20.0,1.2018348623853212,14009.49978673341,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_20K; scan_direction=H,H,20.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_25K,55.0,86.0,25.0,1.2018348623853212,8880.129540303828,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_25K; scan_direction=H,H,25.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,thin_film,unknown,SmFeAsO0.8F0.2_30K,55.0,86.0,30.0,1.2018348623853212,4079.894363248243,elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K,Wide-to-long converted from user digitization elsevier_10.1016_j.physc.2009.05.098_SmFeAsO_MO_SHPM_2-40K.csv; series_label=SmFeAsO0.8F0.2_30K; scan_direction=H,H,30.0,"H x 0.1, Jc x 1","H (kOe), 0 to 50"
