cells,records,sizes,median_within,global_sd,pooled_within,sd_reduction,var_reduction,sd_reduction_pooled,var_reduction_pooled
67,6057,"[382.  50.  28.  21.  23.   9.   8.   5.   7. 580. 215. 138. 124. 118.
 101.  82.  69.  70. 324. 129.  78.  49.  37.  31.  20.  20.  13. 406.
 109.  89.  38.  40.  21.   8.   5. 292.  91.  16.   5.   7.   6. 396.
 179.  87.  53.  41.  22.  22.  18.  21. 502.  94.  40.  19.  18.  10.
  12.   9.   6. 290.  56.  31.  30.  23.   7. 180.  27.]",0.8608475447600336,1.6007847299875466,1.3054028088225647,46.22340351992672,71.0807767101937,18.452320017275525,33.49975889435159
