pdf,n_chars,families,cap_field_vs_T,cap_jc_vs_H,both,unreadable
10.1016_S2452-302X(25)00261-X.pdf,160187,,0,0,0,0
10.1016_j.ssc.2010.06.001.pdf,5516,cuprate,0,0,0,0
10.1016_0921-4534(94)90287-9.pdf,3388,cuprate,0,0,0,0
10.1016_j.ceramint.2017.05.280.pdf,4950,iron_chalcogenide_11,0,0,0,0
10.1016_j.taap.2017.04.002.pdf,58079,,0,0,0,0
10.1016_j.supcon.2022.100007.pdf,37030,cuprate,0,0,0,0
10.1016_j.jallcom.2015.12.119.pdf,4447,iron_chalcogenide_11;iron_pnictide_122;iron_pnictide_1111,0,0,0,0
10.1016_j.physc.2023.1354410.pdf,4944,cuprate,0,0,0,0
10.1016_S0921-4534(99)00397-4.pdf,2816,,0,0,0,0
10.1016_j.ceramint.2025.02.401.pdf,5217,iron_chalcogenide_11,0,0,0,0
10.1016_S0921-4534(99)00351-2.pdf,3003,,0,0,0,0
10.1016_j.physb.2024.416704.pdf,4791,cuprate,0,0,0,0
10.1016_0921-4534(94)91647-0.pdf,3100,cuprate,0,0,0,0
10.1016_j.physc.2003.11.076.pdf,2648,cuprate,0,0,0,0
10.1016_0038-1098(85)90962-7.pdf,4171,,0,0,0,0
10.1016_S0735-1097(26)06140-1.pdf,853,,0,0,0,0
10.1016_j.mssp.2026.110407.pdf,5091,cuprate,0,0,0,0
10.1016_j.tsf.2010.03.129.pdf,12773,iron_pnictide_1111,0,0,0,0
10.1016_0011-2275(85)90005-0.pdf,4831,,0,0,0,0
10.1016_j.physc.2015.08.004.pdf,4960,cuprate,0,0,0,0
10.1016_j.physc.2024.1354568.pdf,5279,cuprate,0,0,0,0
10.1016_0921-4534(96)00011-1.pdf,3010,,0,0,0,0
10.1016_j.jpcs.2008.06.094.pdf,4859,cuprate,0,0,0,0
10.1016_j.ssc.2011.01.010.pdf,4874,iron_chalcogenide_11,0,0,0,0
10.1016_j.physc.2010.05.156.pdf,5167,,0,0,0,0
10.1016_0921-4534(94)90717-X.pdf,3013,cuprate,0,0,0,0
10.1016_0167-577X(94)90030-2.pdf,3017,,0,0,0,0
10.1016_j.ssc.2010.03.025.pdf,4608,iron_chalcogenide_11,0,0,0,0
10.1016_S0368-2048(96)90529-0.pdf,3248,,0,0,0,0
10.1016_j.jmmm.2012.04.057.pdf,4957,iron_chalcogenide_11,0,0,0,0
10.1016_0921-4534(92)90688-9.pdf,3520,,0,0,0,0
10.1016_j.physc.2009.11.002.pdf,5048,iron_chalcogenide_11,0,0,0,0
10.1016_j.ssc.2014.05.025.pdf,5145,iron_chalcogenide_11;iron_pnictide_122;iron_pnictide_1111,0,0,0,0
10.1016_j.physc.2014.06.013.pdf,4921,cuprate,0,0,0,0
10.1016_S0921-4534(01)00543-3.pdf,2956,cuprate,0,0,0,0
10.1016_j.physc.2007.03.095.pdf,3712,cuprate,0,0,0,0
10.1016_j.jmb.2004.05.012.pdf,3771,,0,0,0,0
10.1016_j.scriptamat.2019.09.010.pdf,5202,iron_chalcogenide_11,0,0,0,0
10.1016_j.physc.2026.1354834.pdf,4863,iron_pnictide_122;cuprate,0,0,0,0
10.1016_j.tsf.2022.139420.pdf,5220,,0,0,0,0
10.1016_0921-4534(92)90013-3.pdf,3604,,0,0,0,0
10.1016_j.physc.2012.04.041.pdf,5360,iron_chalcogenide_11;iron_pnictide_122;cuprate,0,0,0,0
10.1016_j.nimb.2011.02.077.pdf,5287,cuprate,0,0,0,0
10.1016_S0921-4534(99)00504-3.pdf,3067,cuprate,0,0,0,0
10.1016_0921-4534(91)91296-G.pdf,3984,,0,0,0,0
10.1016_S0921-4534(02)02139-1.pdf,2896,cuprate,0,0,0,0
10.1016_0921-4534(94)90046-9.pdf,3406,cuprate,0,0,0,0
10.1016_0167-4838(93)90295-3.pdf,4270,,0,0,0,0
10.1016_j.scib.2018.12.024.pdf,5089,iron_chalcogenide_11;iron_pnictide_1111,0,0,0,0
10.1016_j.physrep.2024.05.001.pdf,171373,iron_chalcogenide_11;cuprate,1,0,0,0
10.1016_j.physc.2009.08.001.pdf,4794,cuprate,0,0,0,0
10.1016_j.isci.2025.113260.pdf,149535,MgB2_class;cuprate,1,0,0,0
10.1016_j.physc.2003.11.066.pdf,2735,cuprate,0,0,0,0
10.1016_j.jssc.2013.05.005.pdf,4973,cuprate,0,0,0,0
10.1016_j.physc.2009.08.015.pdf,4873,cuprate,0,0,0,0
10.1016_j.supcon.2026.100254.pdf,62693,cuprate,0,0,0,0
10.1016_j.cryogenics.2022.103626.pdf,39207,cuprate,0,0,0,0
10.1016_S0921-4534(97)00104-4.pdf,2966,,0,0,0,0
10.1016_S0921-4526(99)02358-3.pdf,3837,cuprate,0,0,0,0
10.1016_j.matlet.2023.135662.pdf,4896,iron_chalcogenide_11,0,0,0,0
10.1016_S0921-4534(03)01203-6.pdf,2793,cuprate,0,0,0,0
10.1016_j.physb.2026.418363.pdf,4856,cuprate,0,0,0,0
10.1016_S0921-4526(02)02397-9.pdf,3598,,0,0,0,0
10.1016_S0921-4534(02)02143-3.pdf,2908,cuprate,0,0,0,0
10.1016_j.physc.2025.1354729.pdf,4993,iron_chalcogenide_11;MgB2_class;cuprate;iron_pnictide_1111,0,0,0,0
10.1016_j.phpro.2012.03.439.pdf,16211,MgB2_class;cuprate,0,1,0,0
10.1016_0921-4534(94)91014-6.pdf,3808,cuprate,0,0,0,0
10.1016_S0921-4534(02)01586-1.pdf,2660,cuprate,0,0,0,0
10.1016_S0024-3205(02)02352-4.pdf,2291,,0,0,0,0
10.1016_0921-4534(94)92589-5.pdf,3000,cuprate,0,0,0,0
10.1016_0011-2275(89)90166-5.pdf,4623,,0,0,0,0
10.1016_j.supcon.2026.100255.pdf,44915,cuprate,0,0,0,0
10.1016_j.jssc.2013.05.010.pdf,5101,iron_pnictide_122;iron_pnictide_1111,0,0,0,0
10.1016_j.physc.2007.03.335.pdf,3529,cuprate,0,0,0,0
10.1016_j.physc.2005.07.015.pdf,2337,,0,0,0,0
10.1016_j.ssc.2011.10.038.pdf,4967,cuprate,0,0,0,0
10.1016_S2666-0849(25)02192-8.pdf,133495,,0,0,0,0
10.1016_j.progsolidstchem.2007.03.002.pdf,2030,cuprate,0,0,0,0
10.1016_0964-1807(95)98436-I.pdf,3930,cuprate,0,0,0,0
10.1016_j.jallcom.2010.03.120.pdf,5004,iron_chalcogenide_11,0,0,0,0
10.1016_S0921-4534(00)00518-9.pdf,3852,cuprate,0,0,0,0
10.1016_S0921-4534(99)00723-6.pdf,3040,cuprate,0,0,0,0
10.1016_j.jelechem.2022.116327.pdf,4515,cuprate,0,0,0,0
10.1016_0921-4534(96)00393-0.pdf,2841,cuprate,0,0,0,0
10.1016_0021-9517(91)90287-E.pdf,25595,,0,0,0,0
10.1016_j.jmr.2012.07.020.pdf,5178,,0,0,0,0
10.1016_S0921-4534(98)00516-4.pdf,3015,,0,0,0,0
10.1016_S0921-4534(02)01836-1.pdf,2909,,0,0,0,0
10.1016_j.physc.2014.06.010.pdf,4414,cuprate,0,0,0,0
10.1016_j.physc.2012.03.002.pdf,4936,iron_chalcogenide_11;iron_pnictide_1111,0,0,0,0
10.1016_S0921-4534(03)00958-4.pdf,2866,cuprate,0,0,0,0
10.1016_j.jallcom.2026.186288.pdf,4749,MgB2_class,0,0,0,0
10.1016_S0921-4534(98)00247-0.pdf,2807,cuprate,0,0,0,0
10.1016_S0020-1693(00)81078-6.pdf,3858,cuprate,0,0,0,0
10.1016_j.physb.2022.413880.pdf,4985,,0,0,0,0
10.1016_j.physc.2005.07.003.pdf,2456,cuprate,0,0,0,0
10.1016_0964-1807(93)90385-F.pdf,2456,cuprate,0,0,0,0
10.1016_0921-4534(94)91866-X.pdf,3427,cuprate,0,0,0,0
10.1016_j.ceramint.2019.07.198.pdf,4983,cuprate,0,0,0,0
10.1016_0921-4534(95)00588-9.pdf,2786,,0,0,0,0
10.1016_j.jallcom.2014.04.057.pdf,5059,MgB2_class;cuprate,0,0,0,0
10.1016_j.actamat.2024.119679.pdf,4740,iron_pnictide_122,0,0,0,0
10.1016_j.physc.2023.1354371.pdf,5125,cuprate,0,0,0,0
10.1016_S0921-4534(98)00367-0.pdf,2944,cuprate,0,0,0,0
10.1016_j.supcon.2022.100014.pdf,29785,iron_chalcogenide_11;iron_pnictide_122;iron_pnictide_1111,0,0,0,0
10.1016_S0921-4534(00)00107-6.pdf,3127,cuprate,0,0,0,0
10.1016_S0921-4534(99)00583-3.pdf,3021,cuprate,0,0,0,0
10.1016_j.jmmm.2025.173400.pdf,4947,cuprate,0,0,0,0
10.1016_j.physc.2009.12.048.pdf,4140,cuprate,0,0,0,0
10.1016_j.physc.2014.03.020.pdf,16641,iron_chalcogenide_11;iron_pnictide_122;iron_pnictide_1111,0,0,0,0
10.1016_j.ceramint.2022.11.004.pdf,4515,cuprate,0,0,0,0
10.1016_S0921-4534(97)00655-2.pdf,3554,cuprate,0,0,0,0
10.1016_j.cryogenics.2026.104308.pdf,4617,cuprate,0,0,0,0
10.1016_S0040-6090(01)00824-0.pdf,3523,cuprate,0,0,0,0
10.1016_j.matdes.2015.10.034.pdf,5411,cuprate,0,0,0,0
10.1016_j.jallcom.2004.11.021.pdf,4074,cuprate,0,0,0,0
10.1016_j.jallcom.2019.151851.pdf,4718,iron_chalcogenide_11;cuprate,0,0,0,0
10.1016_0921-4534(88)90525-4.pdf,4079,,0,0,0,0
10.1016_S0025-5408(01)00659-6.pdf,1990,cuprate,0,0,0,0
10.1016_j.cryogenics.2015.11.002.pdf,5039,,0,0,0,0
10.1016_S0921-4534(97)01286-0.pdf,3652,cuprate,0,0,0,0
10.1016_j.ceramint.2026.03.020.pdf,4635,iron_chalcogenide_11;MgB2_class,0,0,0,0
10.1016_0011-2275(81)90181-8.pdf,5539,,0,0,0,0
10.1016_j.physb.2025.417882.pdf,4794,MgB2_class,0,0,0,0
10.1016_j.actamat.2022.118586.pdf,4657,cuprate,0,0,0,0
10.1016_j.ssc.2012.01.030.pdf,5336,iron_chalcogenide_11,0,0,0,0
10.1016_0921-4534(96)00443-1.pdf,2640,cuprate,0,0,0,0
10.1016_S0921-4534(00)00060-5.pdf,2834,,0,0,0,0
10.1016_S0921-4526(97)00391-8.pdf,3228,cuprate,0,0,0,0
10.1016_S0921-4534(01)00898-X.pdf,2873,,0,0,0,0
10.1016_j.phpro.2012.04.056.pdf,11695,cuprate,0,0,0,0
10.1016_0921-4534(95)80029-8.pdf,3019,cuprate,0,0,0,0
10.1016_S0921-4534(02)02457-7.pdf,3251,cuprate,0,0,0,0
10.1016_B978-012512908-4_50077-1.pdf,4063,cuprate,0,0,0,0
10.1016_S2666-0849(26)01075-2.pdf,138074,iron_chalcogenide_11,0,0,0,0
10.1016_j.jmmm.2015.08.067.pdf,5202,iron_chalcogenide_11;cuprate,0,0,0,0
10.1016_j.jallcom.2023.170384.pdf,60035,iron_chalcogenide_11;iron_pnictide_122;MgB2_class;cuprate;iron_pnictide_1111,1,0,0,0
10.1016_0921-4534(94)02400-6.pdf,3334,cuprate,0,0,0,0
10.1016_j.physc.2017.11.010.pdf,5287,cuprate,0,0,0,0
10.1016_j.physc.2024.1354521.pdf,4449,cuprate,0,0,0,0
10.1016_j.physc.2010.05.137.pdf,5031,cuprate,0,0,0,0
10.1016_j.jacomc.2025.100127.pdf,4860,cuprate,0,0,0,0
10.1016_0370-1573(90)90156-V.pdf,409,,0,0,0,0
10.1016_S0921-4534(98)00664-9.pdf,2481,cuprate,0,0,0,0
10.1016_j.jacomc.2025.100084.pdf,5042,MgB2_class,0,0,0,0
10.1016_j.physc.2009.03.016.pdf,4499,cuprate,0,0,0,0
10.1016_0038-1098(96)00397-3.pdf,4254,cuprate,0,0,0,0
10.1016_S0921-4534(02)02383-3.pdf,2983,cuprate,0,0,0,0
10.1016_S0921-4534(02)00870-5.pdf,2937,cuprate,0,0,0,0
10.1016_j.physc.2013.04.060.pdf,32684,MgB2_class;cuprate,0,1,0,0
10.1016_j.crhy.2011.03.001.pdf,67251,iron_chalcogenide_11;iron_pnictide_122;MgB2_class;cuprate;iron_pnictide_1111,0,0,0,0
PhysRevB.84.014520.pdf,18290,iron_chalcogenide_11,0,0,0,0
10.1016_j.physc.2017.04.008.pdf,4761,cuprate,0,0,0,0
10.1016_j.supcon.2024.100130.pdf,57751,cuprate,0,1,0,0
10.1016_S0921-4534(99)00146-X.pdf,3080,,0,0,0,0
10.1016_0921-4526(94)00739-I.pdf,3191,cuprate,0,0,0,0
10.1016_j.ssc.2017.07.002.pdf,4880,cuprate,0,0,0,0
10.1016_j.physc.2009.11.106.pdf,4456,iron_chalcogenide_11;iron_pnictide_1111,0,0,0,0
10.1016_j.ceramint.2026.01.023.pdf,4622,cuprate,0,0,0,0
10.1016_j.jmmm.2026.174139.pdf,5007,iron_chalcogenide_11,0,0,0,0
10.1016_S0921-4534(99)00540-7.pdf,2932,cuprate,0,0,0,0
10.1016_S0921-4534(00)01181-3.pdf,3373,cuprate,0,0,0,0
10.1016_j.physc.2004.03.174.pdf,3189,cuprate,0,0,0,0
10.1016_S0921-4534(00)00058-7.pdf,3319,cuprate,0,0,0,0
10.1016_0921-4534(95)00476-9.pdf,2920,cuprate,0,0,0,0
10.1016_S0921-4534(99)00503-1.pdf,3153,cuprate,0,0,0,0
10.1016_0921-4534(94)90463-4.pdf,3293,cuprate,0,0,0,0
10.1016_S0921-4534(01)00401-4.pdf,3056,cuprate,0,0,0,0
10.1016_j.solidstatesciences.2011.03.001.pdf,4888,cuprate,0,0,0,0
10.1016_j.physc.2004.03.014.pdf,3516,cuprate,0,0,0,0
10.1016_j.jcrysgro.2005.01.048.pdf,2440,,0,0,0,0
10.1016_S0921-4534(97)00084-1.pdf,2874,,0,0,0,0
10.1016_j.scib.2017.12.009.pdf,4998,cuprate,0,0,0,0
10.1016_j.cryogenics.2017.11.006.pdf,4635,cuprate,0,0,0,0
10.1016_j.phpro.2012.08.002.pdf,15802,iron_chalcogenide_11;cuprate,0,1,0,0
10.1016_j.jallcom.2026.187442.pdf,4800,cuprate,0,0,0,0
10.1016_j.physc.2006.01.013.pdf,3658,cuprate,0,0,0,0
10.1016_j.physc.2024.1354520.pdf,5026,,0,0,0,0
10.1016_j.physc.2006.11.013.pdf,3590,cuprate,0,0,0,0
10.1016_j.jallcom.2014.05.182.pdf,5052,,0,0,0,0
10.1016_S0921-4534(00)00727-9.pdf,3233,cuprate,0,0,0,0
10.1016_0379-0738(95)01844-1.pdf,1789,,0,0,0,0
10.1016_j.cap.2008.11.001.pdf,4891,,0,0,0,0
10.1016_j.jallcom.2018.10.269.pdf,4681,MgB2_class,0,0,0,0
10.1016_j.physc.2022.1354152.pdf,4732,cuprate,0,0,0,0
10.1016_S0959-4388(97)80074-8.pdf,8184,,0,0,0,0
10.1016_j.jmmm.2014.01.037.pdf,4948,iron_chalcogenide_11,0,0,0,0
10.1016_S0254-0584(99)00049-8.pdf,4756,,0,0,0,0
10.1016_0921-4534(95)00642-7.pdf,2858,cuprate,0,0,0,0
10.1016_j.jallcom.2024.178233.pdf,5018,MgB2_class,0,0,0,0
10.1016_j.physc.2015.12.005.pdf,4792,cuprate,0,0,0,0
10.1016_j.physc.2015.02.011.pdf,6482,iron_chalcogenide_11,0,0,0,0
10.1016_j.cryogenics.2025.104028.pdf,4892,iron_chalcogenide_11;iron_pnictide_1111,0,0,0,0
10.1016_j.ceramint.2024.12.433.pdf,4914,cuprate,0,0,0,0
10.1016_S0378-4371(98)00443-9.pdf,2199,cuprate,0,0,0,0
10.1016_j.jallcom.2021.162454.pdf,5290,iron_chalcogenide_11;iron_pnictide_122;iron_pnictide_1111,0,0,0,0
10.1016_j.jpcs.2026.113652.pdf,89020,iron_chalcogenide_11;cuprate,0,0,0,0
10.1016_S0040-6090(01)00882-3.pdf,3336,cuprate,0,0,0,0
10.1016_j.jmmm.2023.171052.pdf,4958,iron_chalcogenide_11,0,0,0,0
10.1016_0921-4534(95)00170-0.pdf,2796,,0,0,0,0
10.1016_j.jallcom.2023.170146.pdf,10188,iron_pnictide_122;cuprate;iron_pnictide_1111,0,1,0,0
10.1016_0921-4534(95)00567-6.pdf,2958,cuprate,0,0,0,0
10.1016_j.jmmm.2003.12.512.pdf,3737,cuprate,0,0,0,0
10.1016_j.jallcom.2022.166358.pdf,4916,iron_chalcogenide_11;iron_pnictide_122;MgB2_class;cuprate,0,0,0,0
10.1016_j.healun.2007.11.060.pdf,6940,,0,0,0,0
10.1016_j.supcon.2026.100232.pdf,29439,,0,0,0,0
10.1016_0022-2860(85)80210-6.pdf,3234,,0,0,0,0
10.1016_j.physc.2009.03.015.pdf,4989,iron_pnictide_122;MgB2_class;cuprate;iron_pnictide_1111,0,0,0,0
10.1016_S0921-4534(97)00012-9.pdf,3032,cuprate,0,0,0,0
10.1016_S0921-4534(97)00940-4.pdf,2791,,0,0,0,0
10.1016_j.physc.2013.03.037.pdf,4770,cuprate,0,0,0,0
10.1016_0011-2275(83)90195-9.pdf,4564,,0,0,0,0
10.1016_j.physb.2024.415904.pdf,5212,cuprate,0,0,0,0
10.1016_B978-008044699-8_50005-X.pdf,2035,,0,0,0,0
10.1016_0921-4534(92)90010-A.pdf,3519,,0,0,0,0
10.1016_j.phpro.2012.06.269.pdf,16203,iron_chalcogenide_11;iron_pnictide_122;cuprate;iron_pnictide_1111,1,1,1,0
10.1016_S0921-4534(96)00543-6.pdf,2877,,0,0,0,0
10.1016_0921-4534(91)90601-T.pdf,3693,cuprate,0,0,0,0
10.1016_j.physc.2005.03.047.pdf,2471,cuprate,0,0,0,0
10.1016_j.supcon.2025.100215.pdf,37162,MgB2_class;cuprate,0,0,0,0
10.1016_0921-4534(94)91609-8.pdf,3399,,0,0,0,0
10.1016_j.supcon.2024.100127.pdf,36137,iron_chalcogenide_11;MgB2_class;cuprate,1,0,0,0
10.1016_0921-4534(96)00337-1.pdf,2647,cuprate,0,0,0,0
10.1016_B978-0-12-803581-8.09525-4.pdf,3752,,0,0,0,0
10.1016_j.physc.2004.01.066.pdf,2931,cuprate,0,0,0,0
10.1016_j.actamat.2025.121517.pdf,4674,cuprate,0,0,0,0
10.1016_S0378-4371(98)00472-5.pdf,2262,cuprate,0,0,0,0
10.1016_j.jssc.2022.123024.pdf,4889,iron_chalcogenide_11,0,0,0,0
10.1016_j.physc.2009.03.028.pdf,26985,iron_pnictide_122;MgB2_class;cuprate;iron_pnictide_1111,0,0,0,0
10.1016_j.physc.2014.04.005.pdf,4665,iron_chalcogenide_11,0,0,0,0
10.1016_S0921-4526(09)80230-5.pdf,4137,cuprate,0,0,0,0
10.1016_j.biomaterials.2020.120155.pdf,4717,,0,0,0,0
10.1016_j.ssc.2009.05.007.pdf,4826,iron_chalcogenide_11,0,0,0,0
10.1016_S0011-2275(99)00052-1.pdf,4060,cuprate,0,0,0,0
10.1016_j.inoche.2019.107605.pdf,2919,iron_chalcogenide_11,0,0,0,0
10.1016_S2772-3747(25)00159-0.pdf,3611,,0,0,0,0
10.1016_j.cryogenics.2012.09.006.pdf,4661,,0,0,0,0
10.1016_S0921-4534(02)02177-9.pdf,2804,MgB2_class,0,0,0,0
10.1016_j.surfcoat.2011.02.018.pdf,5166,cuprate,0,0,0,0
10.1016_S0921-4534(97)01855-8.pdf,2694,cuprate,0,0,0,0
10.1016_j.matchemphys.2005.04.041.pdf,3711,,0,0,0,0
10.1016_j.physc.2011.05.217.pdf,4940,,0,0,0,0
10.1016_j.physc.2004.12.016.pdf,2472,cuprate,0,0,0,0
10.1016_j.matpr.2022.06.256.pdf,5016,iron_chalcogenide_11,0,0,0,0
10.1016_0921-4534(94)90198-8.pdf,3085,cuprate,0,0,0,0
10.1016_0022-3115(77)90167-2.pdf,4078,,0,0,0,0
10.1016_j.physc.2005.01.026.pdf,2293,cuprate,0,0,0,0
10.1016_j.jcou.2013.12.006.pdf,4890,cuprate,0,0,0,0
10.1016_j.physleta.2024.129376.pdf,4949,MgB2_class,0,0,0,0
10.1016_S0921-4534(97)01488-3.pdf,2809,cuprate,0,0,0,0
10.1016_0022-5088(85)90287-5.pdf,2374,,0,0,0,0
10.1016_j.physc.2007.11.044.pdf,3930,cuprate,0,0,0,0
10.1016_j.jallcom.2025.181199.pdf,4855,,0,0,0,0
10.1016_0921-4534(94)00021-2.pdf,22533,cuprate,0,0,0,0
10.1016_S2772-963X(23)00760-3.pdf,149966,,0,0,0,0
10.1016_j.matchemphys.2023.128348.pdf,45430,MgB2_class,1,1,1,0
10.1016_0921-4526(94)91465-6.pdf,3364,cuprate,0,0,0,0
10.1016_0921-4534(95)00152-2.pdf,23441,cuprate,1,0,0,0
10.1016_0921-4534(94)90070-1.pdf,3124,cuprate,0,0,0,0
10.1016_0921-4534(94)92079-6.pdf,3687,cuprate,0,0,0,0
10.1016_j.supcon.2024.100136.pdf,48888,cuprate,0,1,0,0
10.1016_j.physc.2025.1354776.pdf,4984,,0,0,0,0
10.1016_j.etdah.2021.100021.pdf,24693,,0,0,0,0
10.1016_S0921-4534(97)01776-0.pdf,3126,,0,0,0,0
10.1016_0921-4534(93)90329-O.pdf,3448,cuprate,0,0,0,0
10.1016_0921-4534(96)00091-3.pdf,3040,,0,0,0,0
10.1016_j.jmmm.2009.04.084.pdf,5015,iron_pnictide_1111,0,0,0,0
10.1016_j.physc.2006.03.064.pdf,3911,cuprate,0,0,0,0
10.1016_S2405-500X(24)00154-3.pdf,160560,,0,0,0,0
10.1016_S1003-9953(11)60335-6.pdf,4320,,0,0,0,0
10.1016_j.physc.2010.05.130.pdf,5140,MgB2_class,0,0,0,0
10.1016_S0921-4534(02)02536-4.pdf,3611,cuprate,0,0,0,0
10.1016_j.physb.2012.01.063.pdf,4977,cuprate,0,0,0,0
10.1016_j.physc.2011.12.042.pdf,5348,cuprate,0,0,0,0
10.1016_j.physc.2009.11.062.pdf,5328,,0,0,0,0
10.1016_S0921-4534(02)00998-X.pdf,2778,cuprate,0,0,0,0
10.1016_0304-8853(90)90124-9.pdf,3048,,0,0,0,0
10.1016_S2772-963X(23)00815-3.pdf,163908,,0,0,0,0
10.1016_j.jallcom.2015.07.158.pdf,4710,iron_chalcogenide_11;iron_pnictide_1111,0,0,0,0
10.1016_B978-081551483-1.50006-X.pdf,1563,,0,0,0,0
10.1016_j.jallcom.2015.05.049.pdf,5020,cuprate,0,0,0,0
10.1016_j.jcrysgro.2007.09.028.pdf,4060,cuprate,0,0,0,0
10.1016_j.ssc.2013.08.001.pdf,4920,iron_chalcogenide_11,0,0,0,0
10.1016_j.jallcom.2010.11.050.pdf,4912,iron_chalcogenide_11;iron_pnictide_1111,0,0,0,0
10.1016_S0165-022X(03)00152-0.pdf,2205,,0,0,0,0
10.1016_0921-4534(96)00224-9.pdf,3026,cuprate,0,0,0,0
10.1016_j.jallcom.2019.153017.pdf,4811,iron_chalcogenide_11,0,0,0,0
10.1016_j.matlet.2015.05.096.pdf,4670,cuprate,0,0,0,0
10.1016_j.physb.2024.416589.pdf,5287,cuprate,0,0,0,0
10.1016_j.physc.2008.05.166.pdf,4335,cuprate,0,0,0,0
10.1016_S2405-500X(24)00443-2.pdf,155134,,0,0,0,0
10.1016_j.ssc.2011.12.014.pdf,5334,iron_chalcogenide_11;MgB2_class;cuprate;iron_pnictide_1111,0,0,0,0
10.1016_j.physc.2010.03.003.pdf,10325,iron_chalcogenide_11;iron_pnictide_122;cuprate;iron_pnictide_1111,0,0,0,0
10.1016_j.admp.2022.05.004.pdf,2442,,0,0,0,0
10.1016_j.ceramint.2024.01.125.pdf,4828,cuprate,0,0,0,0
10.1016_j.physc.2010.05.047.pdf,4955,iron_pnictide_122;cuprate,0,0,0,0
10.1016_j.jmmm.2018.05.094.pdf,4942,cuprate,0,0,0,0
10.1016_0921-4534(94)90362-X.pdf,2942,cuprate,0,0,0,0
10.1016_j.jallcom.2015.12.183.pdf,4411,,0,0,0,0
10.1016_j.ssc.2017.07.007.pdf,5133,iron_chalcogenide_11;iron_pnictide_122;MgB2_class;cuprate,0,0,0,0
10.1016_0921-4534(91)90043-X.pdf,3535,cuprate,0,0,0,0
10.1016_j.cap.2018.07.013.pdf,5246,,0,0,0,0
10.1016_0921-4534(94)02362-X.pdf,3134,,0,0,0,0
10.1016_0921-4534(93)90039-S.pdf,3871,cuprate,0,0,0,0
10.1016_j.physc.2005.02.044.pdf,2496,MgB2_class,0,0,0,0
10.1016_S0921-4534(01)00687-6.pdf,3003,cuprate,0,0,0,0
10.1016_0038-1098(87)91133-1.pdf,4259,,0,0,0,0
10.1016_j.phpro.2012.10.001.pdf,14299,iron_pnictide_122,1,0,0,0
10.1016_j.physc.2011.08.008.pdf,4915,cuprate,0,0,0,0
10.1016_j.supcon.2025.100171.pdf,43308,cuprate,0,0,0,0
10.1016_j.surfcoat.2012.02.028.pdf,4804,cuprate,0,0,0,0
10.1016_j.rinp.2020.103430.pdf,44120,iron_chalcogenide_11;cuprate;iron_pnictide_1111,0,1,0,0
10.1016_S0921-4534(97)00051-8.pdf,2768,cuprate,0,0,0,0
10.1016_j.ceramint.2024.10.069.pdf,4862,MgB2_class,0,0,0,0
10.1016_S2666-0873(25)00364-3.pdf,203268,,0,0,0,0
10.1016_j.physb.2025.417188.pdf,4965,MgB2_class;cuprate,0,0,0,0
10.1016_S0168-583X(02)01574-4.pdf,2824,cuprate,0,0,0,0
10.1016_j.jallcom.2016.10.103.pdf,4588,iron_pnictide_122,0,0,0,0
10.1016_j.physc.2008.05.013.pdf,4603,cuprate,0,0,0,0
10.1016_0921-4534(92)90758-5.pdf,3641,cuprate,0,0,0,0
10.1016_S0921-4526(99)02201-2.pdf,3398,cuprate,0,0,0,0
10.1016_j.physc.2025.1354803.pdf,4880,cuprate,0,0,0,0
10.1016_S0006-3495(90)82380-8.pdf,38020,,0,0,0,0
10.1016_j.jcrysgro.2015.09.014.pdf,4611,iron_chalcogenide_11,0,0,0,0
10.1016_j.physc.2015.02.027.pdf,5870,cuprate,0,0,0,0
10.1016_S0921-4526(99)02517-X.pdf,3794,cuprate,0,0,0,0
10.1016_j.toxac.2016.03.001.pdf,2256,,0,0,0,0
10.1016_j.jallcom.2025.185509.pdf,5061,MgB2_class;cuprate,0,0,0,0
10.1016_B978-0-12-803581-8.01917-2.pdf,3095,cuprate,0,0,0,0
10.1016_j.mtphys.2024.101551.pdf,5059,cuprate,0,0,0,0
10.1016_B978-1-4832-8382-1.50088-4.pdf,3343,cuprate,0,0,0,0
10.1016_j.eswa.2024.123585.pdf,4723,cuprate,0,0,0,0
10.1016_j.physc.2015.03.022.pdf,18673,iron_pnictide_1111,0,0,0,0
10.1016_j.ceramint.2021.07.155.pdf,4685,cuprate,0,0,0,0
10.1016_j.physc.2012.02.040.pdf,4879,iron_pnictide_122;cuprate,0,0,0,0
10.1016_j.supcon.2025.100154.pdf,47386,cuprate,0,1,0,0
10.1016_S0921-4526(99)02090-6.pdf,3683,cuprate,0,0,0,0
10.1016_j.ceramint.2024.10.058.pdf,41140,iron_chalcogenide_11;cuprate,0,0,0,0
10.1016_0921-5107(94)01182-6.pdf,3883,cuprate,0,0,0,0
10.1016_j.physc.2007.03.358.pdf,3586,cuprate,0,0,0,0
10.1016_S0921-4534(01)01283-7.pdf,2741,cuprate,0,0,0,0
10.1016_S0921-4534(97)01615-8.pdf,2895,cuprate,0,0,0,0
10.1016_j.supcon.2026.100238.pdf,29144,MgB2_class,0,0,0,0
10.1016_j.elspec.2023.147286.pdf,5266,,0,0,0,0
10.1016_j.etdah.2022.100035.pdf,1544,,0,0,0,0
10.1016_S0921-4534(99)00509-2.pdf,2796,cuprate,0,0,0,0
10.1016_j.physc.2009.11.126.pdf,4780,iron_chalcogenide_11,0,0,0,0
