pdf,n_chars,families,cap_field_vs_T,cap_jc_vs_H,both,unreadable
10.1016_j.physc.2010.05.076.pdf,5099,MgB2_class,0,0,0,0
10.1016_S0921-4526(99)02413-8.pdf,5903,cuprate,0,0,0,0
10.1016_S0257-8972(01)01498-0.pdf,3944,cuprate,0,0,0,0
10.1016_S2452-302X(24)00086-X.pdf,135835,,0,0,0,0
10.1016_0921-4534(94)90609-2.pdf,3341,,0,0,0,0
10.1016_j.solidstatesciences.2013.04.016.pdf,4512,iron_pnictide_122;iron_pnictide_1111,0,0,0,0
10.1016_0921-4534(94)91362-5.pdf,3365,,0,0,0,0
10.1016_S0921-4534(99)00281-6.pdf,2863,cuprate,0,0,0,0
10.1016_S0921-4534(02)01447-8.pdf,2617,cuprate,0,0,0,0
10.1016_j.physc.2009.05.098.pdf,4963,iron_chalcogenide_11;iron_pnictide_1111,0,0,0,0
10.1016_j.jallcom.2024.173999.pdf,48411,iron_chalcogenide_11;iron_pnictide_122;cuprate;iron_pnictide_1111,1,1,1,0
10.1016_j.physb.2025.417755.pdf,56214,iron_chalcogenide_11;iron_pnictide_122;cuprate;iron_pnictide_1111,0,1,0,0
10.1016_j.supcon.2026.100239.pdf,64471,iron_chalcogenide_11;cuprate,0,0,0,0
10.1016_S0065-3055(08)60662-0.pdf,2453,,0,0,0,0
10.1016_j.physc.2009.10.136.pdf,3531,,0,0,0,0
10.1016_j.physc.2009.05.067.pdf,4943,cuprate,0,0,0,0
10.1016_j.matlet.2022.133372.pdf,4655,MgB2_class,0,0,0,0
10.1016_S0921-4534(97)01425-1.pdf,3929,cuprate,0,0,0,0
10.1016_j.jallcom.2014.02.134.pdf,5211,iron_chalcogenide_11;iron_pnictide_1111,0,0,0,0
10.1016_j.cjph.2020.06.025.pdf,3715,cuprate,0,0,0,0
10.1016_B978-0-7506-7313-6.50016-7.pdf,2737,,0,0,0,0
10.1016_j.mtphys.2025.101892.pdf,4816,iron_chalcogenide_11;cuprate,0,0,0,0
10.1016_0921-4534(91)90011-M.pdf,3614,cuprate,0,0,0,0
10.1016_0379-0738(81)90157-2.pdf,2339,,0,0,0,0
10.1016_0921-4534(95)00181-6.pdf,2518,cuprate,0,0,0,0
10.1016_S0921-4534(00)01400-3.pdf,4125,cuprate,0,0,0,0
10.1016_0921-4534(91)90716-C.pdf,3415,cuprate,0,0,0,0
10.1016_j.physb.2013.05.034.pdf,5194,cuprate,0,0,0,0
10.1016_S0921-4534(97)01770-X.pdf,2816,,0,0,0,0
10.1016_S0921-4534(97)00296-7.pdf,3969,cuprate,0,0,0,0
10.1016_j.ceramint.2023.06.047.pdf,4603,cuprate,0,0,0,0
10.1016_j.physc.2009.11.051.pdf,10188,iron_pnictide_122;cuprate;iron_pnictide_1111,0,1,0,0
10.1378_chest.97.3.736.pdf,4264,,0,0,0,0
10.1016_j.physc.2022.1354171.pdf,5072,iron_pnictide_122;MgB2_class;cuprate,0,0,0,0
10.1016_S1936-878X(25)00430-9.pdf,3975,,0,0,0,0
10.1016_bs.hmm.2018.08.001.pdf,1703,iron_chalcogenide_11,0,0,0,0
10.1016_S0921-4534(97)01599-2.pdf,2781,cuprate,0,0,0,0
10.1016_S0921-4534(99)00414-1.pdf,2851,cuprate,0,0,0,0
10.1016_S0921-4534(14)00254-8.pdf,4208,iron_chalcogenide_11;iron_pnictide_122;cuprate,0,0,0,0
10.1016_j.matlet.2018.01.086.pdf,4823,cuprate,0,0,0,0
10.1016_j.rineng.2026.109819.pdf,51738,iron_chalcogenide_11;cuprate,0,0,0,0
10.1016_j.physc.2004.01.046.pdf,2839,MgB2_class;cuprate,0,0,0,0
10.1016_S1359-0286(96)80009-X.pdf,5048,cuprate,0,0,0,0
10.1016_j.jallcom.2026.187273.pdf,4417,cuprate,0,0,0,0
10.1016_S0921-4534(01)00125-3.pdf,2968,cuprate,0,0,0,0
10.1016_j.physc.2010.05.048.pdf,10394,iron_chalcogenide_11;iron_pnictide_122;cuprate;iron_pnictide_1111,0,0,0,0
10.1016_0254-0584(92)90253-5.pdf,3522,cuprate,0,0,0,0
10.1016_j.jallcom.2018.04.055.pdf,4509,,0,0,0,0
10.1016_j.rinp.2025.108553.pdf,60927,iron_chalcogenide_11;iron_pnictide_122;MgB2_class;cuprate,0,0,0,0
10.1016_j.jpcs.2020.109423.pdf,4730,iron_chalcogenide_11;cuprate;iron_pnictide_1111,0,0,0,0
10.1016_0921-4534(95)00449-1.pdf,3156,cuprate,0,0,0,0
10.1016_j.matpr.2019.05.042.pdf,2469,iron_chalcogenide_11,0,0,0,0
10.1016_S1463-0176(99)00014-9.pdf,4570,cuprate,0,0,0,0
10.1016_j.physc.2007.11.049.pdf,3443,,0,0,0,0
10.1016_j.jpcs.2025.112628.pdf,4825,iron_chalcogenide_11,0,0,0,0
10.1016_j.ceramint.2020.09.226.pdf,4820,cuprate,0,0,0,0
10.1016_j.jcrysgro.2010.11.149.pdf,5407,iron_pnictide_122;MgB2_class,0,0,0,0
10.1016_j.physc.2006.03.068.pdf,3808,cuprate,0,0,0,0
10.1016_j.physc.2014.04.018.pdf,4981,iron_chalcogenide_11,0,0,0,0
10.1016_S0921-4534(97)00211-6.pdf,4192,cuprate,0,0,0,0
10.1016_j.materresbull.2025.113448.pdf,88788,MgB2_class;cuprate,0,0,0,0
10.1016_j.physc.2006.10.008.pdf,3852,cuprate,0,0,0,0
10.1016_j.physc.2015.03.008.pdf,4604,cuprate,0,0,0,0
10.1016_j.physc.2009.10.096.pdf,5066,iron_chalcogenide_11;cuprate,0,0,0,0
10.1016_j.physc.2011.05.018.pdf,12417,iron_chalcogenide_11;iron_pnictide_122;MgB2_class;cuprate;iron_pnictide_1111,0,1,0,0
10.1016_j.physc.2005.11.017.pdf,3805,cuprate,0,0,0,0
10.1016_j.nxmate.2026.101688.pdf,33709,cuprate,0,0,0,0
10.1016_j.ceramint.2021.05.244.pdf,4910,cuprate,0,0,0,0
10.1016_j.physc.2009.10.041.pdf,4822,iron_chalcogenide_11;iron_pnictide_1111,0,0,0,0
10.1016_S0921-4534(02)01126-7.pdf,2719,cuprate,0,0,0,0
10.1016_j.proeng.2011.12.420.pdf,19074,iron_chalcogenide_11;iron_pnictide_122;MgB2_class;cuprate;iron_pnictide_1111,0,0,0,0
10.1016_j.physc.2025.1354815.pdf,4779,cuprate,0,0,0,0
10.1016_j.physc.2006.01.009.pdf,2778,cuprate,0,0,0,0
10.1016_j.jmmm.2017.10.024.pdf,5092,iron_pnictide_122;MgB2_class;cuprate;iron_pnictide_1111,0,0,0,0
10.1016_j.phpro.2015.06.160.pdf,21050,iron_pnictide_122;cuprate;iron_pnictide_1111,1,1,1,0
10.1016_j.jssc.2015.12.030.pdf,4740,iron_chalcogenide_11,0,0,0,0
10.1016_j.physc.2004.03.218.pdf,3881,cuprate,0,0,0,0
10.1016_0038-1098(92)90574-S.pdf,3627,,0,0,0,0
10.1016_B978-1-78242-029-3.18001-X.pdf,2103,cuprate,0,0,0,0
10.1016_0038-1098(93)90564-4.pdf,3658,cuprate,0,0,0,0
10.1016_j.supcon.2025.100185.pdf,43127,cuprate,0,0,0,0
10.1016_0921-4534(94)02411-1.pdf,3314,cuprate,0,0,0,0
10.1016_0921-4534(91)91569-P.pdf,3872,cuprate,0,0,0,0
10.1016_j.mseb.2010.01.030.pdf,5194,cuprate,0,0,0,0
10.1016_S0010-8545(98)00093-9.pdf,3642,,0,0,0,0
10.1097_00000441-200112000-00007.pdf,4624,,0,0,0,0
10.1016_B978-0-12-398374-9.00001-2.pdf,1537,,0,0,0,0
10.1016_j.apsusc.2014.05.082.pdf,4533,iron_pnictide_122,0,0,0,0
10.1016_S0921-4534(02)01314-X.pdf,2664,MgB2_class;cuprate,0,0,0,0
10.1016_S0921-4534(98)00699-6.pdf,2792,cuprate,0,0,0,0
10.1016_S0921-4534(01)01036-X.pdf,3001,cuprate,0,0,0,0
10.1016_j.jpcs.2010.10.028.pdf,4674,iron_pnictide_1111,0,0,0,0
10.1016_j.matpr.2018.11.022.pdf,1985,,0,0,0,0
10.1016_S0921-4534(97)01311-7.pdf,4309,cuprate,0,0,0,0
10.1016_j.ceramint.2026.04.140.pdf,5038,cuprate,0,0,0,0
10.1016_j.phpro.2012.06.271.pdf,17406,iron_chalcogenide_11;iron_pnictide_122;cuprate;iron_pnictide_1111,0,1,0,0
10.1016_j.physc.2024.1354466.pdf,5070,iron_chalcogenide_11;cuprate,0,0,0,0
10.1016_j.physc.2009.12.021.pdf,4906,cuprate,0,0,0,0
10.1016_j.cryogenics.2025.104151.pdf,4729,cuprate,0,0,0,0
10.1016_S0921-4534(00)01092-3.pdf,3304,cuprate,0,0,0,0
10.1016_S0921-4534(97)01372-5.pdf,3250,cuprate,0,0,0,0
10.1016_j.cryogenics.2026.104361.pdf,4942,cuprate,0,0,0,0
10.1016_0921-4526(94)91522-9.pdf,2882,,0,0,0,0
10.1016_j.compstruct.2025.119021.pdf,4924,,0,0,0,0
10.1016_j.physc.2009.03.030.pdf,5217,iron_chalcogenide_11;iron_pnictide_122;cuprate,0,0,0,0
10.1016_j.physc.2006.03.092.pdf,3619,cuprate,0,0,0,0
10.1016_j.physc.2009.03.024.pdf,5306,iron_pnictide_122;MgB2_class;cuprate;iron_pnictide_1111,0,0,0,0
10.1016_j.physc.2011.05.141.pdf,5035,MgB2_class,0,0,0,0
10.1016_j.jflm.2012.04.031.pdf,4922,,0,0,0,0
10.1016_j.phpro.2015.12.196.pdf,15052,iron_chalcogenide_11;iron_pnictide_1111,0,0,0,0
10.1016_j.matpr.2020.04.503.pdf,5101,cuprate,0,0,0,0
10.1016_j.fusengdes.2020.111947.pdf,4814,cuprate,0,0,0,0
10.1016_0921-4534(94)91900-3.pdf,4282,cuprate,0,0,0,0
10.1016_j.jmst.2026.01.024.pdf,59381,cuprate,0,0,0,0
10.1016_j.ssc.2011.06.003.pdf,4970,iron_chalcogenide_11,0,0,0,0
10.1016_0921-4534(92)90527-J.pdf,4268,cuprate,0,0,0,0
10.1016_j.cap.2016.06.005.pdf,4824,MgB2_class;cuprate,0,0,0,0
10.1016_j.supcon.2025.100184.pdf,37265,cuprate,0,1,0,0
10.1016_j.physc.2026.1354863.pdf,5032,cuprate,0,0,0,0
10.1016_B978-0-12-803581-8.11778-3.pdf,4112,,0,0,0,0
10.1016_j.physc.2014.01.010.pdf,4874,iron_pnictide_122;cuprate;iron_pnictide_1111,0,0,0,0
10.1016_j.physc.2010.05.105.pdf,4745,cuprate,0,0,0,0
10.1016_S0921-4534(97)00066-X.pdf,3048,cuprate,0,0,0,0
10.1016_j.jallcom.2013.12.141.pdf,5051,cuprate,0,0,0,0
10.1016_j.physc.2015.02.020.pdf,6525,,0,0,0,0
10.1016_j.physleta.2024.129626.pdf,49328,iron_chalcogenide_11;iron_pnictide_122;cuprate;iron_pnictide_1111,1,1,1,0
10.1016_j.jcrysgro.2024.127981.pdf,4878,iron_chalcogenide_11;MgB2_class;iron_pnictide_1111,0,0,0,0
10.1016_0921-4534(96)00352-8.pdf,3153,,0,0,0,0
10.1016_S0921-4534(01)01241-2.pdf,2976,cuprate,0,0,0,0
10.1016_j.ceramint.2026.04.023.pdf,4840,cuprate,0,0,0,0
10.1016_j.phpro.2012.06.312.pdf,16529,iron_chalcogenide_11;cuprate,0,0,0,0
10.1016_j.cryogenics.2022.103511.pdf,4805,cuprate,0,0,0,0
10.1016_j.jcrysgro.2013.11.008.pdf,5024,iron_chalcogenide_11,0,0,0,0
10.1016_j.jcrysgro.2009.11.016.pdf,5269,cuprate,0,0,0,0
10.1016_0921-4534(94)91849-X.pdf,3494,cuprate,0,0,0,0
10.1016_j.jmmm.2021.168426.pdf,4709,iron_chalcogenide_11,0,0,0,0
10.1016_j.physc.2009.05.103.pdf,4451,cuprate,0,0,0,0
10.1016_S0921-4534(98)00570-X.pdf,2897,,0,0,0,0
10.1016_j.jallcom.2024.175526.pdf,4857,,0,0,0,0
10.1016_j.cattod.2020.03.012.pdf,4834,,0,0,0,0
10.1016_S0921-4534(00)01357-5.pdf,3899,cuprate,0,0,0,0
10.1016_j.mser.2003.12.002.pdf,3069,cuprate,0,0,0,0
10.1016_j.jpcs.2019.109207.pdf,4754,iron_chalcogenide_11;cuprate,0,0,0,0
10.1016_j.fusengdes.2024.114707.pdf,4871,cuprate,0,0,0,0
10.1016_j.jallcom.2025.183223.pdf,5131,cuprate,0,0,0,0
10.1016_0921-4534(93)90111-3.pdf,3548,cuprate,0,0,0,0
10.1016_0011-2275(89)90037-4.pdf,4484,,0,0,0,0
10.1016_j.pnsc.2026.02.002.pdf,5378,iron_chalcogenide_11,0,0,0,0
10.1016_j.intermet.2023.107938.pdf,4720,,0,0,0,0
10.1016_0921-4534(96)00182-7.pdf,2974,cuprate,0,0,0,0
10.1016_j.jallcom.2021.163396.pdf,5131,iron_chalcogenide_11,0,0,0,0
10.1016_S0921-4534(98)00415-8.pdf,3087,cuprate,0,0,0,0
10.1016_0921-4534(95)00570-6.pdf,3003,cuprate,0,0,0,0
10.1016_j.physc.2004.07.010.pdf,2508,cuprate,0,0,0,0
10.1016_S0921-4534(97)01245-8.pdf,4093,cuprate,0,0,0,0
10.1016_S0921-4534(00)00640-7.pdf,3342,cuprate,0,0,0,0
10.1016_j.matpr.2019.05.078.pdf,11039,MgB2_class,0,1,0,0
10.1016_j.apsusc.2025.162930.pdf,69287,,1,0,0,0
10.1016_j.jallcom.2018.06.142.pdf,4710,cuprate,0,0,0,0
10.1016_j.physc.2014.09.015.pdf,34263,iron_chalcogenide_11;iron_pnictide_122;MgB2_class;cuprate;iron_pnictide_1111,1,0,0,0
10.1016_S1936-878X(20)30988-8.pdf,167943,,0,0,0,0
10.1016_0375-9601(94)90122-8.pdf,2919,cuprate,0,0,0,0
10.1016_j.cryogenics.2016.03.003.pdf,4712,,0,0,0,0
10.1016_j.mattod.2017.09.006.pdf,110729,iron_chalcogenide_11;iron_pnictide_122;MgB2_class;cuprate;iron_pnictide_1111,1,1,1,0
10.1016_j.tsf.2018.01.046.pdf,5148,cuprate,0,0,0,0
10.1016_j.physb.2017.12.024.pdf,4793,iron_chalcogenide_11,0,0,0,0
10.1016_j.physc.2026.1354848.pdf,4945,cuprate,0,0,0,0
10.1016_0379-0738(87)90135-6.pdf,282,,0,0,0,0
10.1016_j.fusengdes.2006.07.062.pdf,3133,,0,0,0,0
10.1016_j.physc.2004.03.226.pdf,2494,cuprate,0,0,0,0
10.1016_B978-0-08-097774-4.00205-9.pdf,3986,,0,0,0,0
10.1016_S0378-4347(00)81075-0.pdf,2227,,0,0,0,0
10.1016_0022-2860(93)85034-R.pdf,3396,,0,0,0,0
10.1016_j.physrep.2014.10.003.pdf,4507,,0,0,0,0
10.1016_0921-4534(94)02318-2.pdf,3112,cuprate,0,0,0,0
10.1016_S0006-8993(99)01832-6.pdf,4015,,0,0,0,0
10.1016_j.physc.2007.03.059.pdf,3568,cuprate,0,0,0,0
10.1016_j.physb.2012.01.032.pdf,4806,iron_chalcogenide_11;cuprate;iron_pnictide_1111,0,0,0,0
10.1016_S0006-3495(88)82987-4.pdf,26330,,0,0,0,0
10.1016_0011-2275(82)90118-7.pdf,5524,,0,0,0,0
10.1016_S0921-4534(03)01076-1.pdf,2441,cuprate,0,0,0,0
10.1016_j.physc.2012.03.032.pdf,5139,iron_chalcogenide_11,0,0,0,0
10.1016_S2213-1779(25)00714-0.pdf,4675,,0,0,0,0
10.1016_j.jallcom.2017.01.064.pdf,4833,iron_chalcogenide_11;iron_pnictide_122;iron_pnictide_1111,0,0,0,0
10.1016_j.physc.2008.05.082.pdf,4995,cuprate,0,0,0,0
10.1016_j.jssc.2015.05.015.pdf,4905,,0,0,0,0
10.1016_j.jics.2025.101913.pdf,4952,cuprate,0,0,0,0
10.1016_j.supcon.2023.100060.pdf,29384,cuprate,0,0,0,0
10.1016_j.proeng.2013.11.047.pdf,23931,cuprate,0,0,0,0
10.1016_S2405-500X(23)00891-5.pdf,169389,,0,0,0,0
10.1016_j.mseb.2023.116388.pdf,5046,cuprate,0,0,0,0
10.1016_j.jcrysgro.2012.01.016.pdf,4733,iron_chalcogenide_11;MgB2_class,0,0,0,0
10.1016_j.cryogenics.2024.104011.pdf,20688,cuprate,0,1,0,0
10.1016_S0921-4534(97)01472-X.pdf,3050,,0,0,0,0
10.1016_j.scriptamat.2023.115466.pdf,5208,cuprate,0,0,0,0
10.1016_j.physc.2025.1354733.pdf,4789,iron_pnictide_122,0,0,0,0
10.1016_j.physc.2025.1354726.pdf,5092,cuprate,0,0,0,0
10.1016_j.phpro.2012.03.422.pdf,9826,iron_chalcogenide_11,0,0,0,0
10.1016_j.supcon.2022.100025.pdf,32555,cuprate,0,0,0,0
10.1016_S0921-4534(96)00628-4.pdf,2690,,0,0,0,0
10.1016_j.physc.2014.03.004.pdf,4893,cuprate,0,0,0,0
10.1016_j.jallcom.2023.170258.pdf,6479,,0,0,0,0
10.1016_j.yjmcc.2013.10.011.pdf,4866,,0,0,0,0
10.1016_j.actamat.2024.119648.pdf,38249,iron_chalcogenide_11;iron_pnictide_122;MgB2_class;cuprate;iron_pnictide_1111,0,0,0,0
10.1016_0011-2275(89)90204-X.pdf,4498,,0,0,0,0
10.1016_S2666-0849(25)03176-6.pdf,124424,iron_chalcogenide_11,0,0,0,0
10.1016_j.ssc.2013.06.010.pdf,5154,MgB2_class,0,0,0,0
10.1016_j.jallcom.2014.09.045.pdf,4887,iron_chalcogenide_11,0,0,0,0
10.1016_j.physc.2007.03.448.pdf,3688,,0,0,0,0
10.1016_j.coelec.2020.08.012.pdf,4652,,0,0,0,0
10.1016_j.scriptamat.2025.117051.pdf,5374,cuprate,0,0,0,0
10.1016_j.physc.2016.05.023.pdf,15077,iron_chalcogenide_11;cuprate,0,0,0,0
10.1016_j.physc.2019.03.013.pdf,5074,,0,0,0,0
10.1016_j.physc.2011.02.004.pdf,5350,iron_pnictide_122;cuprate;iron_pnictide_1111,0,0,0,0
10.1016_j.ceramint.2025.04.289.pdf,4709,cuprate,0,0,0,0
10.1016_j.scriptamat.2019.05.012.pdf,5472,iron_chalcogenide_11;MgB2_class,0,0,0,0
10.1016_j.spmi.2014.07.005.pdf,2503,iron_chalcogenide_11,0,0,0,0
10.1016_S0921-4534(98)00619-4.pdf,2743,cuprate,0,0,0,0
10.1016_S0921-4534(98)00055-0.pdf,3062,cuprate,0,0,0,0
10.1016_j.ssc.2020.113963.pdf,4716,iron_pnictide_122,0,0,0,0
10.1016_j.jssc.2013.10.010.pdf,5165,iron_chalcogenide_11,0,0,0,0
10.1016_j.physc.2007.03.270.pdf,3265,cuprate,0,0,0,0
10.1016_0921-4526(90)90069-7.pdf,3845,,0,0,0,0
10.1016_S0921-4534(99)00476-1.pdf,2876,cuprate,0,0,0,0
10.1016_0921-4534(94)91672-1.pdf,3517,cuprate,0,0,0,0
10.1016_S0921-4534(00)01747-0.pdf,2714,,0,0,0,0
10.1016_j.taml.2025.100627.pdf,40236,cuprate,0,0,0,0
10.1016_j.mtphys.2023.101146.pdf,5366,iron_pnictide_122;MgB2_class,0,0,0,0
10.1016_j.mtphys.2021.100414.pdf,173909,iron_chalcogenide_11;iron_pnictide_122;MgB2_class;cuprate;iron_pnictide_1111,1,1,1,0
10.1016_S0375-9601(99)00664-7.pdf,2681,cuprate,0,0,0,0
10.1016_0921-4534(94)90107-4.pdf,3428,cuprate,0,0,0,0
10.1016_j.mseb.2026.119334.pdf,5296,,0,0,0,0
10.1016_S0925-8388(09)02025-8.pdf,4201,,0,0,0,0
10.1016_j.jpcs.2008.06.117.pdf,5314,cuprate,0,0,0,0
10.1016_j.physc.2004.01.019.pdf,2934,cuprate,0,0,0,0
10.1016_j.physc.2013.09.016.pdf,5157,iron_chalcogenide_11;iron_pnictide_1111,0,0,0,0
10.1016_S0921-4534(01)00314-8.pdf,2869,cuprate,0,0,0,0
10.1016_S0921-4534(97)00463-2.pdf,3715,cuprate,0,0,0,0
10.1016_j.esmorw.2025.100500.pdf,10529,,0,0,0,0
10.1016_j.cap.2025.12.017.pdf,2965,cuprate,0,0,0,0
10.1016_S0921-4534(97)01426-3.pdf,3633,cuprate,0,0,0,0
10.1016_j.phpro.2012.03.421.pdf,12946,iron_chalcogenide_11;iron_pnictide_122;cuprate;iron_pnictide_1111,1,1,1,0
10.1016_j.physc.2010.05.017.pdf,5232,iron_pnictide_1111,0,0,0,0
10.1016_S0921-4534(99)00535-3.pdf,3122,cuprate,0,0,0,0
10.1016_S0921-4534(00)00233-1.pdf,2976,cuprate,0,0,0,0
10.1016_j.physb.2005.11.011.pdf,3649,cuprate,0,0,0,0
10.1016_j.cjph.2024.09.042.pdf,44828,iron_chalcogenide_11;iron_pnictide_122;MgB2_class;cuprate,1,1,1,0
10.1016_S0011-2275(97)00151-3.pdf,24156,,0,0,0,0
10.1016_j.conbuildmat.2017.12.073.pdf,4042,cuprate,0,0,0,0
10.1016_j.physc.2016.11.014.pdf,5083,iron_pnictide_122,0,0,0,0
10.1016_0921-4526(94)91438-9.pdf,3766,cuprate,0,1,0,0
10.1016_j.physc.2013.08.006.pdf,5289,cuprate,0,0,0,0
10.1016_j.pmatsci.2025.101492.pdf,202030,iron_chalcogenide_11;iron_pnictide_122;MgB2_class;cuprate;iron_pnictide_1111,0,0,0,0
10.1016_S0921-4534(00)00600-6.pdf,3950,cuprate,0,0,0,0
10.1016_j.jssc.2016.04.008.pdf,4917,iron_chalcogenide_11;cuprate,0,0,0,0
10.1016_B978-0-444-82245-1.50128-X.pdf,3303,,0,0,0,0
10.1016_S0921-4534(97)00565-0.pdf,3706,cuprate,0,0,0,0
10.1016_j.physc.2003.12.037.pdf,2603,cuprate,0,0,0,0
10.1016_S0038-1098(00)00500-7.pdf,3729,cuprate,0,0,0,0
10.1016_j.radphyschem.2005.07.019.pdf,2879,cuprate,0,0,0,0
10.1016_j.physc.2015.05.006.pdf,5983,iron_chalcogenide_11;iron_pnictide_1111,0,0,0,0
10.1016_j.jssc.2010.10.023.pdf,4682,iron_chalcogenide_11,0,0,0,0
10.1016_0921-4534(94)90125-2.pdf,3305,cuprate,0,0,0,0
10.1016_j.physc.2008.05.094.pdf,4679,MgB2_class,0,0,0,0
10.1016_0921-4534(91)91252-Y.pdf,6737,cuprate,0,0,0,0
10.1016_j.ccr.2023.215591.pdf,4539,iron_chalcogenide_11,0,0,0,0
10.1016_j.jhydrol.2023.130596.pdf,4996,cuprate,0,0,0,0
10.1016_0921-4526(95)00700-8.pdf,3534,cuprate,0,0,0,0
10.1016_S0921-4534(02)01880-4.pdf,2934,cuprate,0,0,0,0
10.1074_jbc.M110.176271.pdf,85790,,0,0,0,0
10.1016_j.jallcom.2015.05.034.pdf,5060,iron_chalcogenide_11;iron_pnictide_122;iron_pnictide_1111,0,0,0,0
10.1016_j.physc.2007.03.249.pdf,3670,cuprate,0,0,0,0
10.1016_j.physb.2024.416682.pdf,4965,iron_chalcogenide_11,0,0,0,0
10.1016_0921-4534(96)00225-0.pdf,19084,cuprate,0,1,0,0
10.1016_j.jallcom.2023.171592.pdf,5067,iron_pnictide_122;cuprate,0,0,0,0
10.1016_S0921-4534(97)01876-5.pdf,3478,cuprate,0,0,0,0
10.1016_S2666-0873(23)00041-8.pdf,200027,,0,0,0,0
10.1016_S2772-963X(24)00798-1.pdf,183229,,0,0,0,0
10.1016_j.fusengdes.2023.113523.pdf,4836,cuprate,0,0,0,0
10.1016_S0921-4534(00)01322-8.pdf,2999,cuprate,0,0,0,0
10.1016_0921-4534(95)00281-2.pdf,3174,cuprate,0,0,0,0
10.1016_S0921-4526(97)80677-1.pdf,2476,cuprate,0,0,0,0
10.1016_j.jpcs.2005.10.008.pdf,4530,cuprate,0,0,0,0
10.1016_S0921-5107(01)00519-0.pdf,3869,cuprate,0,0,0,0
10.1016_j.ab.2007.01.035.pdf,3837,,0,0,0,0
10.1016_S0033-3182(95)71696-6.pdf,3297,,0,0,0,0
10.1016_0921-4534(94)91571-7.pdf,3682,cuprate,0,0,0,0
10.1016_j.physc.2025.1354734.pdf,5128,cuprate,0,0,0,0
10.1016_j.phpro.2012.06.213.pdf,18940,cuprate,0,1,0,0
10.1016_j.physc.2009.05.200.pdf,4291,,0,0,0,0
10.1016_j.susmat.2025.e01816.pdf,5318,,0,0,0,0
10.1016_S0925-8388(97)00123-0.pdf,2226,,0,0,0,0
10.1016_0921-4534(96)00141-4.pdf,2904,cuprate,0,0,0,0
10.1016_0022-5088(90)90259-M.pdf,1898,,0,0,0,0
10.1016_0921-4526(94)91488-5.pdf,3433,cuprate,0,0,0,0
10.1016_j.jallcom.2025.179715.pdf,4937,,0,0,0,0
10.1016_j.mtphys.2022.100783.pdf,51428,iron_chalcogenide_11;iron_pnictide_122;MgB2_class;cuprate;iron_pnictide_1111,0,1,0,0
10.1016_S0921-4534(98)00249-4.pdf,2449,cuprate,0,0,0,0
10.1016_j.physc.2011.05.056.pdf,4371,iron_pnictide_122;MgB2_class;cuprate;iron_pnictide_1111,0,0,0,0
10.1016_j.mssp.2013.05.005.pdf,3734,cuprate,0,0,0,0
10.1016_j.jallcom.2014.11.079.pdf,4871,iron_chalcogenide_11,0,0,0,0
10.1016_j.physc.2015.08.008.pdf,5191,cuprate,0,0,0,0
10.1016_S0921-4534(02)01016-X.pdf,2961,,0,0,0,0
10.1016_S0921-4534(96)00577-1.pdf,2996,cuprate,0,0,0,0
10.1016_j.scriptamat.2009.07.009.pdf,4274,MgB2_class,0,0,0,0
10.1016_j.physb.2012.01.021.pdf,5262,,0,0,0,0
10.1016_j.ceramint.2019.05.082.pdf,5094,,0,0,0,0
10.1016_0375-9601(89)90845-1.pdf,3638,cuprate,0,0,0,0
10.1016_0168-583X(92)95100-6.pdf,59,,0,0,0,0
10.1016_0921-4534(95)00656-7.pdf,2834,cuprate,0,0,0,0
10.1016_0011-2275(93)90056-T.pdf,4583,cuprate,0,0,0,0
10.1016_j.physc.2016.08.004.pdf,5130,iron_chalcogenide_11;cuprate;iron_pnictide_1111,0,0,0,0
10.1016_0921-4534(95)00186-7.pdf,2955,,0,0,0,0
10.1016_j.ssc.2017.08.002.pdf,5119,iron_chalcogenide_11,0,0,0,0
10.1016_S0921-4534(97)01699-7.pdf,2945,cuprate,0,0,0,0
10.1016_j.mtphys.2025.101956.pdf,5080,MgB2_class,0,0,0,0
10.1016_0921-4534(94)02365-4.pdf,3183,cuprate,0,0,0,0
10.1016_j.physc.2009.03.051.pdf,4355,cuprate;iron_pnictide_1111,0,0,0,0
10.1016_j.molcata.2013.06.019.pdf,5380,cuprate,0,0,0,0
10.1016_0360-3016(92)90845-9.pdf,4421,,0,0,0,0
10.1016_j.physc.2004.03.126.pdf,3717,cuprate,0,0,0,0
10.1016_S2213-1779(26)00001-6.pdf,4675,,0,0,0,0
10.1016_S0921-4534(00)00296-3.pdf,2818,cuprate,0,0,0,0
10.1016_j.materresbull.2025.113982.pdf,79587,iron_chalcogenide_11;MgB2_class,1,1,1,0
10.1016_S0921-4534(02)00840-7.pdf,2811,cuprate,0,0,0,0
10.1016_j.jallcom.2026.187202.pdf,5314,,0,0,0,0
10.1016_0964-1807(94)90060-4.pdf,3933,cuprate,0,0,0,0
10.1016_0921-4534(95)00719-9.pdf,3091,cuprate,0,0,0,0
10.1016_j.physc.2018.02.043.pdf,4935,iron_pnictide_122;cuprate,0,0,0,0
10.1016_0375-9601(89)90508-2.pdf,3688,,0,0,0,0
10.1016_S0166-6010(06)80008-1.pdf,2550,cuprate,0,0,0,0
10.1016_0921-4534(94)91591-1.pdf,4195,,0,0,0,0
10.1016_j.physc.2007.03.129.pdf,3488,cuprate,0,0,0,0
10.1016_S1567-2719(03)15003-2.pdf,409,,0,0,0,0
