compound,substructure_family,MP_id,source_bucket,paper_id,Tc_K,tier,Hc2_T,Hc2_provenance,Hc2_anchor_type,n_viable_predictions,emits_predictions,predicted_log_Jc_min,predicted_log_Jc_median,predicted_log_Jc_max,median_CI_width_dex,ghost_row_removed,refusal_detail
CaFe2As2,iron_pnictide_122,,A2,elsevier_10.1038_srep22278_PATH_AC_VISION_PASS_LONG,12.0,graded_confidence,50.0,project_infrastructure_exact,exact,0,no,,,,,no,
CaFe2As2,iron_pnictide_122,,A2,elsevier_10.1038_s41598-021-86728-8_PATH_AC_VISION_PASS_LONG,12.0,graded_confidence,50.0,project_infrastructure_exact,exact,0,no,,,,,no,
B2Ce0.001La0.999Rh3,conventional_AlB2,mp-3465,A1,,1.67,refused_calibration_domain,,pending,pending,0,no,,,,,no,Tc=1.67K < empirical_floor_4.5K
B2Ce0.002La0.998Rh3,conventional_AlB2,mp-3465,A1,,1.07,refused_calibration_domain,,pending,pending,0,no,,,,,no,Tc=1.07K < empirical_floor_4.5K
B2Ce0.003La0.997Rh3,conventional_AlB2,mp-3465,A1,,0.38,refused_calibration_domain,,pending,pending,0,no,,,,,no,Tc=0.38K < empirical_floor_4.5K
B2Ce1Ru3,conventional_AlB2,mp-5940,A1,,0.55,refused_calibration_domain,,pending,pending,0,no,,,,,no,Tc=0.55K < empirical_floor_4.5K
B2Ir3La1,conventional_AlB2,mp-10112,A1,,1.65,refused_calibration_domain,,pending,pending,0,no,,,,,no,Tc=1.65K < empirical_floor_4.5K
B2Ir3Th1,conventional_AlB2,mp-10115,A1,,2.09,refused_calibration_domain,,pending,pending,0,no,,,,,no,Tc=2.09K < empirical_floor_4.5K
B2Nb0.9,conventional_AlB2,mp-450,A1,,3.64,refused_calibration_domain,,pending,pending,0,no,,,,,no,Tc=3.64K < empirical_floor_4.5K
B2Ru3Th1,conventional_AlB2,mp-3223,A1,,1.79,refused_calibration_domain,,pending,pending,0,no,,,,,no,Tc=1.79K < empirical_floor_4.5K
B2Zr1,conventional_AlB2,mp-1472,A1,,2.75,refused_calibration_domain,,pending,pending,0,no,,,,,no,Tc=2.75K < empirical_floor_4.5K
Fe1Se0.05Te0.95,iron_chalcogenide_11,mp-21273,A1,,3.35,refused_calibration_domain,47.0,project_infrastructure_parent,parent,0,no,,,,,yes,Tc=3.35K < empirical_floor_5.0K
Fe1Te1,iron_chalcogenide_11,mp-21273,A1,,1.5,refused_calibration_domain,47.0,project_infrastructure_parent,parent,0,no,,,,,yes,Tc=1.50K < empirical_floor_5.0K
As2Co0.068Fe1.932K1,iron_pnictide_122,mp-35276,A1,,1.845,refused_calibration_domain,,pending,pending,0,no,,,,,no,Tc=1.84K < empirical_floor_5.1K
As2Co0.084Fe1.916Sr1,iron_pnictide_122,mp-4488,A1,,2.0,refused_calibration_domain,,pending,pending,0,no,,,,,no,Tc=2.00K < empirical_floor_5.1K
As2Co0.112Fe1.888Sr1,iron_pnictide_122,mp-4488,A1,,2.0,refused_calibration_domain,,pending,pending,0,no,,,,,no,Tc=2.00K < empirical_floor_5.1K
As2Co0.24Eu1Fe1.76,iron_pnictide_122,mp-20890,A1,,2.0,refused_calibration_domain,,pending,pending,0,no,,,,,no,Tc=2.00K < empirical_floor_5.1K
As2Cs1Fe2,iron_pnictide_122,mp-28884,A1,,2.08,refused_calibration_domain,,pending,pending,0,no,,,,,no,Tc=2.08K < empirical_floor_5.1K
As2Fe1.78Ni0.22Sr1,iron_pnictide_122,mp-4488,A1,,2.305,refused_calibration_domain,,pending,pending,0,no,,,,,no,Tc=2.31K < empirical_floor_5.1K
As2Fe1.9Pt0.1Sr1,iron_pnictide_122,mp-4488,A1,,1.6,refused_calibration_domain,,pending,pending,0,no,,,,,no,Tc=1.60K < empirical_floor_5.1K
As2Fe2K0.9Na0.1,iron_pnictide_122,mp-35276,A1,,2.9,refused_calibration_domain,,pending,pending,0,no,,,,,no,Tc=2.90K < empirical_floor_5.1K
As2Fe2K1,iron_pnictide_122,mp-35276,A1,,2.9965,refused_calibration_domain,,pending,pending,0,no,,,,,no,Tc=3.00K < empirical_floor_5.1K
As2Fe2Rb1,iron_pnictide_122,mp-975359,A1,,1.983333333,refused_calibration_domain,,pending,pending,0,no,,,,,no,Tc=1.98K < empirical_floor_5.1K
