held_out_substructure,actual_beta_H,stage1_pred,stage1_abs_residual,stage2_pred,stage2_abs_residual,stage3_pred,stage3_iqr_bound_dex,stage3_abs_residual
conventional_AlB2,2.21357423692115,4.191481623268457,1.9779073863473067,2.177530661306265,0.03604357561488536,2.2135742369211506,1.3446624762426218,4.440892098500626e-16
cuprate_BSCCO,29.99999999445604,9.998000069204679,20.00199992525136,,,,,
cuprate_LSCO,5.49680351131837,16.311545136593892,10.814741625275524,,,,,
cuprate_RBCO,29.99999999189082,9.998000069865634,20.001999922025185,,,,,
iron_chalcogenide_11,2.259212424417873,8.49076658687426,6.231554162456387,1.8090081737163495,0.4502042507015236,1.4014396357806882,1.0528696652372769,0.8577727886371849
iron_pnictide_1111,1.4992151713139563,27.212257576486834,25.713042405172878,1.0072804558219264,0.49193471549202994,1.0151,1.2736532811708874,0.4841151713139564
iron_pnictide_122,0.5905290818691102,1.9128316812382558,1.3223025993691455,0.5428512983941699,0.04767778347494034,0.5428512983941699,1.065554563847152,0.04767778347494034
