cohort,arxiv_id,compound_formula,sample_form,sample_identifier,Tc_K_anchor,Hc2_T_used,Hc2_T_default,Hc2_source,n_pts,n_distinct,H_axis_range_normalized,fixed_axis,fixed_axis_value,beta,SE_beta,log_Jc_partial,SE_log_Jc_partial,rms,ok,physicality,paper_key,Tc_repaired,Hc2_repaired,withdrawn,repair,reproduced,range_repaired,beta_repaired,n_pts_repaired,lever_H,clears_field_clause,passing_repaired
B,elsevier_10.1016_j.mtphys.2022.100783,"Ba(Fe,Co)2As2",polycrystal,Polycrystal,22.0,4.5,50.0,Tier_1_extrapolated_to_low_T_anchor_18.0K,4,4,0.7777777777777778,T,10.0,0.427930273986556,0.0518834002608832,5.797653148949851,0.0258152090791993,0.0264853359525123,True,ok,elsevier_10.1016_j.mtphys.2022.100783,25.7,4.5,,,True,0.7777777777777778,0.42793027366048675,4,0.9030899869919433,True,True
B,elsevier_10.1016_j.mtphys.2022.100783,"Ba(Fe,Co)2As2",polycrystal,Polycrystal,22.0,4.5,50.0,Tier_1_extrapolated_to_low_T_anchor_18.0K,4,4,0.7777777777777778,T,12.0,0.4951735149192295,0.053930907380449,5.764626466926182,0.026833972522974,0.0275305453505172,True,ok,elsevier_10.1016_j.mtphys.2022.100783,25.7,4.5,,,True,0.7777777777777778,0.4951735148451809,4,0.9030899869919433,True,True
B,elsevier_10.1016_j.mtphys.2022.100783,"Ba(Fe,Co)2As2",polycrystal,Polycrystal,22.0,4.5,50.0,Tier_1_extrapolated_to_low_T_anchor_18.0K,4,4,0.7777777777777778,T,14.0,0.5905290818691102,0.0547673897200724,5.730662083288469,0.0272501727502513,0.0279575491659855,True,ok,elsevier_10.1016_j.mtphys.2022.100783,25.7,4.5,,,True,0.7777777777777778,0.5905290818595167,4,0.9030899869919433,True,True
B,elsevier_10.1016_j.mtphys.2022.100783,"Ba(Fe,Co)2As2",polycrystal,Polycrystal,22.0,4.5,50.0,Tier_1_extrapolated_to_low_T_anchor_18.0K,4,4,0.7777777777777778,T,16.0,0.7400032498568847,0.0520709521465022,5.697954146705582,0.0259085278395549,0.0265810770277037,True,ok,elsevier_10.1016_j.mtphys.2022.100783,25.7,4.5,,,True,0.7777777777777778,0.7400032499979288,4,0.9030899869919433,True,True
B,elsevier_10.1016_j.mtphys.2022.100783,"Ba(Fe,Co)2As2",polycrystal,Polycrystal,22.0,7.0,50.0,Tier_1_direct_match_at_21.0K_term_H_irr_Birr,5,5,0.7857142857142857,T,21.0,2.0318848862207117,0.4977109553283936,5.21625336030008,0.208382099812955,0.2589401026783602,True,ok,elsevier_10.1016_j.mtphys.2022.100783,25.7,7.0,,,True,0.7857142857142857,2.0318848838505623,5,0.8129133566428555,True,True
B,elsevier_10.1016_j.mtphys.2022.100783,"Ba(Fe,Co)2As2",single_crystal,Single crystal,22.0,4.5,50.0,Tier_1_extrapolated_to_low_T_anchor_18.0K,4,4,0.7777777777777778,T,4.2,0.2584991142801328,0.040298581558324,5.938873932801721,0.0200510446993078,0.0205715413818731,True,ok,elsevier_10.1016_j.mtphys.2022.100783,24.4,4.5,,,True,0.7777777777777778,0.2584991129740444,4,0.9030899869919433,True,True
B,elsevier_10.1016_j.mtphys.2022.100783,"Ba(Fe,Co)2As2",single_crystal,Single crystal,22.0,4.5,50.0,Tier_1_extrapolated_to_low_T_anchor_18.0K,4,4,0.7777777777777778,T,6.0,0.3065084603671735,0.044608650772612,5.887064559451677,0.0221955714110408,0.0227717377227254,True,ok,elsevier_10.1016_j.mtphys.2022.100783,24.4,4.5,,,True,0.7777777777777778,0.306508460644906,4,0.9030899869919433,True,True
B,elsevier_10.1016_j.mtphys.2022.100783,"Ba(Fe,Co)2As2",single_crystal,Single crystal,22.0,4.5,50.0,Tier_1_extrapolated_to_low_T_anchor_18.0K,4,4,0.7777777777777778,T,8.0,0.3775417228705511,0.0494584555997802,5.829125433590956,0.0246086502086876,0.0252474567058803,True,ok,elsevier_10.1016_j.mtphys.2022.100783,24.4,4.5,,,True,0.7777777777777778,0.37754172256637464,4,0.9030899869919433,True,True
B,elsevier_10.1016_j.mtphys.2022.100783,"Ba(Fe,Co)2As2",single_crystal,Single crystal,22.0,4.5,50.0,Tier_1_extrapolated_to_low_T_anchor_18.0K,4,4,0.7777777777777778,T,10.0,0.427930273986556,0.0518834002608832,5.797653148949851,0.0258152090791993,0.0264853359525123,True,ok,elsevier_10.1016_j.mtphys.2022.100783,24.4,4.5,,,True,0.7777777777777778,0.42793027366048675,4,0.9030899869919433,True,True
B,elsevier_10.1016_j.mtphys.2022.100783,"Ba(Fe,Co)2As2",single_crystal,Single crystal,22.0,4.5,50.0,Tier_1_extrapolated_to_low_T_anchor_18.0K,4,4,0.7777777777777778,T,12.0,0.4951735149192295,0.053930907380449,5.764626466926182,0.026833972522974,0.0275305453505172,True,ok,elsevier_10.1016_j.mtphys.2022.100783,24.4,4.5,,,True,0.7777777777777778,0.4951735148451809,4,0.9030899869919433,True,True
B,elsevier_10.1016_j.mtphys.2022.100783,"Ba(Fe,Co)2As2",single_crystal,Single crystal,22.0,4.5,50.0,Tier_1_extrapolated_to_low_T_anchor_18.0K,4,4,0.7777777777777778,T,14.0,0.5905290818691102,0.0547673897200724,5.730662083288469,0.0272501727502513,0.0279575491659855,True,ok,elsevier_10.1016_j.mtphys.2022.100783,24.4,4.5,,,True,0.7777777777777778,0.5905290818595167,4,0.9030899869919433,True,True
B,elsevier_10.1016_j.mtphys.2022.100783,"Ba(Fe,Co)2As2",single_crystal,Single crystal,22.0,4.5,50.0,Tier_1_extrapolated_to_low_T_anchor_18.0K,4,4,0.7777777777777778,T,16.0,0.7400032498568847,0.0520709521465022,5.697954146705582,0.0259085278395549,0.0265810770277037,True,ok,elsevier_10.1016_j.mtphys.2022.100783,24.4,4.5,,,True,0.7777777777777778,0.7400032499979288,4,0.9030899869919433,True,True
B,elsevier_10.1016_j.mtphys.2022.100783,"Ba(Fe,Co)2As2",single_crystal,Single crystal,22.0,4.5,50.0,Tier_1_extrapolated_to_low_T_anchor_18.0K,4,4,0.7777777777777778,T,17.0,0.7889815008385456,0.0677411233921125,5.644766721618954,0.0337054098098563,0.0345803551616039,True,ok,elsevier_10.1016_j.mtphys.2022.100783,24.4,4.5,,,True,0.7777777777777778,0.7889815020267964,4,0.9030899869919433,True,True
B,elsevier_10.1016_j.mtphys.2022.100783,"Ba(Fe,Co)2As2",single_crystal,Single crystal,22.0,4.5,50.0,Tier_1_direct_match_at_18.0K_term_H_irr_Birr,4,4,0.7777777777777778,T,18.0,0.8608719111058379,0.0890320037271927,5.584398792977684,0.0442989431168349,0.0454488817939214,True,ok,elsevier_10.1016_j.mtphys.2022.100783,24.4,4.5,,,True,0.7777777777777778,0.8608719124165966,4,0.9030899869919433,True,True
B,elsevier_10.1016_j.mtphys.2022.100783,"Ba(Fe,Co)2As2",single_crystal,Single crystal,22.0,5.0,50.0,Tier_1_direct_match_at_19.0K_term_H_irr_Birr,4,4,0.7,T,19.0,1.3774048505485763,0.1258184886704496,5.546252608249943,0.0466234002979101,0.045928959992024,True,ok,elsevier_10.1016_j.mtphys.2022.100783,24.4,5.0,,,True,0.7,1.377404847794821,4,0.6532125137753437,True,True
B,elsevier_10.1016_j.mtphys.2022.100783,"Ba(Fe,Co)2As2",single_crystal,Single crystal,22.0,6.0,50.0,Tier_1_direct_match_at_20.0K_term_H_irr_Birr,4,4,0.5833333333333334,T,20.0,2.5994078829980607,0.1790004851035513,5.520299810463274,0.0461903182251449,0.0434892469736427,True,ok,elsevier_10.1016_j.mtphys.2022.100783,24.4,6.0,,,True,0.5833333333333334,2.5994078689337057,4,0.4393326938302626,True,True
B,elsevier_10.1016_j.mtphys.2022.100783,"Ba(Fe,Co)2As2",single_crystal,Single crystal,22.0,7.0,50.0,Tier_1_direct_match_at_21.0K_term_H_irr_Birr,5,5,0.7857142857142857,T,21.0,2.0318848862207117,0.4977109553283936,5.21625336030008,0.208382099812955,0.2589401026783602,True,ok,elsevier_10.1016_j.mtphys.2022.100783,24.4,7.0,,,True,0.7857142857142857,2.0318848838505623,5,0.8129133566428555,True,True
B,elsevier_10.1016_j.phpro.2012.03.421,"Ba(Fe,Ru)2As2",single_crystal,Ba(Fe0.63Ru0.37)2As2,20.0,15.3,60.0,Tier_1_extrapolated_to_low_T_anchor_15.0K,6,6,0.0326797385620915,T,2.0,19.056778098711693,2.6289279727727983,5.65243514817675,0.0170145958550122,0.0260526254717557,True,H_axis_applicability_bound,elsevier_10.1016_j.phpro.2012.03.421,20.0,15.3,,,True,0.032679738562091505,19.05677872426229,6,0.014429715422641414,False,False
B,elsevier_10.1016_j.phpro.2015.06.160,BaFe2As2,single_crystal,Ba0.64K0.36Fe2As2,20.0,9.0,60.0,Tier_1_direct_match_at_17.7K_term_Hc2,4,4,0.7777777777777778,T,18.0,2.3263800510964,0.5290282131393053,5.830458994213288,0.2632243537928502,0.2700572919109046,True,ok,elsevier_10.1016_j.phpro.2015.06.160,25.5,31.0,,,True,0.22580645161290322,19.54261323052358,4,0.11539341870206957,False,False
B,elsevier_10.1016_j.phpro.2015.06.160,BaFe2As2,single_crystal,Ba0.64K0.36Fe2As2,20.0,9.0,60.0,Tier_1_extrapolated_to_low_T_anchor_17.7K,4,4,0.7777777777777778,T,16.0,2.356997636576607,0.5320008500357918,5.7620468986949165,0.2647034237392199,0.27157475653769,True,ok,elsevier_10.1016_j.phpro.2015.06.160,25.5,31.0,,,True,0.22580645161290322,19.795756580175837,4,0.11539341870206957,False,False
B,elsevier_10.1016_j.phpro.2015.06.160,BaFe2As2,single_crystal,BaFe1.91Ni0.09As2,20.0,9.0,60.0,Tier_1_extrapolated_to_low_T_anchor_17.7K,4,4,0.7777777777777778,T,15.0,2.143757436440256,0.572008303103688,5.948469292927186,0.2846096161318366,0.2919976865884686,True,ok,elsevier_10.1016_j.phpro.2015.06.160,18.9,26.0,,,True,0.2692307692307692,14.666839472451283,4,0.14266750356873156,False,False
B,elsevier_10.1016_j.phpro.2015.06.160,BaFe2As2,single_crystal,BaFe1.91Ni0.09As2,20.0,9.0,60.0,Tier_1_extrapolated_to_low_T_anchor_17.7K,4,4,0.7777777777777778,T,13.0,2.2161404136399403,0.5575967388814473,5.9243771080107335,0.277438967843782,0.2846409005101288,True,ok,elsevier_10.1016_j.phpro.2015.06.160,18.9,26.0,,,True,0.2692307692307692,15.102380892093388,4,0.14266750356873156,False,False
B,elsevier_10.1016_j.phpro.2015.06.160,BaFe2As2,single_crystal,BaFe1.91Ni0.09As2,20.0,9.0,60.0,Tier_1_extrapolated_to_low_T_anchor_17.7K,4,4,0.7777777777777778,T,10.0,2.0685651407190835,0.3617696099409688,5.689456161912301,0.1800028227065276,0.184675445677739,True,ok,elsevier_10.1016_j.phpro.2015.06.160,18.9,26.0,,,True,0.2692307692307692,13.902047570481328,4,0.14266750356873156,False,False
B,elsevier_10.1016_j.phpro.2015.06.160,BaFe2As2,single_crystal,BaFe1.91Ni0.09As2,20.0,9.0,60.0,Tier_1_extrapolated_to_low_T_anchor_17.7K,4,4,0.7777777777777778,T,7.0,2.035454786765152,0.3126337983889819,5.491070414923148,0.1555547102096283,0.1595926931488044,True,ok,elsevier_10.1016_j.phpro.2015.06.160,18.9,26.0,,,True,0.2692307692307692,13.610041267440698,4,0.14266750356873156,False,False
B,elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,polycrystal,SmFeAsO0.8F0.2_10K,55.0,86.0,86.0,Tier_3_literature_default,29,29,0.5291231064646897,T,10.0,0.8191005304313276,0.2060972990964347,4.658014049652712,0.0333030256329699,0.1084598981703102,True,ok,elsevier_10.1016_j.physc.2009.05.098,55.0,86.0,physc.2009.05.098,,True,0.5291231064646897,0.819100545189951,29,0.3302478088916371,True,False
B,elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,polycrystal,SmFeAsO0.8F0.2_15K,55.0,86.0,86.0,Tier_3_literature_default,29,29,0.5312566673778535,T,15.0,0.999460911643853,0.1701675137624226,4.450568421116514,0.0275047323256062,0.0896378102139651,True,ok,elsevier_10.1016_j.physc.2009.05.098,55.0,86.0,physc.2009.05.098,,True,0.5312566673778535,0.9994609309532615,29,0.3317124482677484,True,False
B,elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,polycrystal,SmFeAsO0.8F0.2_20K,55.0,86.0,86.0,Tier_3_literature_default,29,29,0.5312566673778538,T,20.0,1.7462413910278185,0.1695791806808605,4.332029182685061,0.0273867192496489,0.0891941260991528,True,ok,elsevier_10.1016_j.physc.2009.05.098,55.0,86.0,physc.2009.05.098,,True,0.5312566673778538,1.7462413877788212,29,0.33117937184406165,True,False
B,elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,polycrystal,SmFeAsO0.8F0.2_25K,55.0,86.0,86.0,Tier_3_literature_default,29,29,0.5301898869212717,T,25.0,3.142558589513029,0.1725549037951167,4.222227291620287,0.0278769781623326,0.0908233616363736,True,ok,elsevier_10.1016_j.physc.2009.05.098,55.0,86.0,physc.2009.05.098,,True,0.5301898869212717,3.142558581068366,29,0.33071384014346367,True,False
B,elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,polycrystal,SmFeAsO0.8F0.2_2K,55.0,86.0,86.0,Tier_3_literature_default,29,29,0.5323234478344357,T,2.0,1.252188951600094,0.1293747409022235,5.413374506738484,0.0208990826669216,0.0680400899073568,True,ok,elsevier_10.1016_j.physc.2009.05.098,55.0,86.0,physc.2009.05.098,,True,0.5323234478344357,1.2521889425156867,29,0.3316444050632488,True,False
B,elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,polycrystal,SmFeAsO0.8F0.2_30K,55.0,86.0,86.0,Tier_3_literature_default,28,28,0.5067207168764668,T,30.0,5.696707967132056,0.2340625340026829,4.051732902565627,0.0355469182500326,0.1134148655992964,True,ok,elsevier_10.1016_j.physc.2009.05.098,55.0,86.0,physc.2009.05.098,,True,0.5067207168764668,5.696707974866237,28,0.30979059785053537,True,False
B,elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,polycrystal,SmFeAsO0.8F0.2_35K,55.0,86.0,86.0,Tier_3_literature_default,22,22,0.3499039897589075,T,35.0,12.14492937777908,0.6946298873143557,3.829904640353724,0.0625422542002631,0.1786636438317262,True,ok,elsevier_10.1016_j.physc.2009.05.098,55.0,86.0,physc.2009.05.098,,True,0.3499039897589075,12.144929385211167,22,0.18702249929753653,True,False
B,elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,polycrystal,SmFeAsO0.8F0.2_40K,55.0,86.0,86.0,Tier_3_literature_default,10,10,0.1120119479411137,T,40.0,29.9999999999988,5.281986668618241,2.827679518860647,0.1576463447375918,0.2489574460983064,True,H_axis_applicability_bound,elsevier_10.1016_j.physc.2009.05.098,55.0,86.0,physc.2009.05.098,,False,,,0,0.0,False,False
B,elsevier_10.1016_j.physc.2009.05.098,SmFeAsO0.8F0.2,polycrystal,SmFeAsO0.8F0.2_5K,55.0,86.0,86.0,Tier_3_literature_default,29,29,0.5301898869212717,T,5.0,1.2260348664879732,0.1861944989555156,5.087102319792649,0.0301409930134894,0.098121127059448,True,ok,elsevier_10.1016_j.physc.2009.05.098,55.0,86.0,physc.2009.05.098,,True,0.5301898869212717,1.226034868002057,29,0.33071384014346367,True,False
B,elsevier_10.1016_j.physc.2009.11.051,Ba(Fe0.93Co0.07)2As2,single_crystal,irradiated,22.0,2.5,50.0,Tier_1_direct_match_at_2.0K_term_Hc2,3,3,0.72,T,2.0,0.0651094962464942,0.0154832756629069,5.998092638750618,0.0065634437480626,0.0043222520144328,True,ok,elsevier_10.1016_j.physc.2009.11.051,24.0,2.5,physc.2009.11.051,,True,0.72,0.06510949755424543,3,0.6627578316815741,True,False
B,elsevier_10.1016_j.physc.2009.11.051,Ba(Fe0.93Co0.07)2As2,single_crystal,irradiated,22.0,4.5,50.0,Tier_1_direct_match_at_10.0K_term_Hc2,3,3,0.4,T,10.0,0.0928818220764652,0.0122156448075666,5.9038932528844725,0.0019629644336117,0.0011858861647556,True,ok,elsevier_10.1016_j.physc.2009.11.051,24.0,4.5,physc.2009.11.051,,True,0.4,0.09288182260493431,3,0.23552844690754893,True,False
B,elsevier_10.1016_j.physc.2009.11.051,Ba(Fe0.93Co0.07)2As2,single_crystal,irradiated,22.0,5.0,50.0,Tier_1_direct_match_at_15.0K_term_Hc2,3,3,0.36,T,15.0,0.1445598873344608,0.017248061562061,5.7794699567730055,0.002417247581291,0.0014492975247043,True,ok,elsevier_10.1016_j.physc.2009.11.051,24.0,5.0,physc.2009.11.051,,True,0.36,0.144559889994648,3,0.2041199826559248,True,False
B,elsevier_10.1016_j.physc.2009.11.051,Ba(Fe0.93Co0.07)2As2,single_crystal,irradiated,22.0,5.5,50.0,Tier_1_direct_match_at_20.0K_term_Hc2,4,4,0.8727272727272727,T,20.0,0.043698835977242,0.0173751019530155,5.68625464551385,0.0092386059639623,0.0101414999455738,True,ok,elsevier_10.1016_j.physc.2009.11.051,24.0,5.5,physc.2009.11.051,,True,0.8727272727272727,0.04369883670294393,4,1.0253058652647702,True,False
B,elsevier_10.1016_j.physc.2009.11.051,Ba(Fe0.93Co0.07)2As2,single_crystal,unirradiated,22.0,2.5,50.0,Tier_1_direct_match_at_2.0K_term_Hc2,3,3,0.72,T,2.0,0.1129847552597909,0.0255496362773206,5.7752046164108775,0.0108306278353008,0.0071323389189435,True,ok,elsevier_10.1016_j.physc.2009.11.051,24.0,2.5,physc.2009.11.051,,True,0.72,0.11298475243268592,3,0.6627578316815741,True,False
B,elsevier_10.1016_j.physc.2009.11.051,Ba(Fe0.93Co0.07)2As2,single_crystal,unirradiated,22.0,4.5,50.0,Tier_1_direct_match_at_10.0K_term_Hc2,3,3,0.4,T,10.0,0.1249765064977561,0.0161121571118119,5.478229462587759,0.0025891053528063,0.0015641568254694,True,ok,elsevier_10.1016_j.physc.2009.11.051,24.0,4.5,physc.2009.11.051,,True,0.4,0.12497650719481987,3,0.23552844690754893,True,False
B,elsevier_10.1016_j.physc.2009.11.051,Ba(Fe0.93Co0.07)2As2,single_crystal,unirradiated,22.0,5.0,50.0,Tier_1_direct_match_at_15.0K_term_Hc2,3,3,0.36,T,15.0,0.2209102241089527,0.0251836905782842,5.303129879089673,0.0035293938596897,0.002116100949784,True,ok,elsevier_10.1016_j.physc.2009.11.051,24.0,5.0,physc.2009.11.051,,True,0.36,0.22091019663641773,3,0.2041199826559248,True,False
B,elsevier_10.1016_j.physc.2009.11.051,Ba(Fe0.93Co0.07)2As2,single_crystal,unirradiated,22.0,5.5,50.0,Tier_1_direct_match_at_20.0K_term_Hc2,4,4,0.8727272727272727,T,20.0,0.0768548993622197,0.0296110315349868,5.154600124302224,0.0157446358172723,0.017283367632173,True,ok,elsevier_10.1016_j.physc.2009.11.051,24.0,5.5,physc.2009.11.051,,True,0.8727272727272727,0.07685489854290893,4,1.0253058652647702,True,False
B,elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,FeTe0.59Se0.41,14.0,3.5,47.0,Tier_1_direct_match_at_2.0K_term_ambiguous_label,3,3,0.5714285714285714,T,2.0,0.1065600423449129,0.0180401406816576,5.997689338390197,0.0041237976238642,0.002729155175606,True,ok,elsevier_10.1016_j.physc.2010.05.048,12.0,3.5,physc.2010.05.048,,True,0.5714285714285714,0.10656004438885404,3,0.3679767852945944,True,False
B,elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,FeTe0.59Se0.41,14.0,3.8,47.0,Tier_1_direct_match_at_3.0K_term_ambiguous_label,3,3,0.5263157894736842,T,3.0,0.221619319584488,0.0346619522708352,5.996159972950191,0.0070155713032163,0.0046175055078372,True,ok,elsevier_10.1016_j.physc.2010.05.048,12.0,3.8,physc.2010.05.048,,True,0.5263157894736842,0.2216192992480288,3,0.32451109151350405,True,False
B,elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,FeTe0.59Se0.41,14.0,4.0,47.0,Tier_1_direct_match_at_4.0K_term_ambiguous_label,3,3,0.5,T,4.0,0.2783270081945176,0.018973176798196,5.998071067941103,0.003570264813767,0.0023429023694887,True,ok,elsevier_10.1016_j.physc.2010.05.048,12.0,4.0,physc.2010.05.048,,True,0.5,0.27832699967774954,3,0.3010299956639812,True,False
B,elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,FeTe0.59Se0.41,14.0,4.5,47.0,Tier_1_direct_match_at_5.0K_term_ambiguous_label,3,3,0.4444444444444444,T,5.0,0.4165441794889079,0.0437275597890075,5.996310833735499,0.0070089956075364,0.0045729628313963,True,ok,elsevier_10.1016_j.physc.2010.05.048,12.0,4.5,physc.2010.05.048,,True,0.4444444444444444,0.41654418365022067,3,0.25527250510330607,True,False
B,elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,FeTe0.59Se0.41,14.0,5.0,47.0,Tier_1_direct_match_at_6.0K_term_ambiguous_label,3,3,0.4,T,6.0,0.5817353273354465,0.0319241884140356,5.957696909341225,0.0044620988873099,0.0028990352741064,True,ok,elsevier_10.1016_j.physc.2010.05.048,12.0,5.0,physc.2010.05.048,,True,0.4,0.5817353278255376,3,0.2218487496163564,True,False
B,elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,FeTe0.59Se0.41,14.0,6.5,47.0,Tier_1_direct_match_at_7.0K_term_ambiguous_label,4,4,0.7692307692307693,T,7.0,0.4501930907545112,0.0860334608319766,5.877146982269887,0.0284141821050799,0.0302642258624215,True,ok,elsevier_10.1016_j.physc.2010.05.048,12.0,6.5,physc.2010.05.048,,True,0.7692307692307693,0.45019308502413297,4,0.6368220975871745,True,False
B,elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,FeTe0.59Se0.41,14.0,8.5,47.0,Tier_1_direct_match_at_8.0K_term_ambiguous_label,4,4,0.5882352941176471,T,8.0,0.9074067681632634,0.1190438863643802,5.83534850039085,0.0241796573512546,0.024925422381346,True,ok,elsevier_10.1016_j.physc.2010.05.048,12.0,8.5,physc.2010.05.048,,True,0.5882352941176471,0.9074067693964066,4,0.38535088136401713,True,False
B,elsevier_10.1016_j.physc.2010.05.048,FeTeSe,single_crystal,FeTe0.59Se0.41,14.0,12.5,47.0,Tier_1_direct_match_at_9.0K_term_ambiguous_label,5,5,0.8,T,9.0,1.4014396357806882,0.1734885568417608,5.72100966531548,0.0572680894016296,0.0773734464758722,True,ok,elsevier_10.1016_j.physc.2010.05.048,12.0,12.5,physc.2010.05.048,,True,0.8,1.401439624872139,5,0.6989700043360189,True,False
B,elsevier_10.1016_j.physc.2011.02.004,PrFeAsO0.6F0.12,polycrystal,PrFeAsO0.6F0.12_10K,51.0,21.4443,120.0,Tier_1_paper_Hirr_arXiv_1002.0208_Eq5_Tc_48K,62,62,0.6636,T,10.0,0.3727,0.1949,5.5476,0.0287092894518592,0.1654,True,ok,1002.0208v2.pdf,51.0,21.4443,,,True,0.6635871761390644,0.37269914288170636,62,0.47334518669956294,True,True
B,elsevier_10.1016_j.physc.2011.02.004,PrFeAsO0.6F0.12,polycrystal,PrFeAsO0.6F0.12_15K,51.0,16.8715,120.0,Tier_1_paper_Hirr_arXiv_1002.0208_Eq5_Tc_48K,55,55,0.8312,T,15.0,0.2499,0.0974,5.2521,0.0276508695594497,0.14835,True,ok,1002.0208v2.pdf,51.0,16.8715,,,True,0.8311656337877957,0.2499047717080467,55,0.7726677688668272,True,True
B,elsevier_10.1016_j.physc.2011.02.004,PrFeAsO0.6F0.12,polycrystal,PrFeAsO0.6F0.12_20K,51.0,12.76,120.0,Tier_1_paper_Hirr_arXiv_1002.0208_Eq5_Tc_48K,52,56,0.983,T,20.0,0.1607,0.0436,4.9645,0.023683585339087,0.10336,True,ok,1002.0208v2.pdf,51.0,12.76,,,True,0.9829876098014477,0.16075029062342003,52,1.7712276232706463,True,True
B,elsevier_10.1016_j.physc.2011.02.004,PrFeAsO0.6F0.12,polycrystal,PrFeAsO0.6F0.12_25K,51.0,9.1331,120.0,Tier_1_paper_Hirr_arXiv_1002.0208_Eq5_Tc_48K,51,65,0.9758,T,25.0,0.099,0.061,4.7031,0.0282828616734218,0.13734,True,ok,1002.0208v2.pdf,51.0,9.1331,,,True,0.9757811144303994,0.09903931032407118,51,1.6177630529977542,True,True
B,elsevier_10.1016_j.physc.2011.02.004,PrFeAsO0.6F0.12,polycrystal,PrFeAsO0.6F0.12_30K,51.0,6.0207,120.0,Tier_1_paper_Hirr_arXiv_1002.0208_Eq5_Tc_48K,60,68,0.9987,T,30.0,0.3412,0.0487,4.4362,0.0298678272723394,0.17614,True,ok,1002.0208v2.pdf,51.0,6.0207,,,True,0.9987238616983174,0.34146416272795593,60,2.9552342048332396,True,True
B,elsevier_10.1016_j.physc.2011.02.004,PrFeAsO0.6F0.12,polycrystal,PrFeAsO0.6F0.12_7K,51.0,24.4013,120.0,Tier_1_paper_Hirr_arXiv_1002.0208_Eq5_Tc_48K,49,49,0.5984,T,7.0,1.0151,0.2703,5.8434,0.0343070324243684,0.18398,True,ok,1002.0208v2.pdf,51.0,24.4013,,,True,0.5983788852917935,1.0150603666098958,49,0.39621145341137803,True,True
B,elsevier_10.1016_j.physc.2013.04.060,MgB(2-x)Cx_x_0_0386,wire,MgB(2-x)Cx_x_0_0386_4_2K,39.0,10.5,15.5,Tier_1_direct_match_at_4.2K_term_H_irr_Birr,7,7,0.5720645520311632,T,4.2,2.353999706812804,0.1680707748165542,5.563546710518575,0.0603681948596982,0.0658246440983831,True,ok,elsevier_10.1016_j.physc.2013.04.060,39.0,15.3,,,True,0.3925933200213865,4.80890241368759,7,0.26074678101781085,True,True
B,elsevier_10.1016_j.physc.2013.04.060,MgB(2-x)Cx_x_0_1202,wire,MgB(2-x)Cx_x_0_1202_4_2K,39.0,10.5,15.5,Tier_1_direct_match_at_4.2K_term_H_irr_Birr,7,7,0.5709515859766279,T,4.2,1.4750829895482016,0.1211419828590063,5.408100546423671,0.0435558530796958,0.0474865050314233,True,ok,elsevier_10.1016_j.physc.2013.04.060,39.0,23.6,,,True,0.2540250700319742,5.574238902537192,7,0.14122844215856156,False,False
B,elsevier_10.1016_j.physc.2013.04.060,MgB2,wire,MgB2_4_2K,39.0,10.5,15.5,Tier_1_direct_match_at_4.2K_term_H_irr_Birr,5,5,0.3817473567056206,T,4.2,3.7999293071337386,0.2469651348649325,5.6148702752653215,0.1031082192361673,0.0628140832133399,True,ok,elsevier_10.1016_j.physc.2013.04.060,39.0,11.2,,,True,0.3578881469115193,4.485592075902136,5,0.35268572128436393,True,True
B,elsevier_10.1016_j.physc.2013.04.060,MgB2,wire,Undoped_MgB2_10K,39.0,11.9,15.5,Tier_1_direct_match_at_10.0K_term_Birr,7,7,0.5047600435523046,T,10.0,4.779311736113043,0.1428091414130274,5.783351519028241,0.0524409511795588,0.0512768881885401,True,ok,elsevier_10.1016_j.physc.2013.04.060,39.0,11.0,,,True,0.5460585925702205,3.8755912236446273,7,0.5997284440122732,True,True
B,elsevier_10.1016_j.physc.2013.04.060,MgB2_Ag_doped,wire,Ag_Doped_MgB2_10K,39.0,11.9,15.5,Tier_1_direct_match_at_10.0K_term_Birr,9,9,0.6745023590831682,T,10.0,2.0905650082158456,0.1510446510524187,5.29332971608345,0.0849947712227935,0.1225923718564929,True,ok,elsevier_10.1016_j.physc.2013.04.060,39.0,14.5,,,True,0.553557108488945,3.9638026252324745,9,0.5179195943278452,True,True
